instance kdown james-cpp-max-down kdown-par/t32 james-cpp-max-down-par/t32
g47-g81 1000000 1000002 1000002 1000005
g47-g83 1000000 1000000 1000003 1000005
g47-g84 1000000 1000003 1000002 1000001
g47-g85 1000000 1000002 1000005 1000005
g47-g87 1000000 1000002 1000003 1000005
g47-g88 1000000 1000002 1000004 1000006
g47-g89 1000000 1000002 1000008 1000004
g47-g90 1000000 1000002 1000006 1000004
g47-g91 1000000 1000008 1000006 1000009
g47-g92 1000000 1000000 1000006 1000014
g47-g94 1000000 1000010 1000006 1000010
g47-g95 1000000 1000008 1000019 1000008
g47-g96 1000000 1000003 1000005 1000011
g47-g97 1000000 1000013 1000007 1000009
g47-g98 1000000 1000005 1000009 1000011
g47-g99 1000000 1000009 1000007 1000010
g48-g100 1000000 1000006 1000008 1000006
g48-g101 1000000 1000017 1000007 1000012
g48-g102 1000000 1000007 1000006 1000004
g48-g103 1000000 1000003 1000005 1000004
g48-g104 1000000 1000024 1000009 1000027
g48-g105 1000000 1000024 1000010 1000025
g48-g106 1000000 1000050 1000007 1000047
g48-g107 1000000 1000050 1000008 1000050
g48-g108 1000000 1000059 1000009 1000057
g48-g109 1000000 1000071 1000009 1000109
g48-g110 1000001 1000064 1000006 1000035
g48-g111 1000001 1000081 1000011 1000078
g48-g112 1000001 1000108 1000016 1000148
g48-g51 1000000 1000000 1000002 1000002
g48-g52 1000000 1000000 1000002 1000003
g48-g53 1000000 1000000 1000003 1000004
g48-g54 1000000 1000000 1000002 1000005
g48-g55 1000000 1000000 1000002 1000003
g48-g56 1000000 1000000 1000002 1000004
g48-g57 1000000 1000000 1000004 1000004
g48-g61 1000000 1000000 1000003 1000003
g48-g62 1000000 1000000 1000002 1000003
g48-g63 1000000 1000000 1000001 1000001
g48-g64 1000000 1000000 1000001 1000001
g48-g65 1000000 1000000 1000002 1000003
g48-g67 1000000 1000000 1000003 1000002
g48-g68 1000000 1000000 1000001 1000001
g48-g69 1000000 1000000 1000003 1000002
g48-g70 1000000 1000000 1000004 1000002
g48-g71 1000000 1000001 1000003 1000004
g48-g72 1000000 1000000 1000005 1000002
g48-g74 1000000 1000000 1000002 1000004
g48-g75 1000000 1000001 1000002 1000005
g48-g76 1000000 1000000 1000001 1000001
g48-g77 1000000 1000001 1000002 1000002
g48-g78 1000000 1000001 1000002 1000001
g48-g79 1000000 1000001 1000003 1000004
g48-g80 1000000 1000001 1000004 1000005
g48-g81 1000000 1000001 1000002 1000001
g48-g83 1000000 1000001 1000003 1000005
g48-g84 1000000 1000002 1000001 1000001
g48-g85 1000000 1000001 1000006 1000006
g48-g87 1000000 1000002 1000003 1000004
g48-g88 1000000 1000002 1000003 1000005
g48-g89 1000000 1000001 1000006 1000006
g48-g90 1000000 1000001 1000006 1000004
g48-g91 1000000 1000007 1000005 1000007
g48-g92 1000000 1000001 1000005 1000004
g48-g94 1000000 1000008 1000004 1000010
g48-g95 1000000 1000013 1000012 1000008
g48-g96 1000000 1000010 1000008 1000013
g48-g97 1000000 1000011 1000010 1000014
g48-g98 1000000 1000013 1000008 1000010
g48-g99 1000000 1000017 1000011 1000010
g49-g100 1000000 1000014 1000004 1000010
g49-g101 1000000 1000017 1000004 1000015
g49-g102 1000000 1000010 1000005 1000017
g49-g103 1000000 1000010 1000005 1000015
g49-g104 1000000 1000035 1000004 1000034
g49-g105 1000000 1000034 1000005 1000036
g49-g106 1000000 1000057 1000005 1000028
g49-g107 1000000 1000058 1000005 1000027
g49-g108 1000001 1000069 1000006 1000068
g49-g109 1000001 1000075 1000005 1000086
g49-g110 1000001 1000049 1000011 1000041
g49-g111 1000001 1000095 1000006 1000061
g49-g112 1000001 1000121 1000009 1000150
g49-g51 1000000 1000000 1000001 1000004
g49-g52 1000000 1000000 1000002 1000002
g49-g53 1000000 1000000 1000002 1000001
g49-g54 1000000 1000000 1000002 1000000
g49-g55 1000000 1000000 1000002 1000003
g49-g56 1000000 1000000 1000002 1000003
g49-g57 1000000 1000000 1000003 1000004
g49-g61 1000000 1000000 1000002 1000001
g49-g62 1000000 1000000 1000001 1000002
g49-g63 1000000 1000000 1000002 1000001
g49-g64 1000000 1000000 1000001 1000003
g49-g65 1000000 1000000 1000002 1000001
g49-g67 1000000 1000000 1000002 1000004
g49-g68 1000000 1000000 1000001 1000001
g49-g69 1000000 1000000 1000002 1000001
g49-g70 1000000 1000000 1000002 1000004
g49-g71 1000000 1000000 1000002 1000002
g49-g72 1000000 1000001 1000002 1000004
g49-g74 1000000 1000001 1000002 1000005
g49-g75 1000000 1000001 1000002 1000001
g49-g76 1000000 1000001 1000002 1000001
g49-g77 1000000 1000000 1000001 1000004
g49-g78 1000000 1000001 1000002 1000002
g49-g79 1000000 1000001 1000002 1000002
g49-g80 1000000 1000003 1000003 1000007
g49-g81 1000000 1000001 1000002 1000004
g49-g83 1000000 1000002 1000003 1000003
g49-g84 1000000 1000002 1000002 1000002
g49-g85 1000000 1000002 1000003 1000003
g49-g87 1000000 1000003 1000003 1000005
g49-g88 1000000 1000003 1000002 1000005
g49-g89 1000000 1000004 1000002 1000005
g49-g90 1000000 1000006 1000003 1000006
g49-g91 1000000 1000004 1000003 1000007
g49-g92 1000000 1000006 1000004 1000009
g49-g94 1000000 1000008 1000003 1000012
g49-g95 1000000 1000010 1000005 1000019
g49-g96 1000000 1000011 1000003 1000023
g49-g97 1000000 1000017 1000003 1000014
g49-g98 1000000 1000009 1000003 1000014
g49-g99 1000000 1000011 1000004 1000014
g5-g100 779109 682513 113232 23201
g5-g101 182 88 29 100
g5-g102 157 78 31 95
g5-g103 211 80 37 94
g5-g104 264 215 73 200
g5-g105 264 143 73 198
g5-g106 674 322 134 337
g5-g107 614 307 115 310
g5-g108 626 300 121 403
g5-g109 464 333 76 316
g5-g110 700 464 102 397
g5-g111 915 499 142 494
g5-g112 985 321 128 387
g5-g51 10 0 8 2
g5-g52 5 1 12 5
g5-g53 20 4 15 16
g5-g54 4 2 14 9
g5-g55 6 1 11 7
g5-g56 10 2 12 7
g5-g57 55723 331 272 282
g5-g61 5 1 15 8
g5-g62 10 2 15 9
g5-g63 162 78 67 257
g5-g64 19 2 10 4
g5-g65 22 10 19 20
g5-g67 12 3 12 10
g5-g68 3 1 4 5
g5-g69 6 2 9 4
g5-g70 16 4 16 10
g5-g71 8 2 10 6
g5-g72 13 5 14 12
g5-g74 21 7 21 12
g5-g75 52 22 20 15
g5-g76 131 169 29 27
g5-g77 213 668 32 44
g5-g78 29 10 19 18
g5-g79 22 8 24 19
g5-g80 39 15 43 25
g5-g81 85 20 29 38
g5-g83 80 22 33 30
g5-g84 206 215 42 43
g5-g85 94 25 24 30
g5-g87 60 27 28 29
g5-g88 70 20 23 30
g5-g89 36 21 26 30
g5-g90 86 29 23 48
g5-g91 96 15 38 35
g5-g92 123 31 39 42
g5-g94 121 66 37 77
g5-g95 126 46 39 87
g5-g96 115 47 39 84
g5-g97 108 54 38 87
g5-g98 101 55 44 86
g5-g99 119 69 46 87
g50-g100 1000000 1000011 1000038 1000007
g50-g101 1000000 1000006 1000028 1000012
g50-g102 1000000 1000012 1000036 1000010
g50-g103 1000000 1000011 1000032 1000002
g50-g104 1000000 1000027 1000041 1000025
g50-g105 1000000 1000027 1000070 1000026
g50-g106 1000001 1000060 1000038 1000050
g50-g107 1000001 1000058 1000066 1000048
g50-g108 1000001 1000069 1000109 1000060
g50-g109 1000001 1000088 1000065 1000071
g50-g110 1000001 1000073 1000052 1000066
g50-g111 1000001 1000098 1000062 1000083
g50-g112 1000001 1000113 1000074 1000112
g50-g51 1000000 1000000 1000003 1000002
g50-g52 1000000 1000000 1000006 1000002
g50-g53 1000000 1000000 1000008 1000002
g50-g54 1000000 1000000 1000010 1000003
g50-g55 1000000 1000000 1000006 1000002
g50-g56 1000000 1000000 1000006 1000003
g50-g57 1000000 1000000 1000007 1000003
g50-g61 1000000 1000000 1000007 1000004
g50-g62 1000000 1000000 1000010 1000003
g50-g63 1000000 1000000 1000007 1000003
g50-g64 1000000 1000000 1000002 1000002
g50-g65 1000000 1000000 1000008 1000002
g50-g67 1000000 1000000 1000009 1000003
g50-g68 1000000 1000000 1000005 1000003
g50-g69 1000000 1000001 1000008 1000004
g50-g70 1000000 1000000 1000014 1000003
g50-g71 1000000 1000000 1000008 1000004
g50-g72 1000000 1000001 1000020 1000002
g50-g74 1000000 1000001 1000007 1000004
g50-g75 1000000 1000001 1000010 1000003
g50-g76 1000000 1000001 1000006 1000006
g50-g77 1000000 1000001 1000003 1000002
g50-g78 1000000 1000001 1000009 1000003
g50-g79 1000000 1000001 1000016 1000005
g50-g80 1000000 1000002 1000053 1000005
g50-g81 1000000 1000002 1000013 1000005
g50-g83 1000000 1000002 1000016 1000002
g50-g84 1000000 1000000 1000004 1000005
g50-g85 1000000 1000003 1000020 1000005
g50-g87 1000000 1000002 1000011 1000007
g50-g88 1000000 1000002 1000010 1000006
g50-g89 1000000 1000002 1000022 1000007
g50-g90 1000000 1000002 1000031 1000004
g50-g91 1000000 1000007 1000032 1000008
g50-g92 1000000 1000006 1000031 1000008
g50-g94 1000000 1000008 1000028 1000008
g50-g95 1000000 1000011 1000043 1000013
g50-g96 1000001 1000012 1000066 1000013
g50-g97 1000001 1000014 1000068 1000010
g50-g98 1000000 1000009 1000051 1000017
g50-g99 1000001 1000010 1000050 1000018
g6-g100 1000000 1000016 1000002 1000022
g6-g101 1000000 1000023 1000002 1000026
g6-g102 1000000 1000011 1000002 1000030
g6-g103 1000000 1000011 1000003 1000010
g6-g104 978389 869106 238728 51328
g6-g105 1000000 866100 223639 44020
g6-g106 1000000 1000059 1000004 1000029
g6-g107 1000000 1000057 1000004 577594
g6-g108 1000000 1000068 1000005 660696
g6-g109 1000000 1000029 1000008 60221
g6-g110 1000000 1000070 1000005 1000056
g6-g111 1000000 1000094 1000004 1000057
g6-g112 1391 889 184 625
g6-g51 610 117 108 29
g6-g52 1000000 4710 5333 677
g6-g53 1000000 223739 361212 8479
g6-g54 1000000 77895 99224 4561
g6-g55 1000000 3148 4232 214
g6-g56 1000000 228164 265695 12546
g6-g57 451211 274 26356 64
g6-g61 227 15 89 28
g6-g62 1000000 1000000 1000001 764075
g6-g63 283 55519 124 116
g6-g64 89544 2 480 4
g6-g65 1000000 7509 337 452
g6-g67 1000000 1000000 1000001 1000002
g6-g68 1000000 1000000 1000001 1000001
g6-g69 533 9 48 13
g6-g70 50 7 18 14
g6-g71 410 38 64 15
g6-g72 76 17506 23 15
g6-g74 1000000 1000001 1000002 250006
g6-g75 1000000 1000001 1000001 1000001
g6-g76 1000000 1000001 1000001 1000001
g6-g77 1000000 1000000 1000001 1000001
g6-g78 1000000 1000001 752696 52232
g6-g79 1000000 1000001 1000001 505382
g6-g80 142 39 70 45
g6-g81 540382 405646 65937 10419
g6-g83 1000000 1000002 1000001 396947
g6-g84 1000000 1000002 1000003 1000004
g6-g85 1000000 1000006 1000002 1000007
g6-g87 1000000 234680 102934 9351
g6-g88 1000000 543429 274895 21991
g6-g89 1000000 1000005 1000003 1000006
g6-g90 1000000 1000001 1000002 47711
g6-g91 169 55 35 51
g6-g92 261 58 47 49
g6-g94 1000000 1000008 1000003 134104
g6-g95 683 200 157 150
g6-g96 764 277 210 144
g6-g97 678 196 186 154
g6-g98 1737 560 384 159
g6-g99 1912 791 409 195
g7-g100 3299 774 561 821
g7-g101 181732 5110 12609 2031
g7-g102 596599 14647 40182 5417
g7-g103 1000000 30853 64779 8612
g7-g104 192952 8891 13519 3509
g7-g105 196082 9434 12780 3516
g7-g106 949348 32287 47669 10149
g7-g107 471387 19288 28892 6862
g7-g108 604077 23697 35022 8184
g7-g109 795360 22728 37299 6920
g7-g110 1000000 202418 649079 45322
g7-g111 1000001 39483 60654 12314
g7-g112 175390 18601 7768 6233
g7-g51 25020 184 562 140
g7-g52 2587 149 726 100
g7-g53 8876 424 1561 247
g7-g54 41813 1663 5004 637
g7-g55 20125 736 2226 437
g7-g56 59330 2389 7450 770
g7-g57 167 21 73 35
g7-g61 1683 177 216 85
g7-g62 57589 1704 7088 336
g7-g63 130558 5913 14836 1650
g7-g64 806894 2 9 2
g7-g65 121888 4804 8361 1930
g7-g67 19206 588 2080 332
g7-g68 1000000 69231 134898 17759
g7-g69 5252 381 699 192
g7-g70 1343 206 301 99
g7-g71 81997 4266 17402 1369
g7-g72 1275 115 199 59
g7-g74 1000000 1000001 1000001 1000002
g7-g75 15 4 9 8
g7-g76 14 10 15 11
g7-g77 12 12 30 7
g7-g78 416724 11934 36660 3856
g7-g79 32737 1292 3368 610
g7-g80 713 129 419 190
g7-g81 336615 12552 24087 4134
g7-g83 360569 8741 26540 3709
g7-g84 1000000 1000004 1000001 1000004
g7-g85 2571 391 655 314
g7-g87 132208 3651 11510 1435
g7-g88 252496 6456 19374 2279
g7-g89 4712 650 469 317
g7-g90 234900 4705 17406 2065
g7-g91 45883 1352 1350 437
g7-g92 19357 1348 1458 529
g7-g94 198393 4777 13439 1990
g7-g95 4957 1116 628 771
g7-g96 7047 1152 792 782
g7-g97 6049 1050 646 781
g7-g98 15881 1837 1710 939
g7-g99 16274 1763 1814 920
g8-g100 1000000 1000012 1000004 1000021
g8-g101 1000000 1000009 1000002 1000016
g8-g102 1000000 1000008 1000003 1000017
g8-g103 1000000 1000011 1000002 1000004
g8-g104 1000000 1000030 1000005 503216
g8-g105 1000000 1000029 1000005 392420
g8-g106 1000000 1000050 1000003 1000033
g8-g107 1000000 1000054 1000006 1000079
g8-g108 1000001 1000063 1000009 1000089
g8-g109 1000000 1000019 1000007 1000049
g8-g110 1000000 1000073 1000004 1000041
g8-g111 1000000 1000086 1000006 1000060
g8-g112 1000001 1000126 1000009 799439
g8-g51 1000000 130282 106556 7696
g8-g52 1000000 1000000 1000001 1000001
g8-g53 1000000 1000000 1000001 1000001
g8-g54 1000000 1000000 1000001 1000001
g8-g55 1000000 1000000 1000001 1000000
g8-g56 1000000 1000000 1000001 1000000
g8-g57 1000000 1000000 1000003 1000001
g8-g61 1000000 258198 1000001 1178
g8-g62 1000000 1000000 1000001 1000004
g8-g63 474916 1000000 51475 168756
g8-g64 1000000 1000000 1000001 1000001
g8-g65 1000000 1000000 1000001 1000001
g8-g67 1000000 1000000 1000001 1000001
g8-g68 1000000 1000000 1000001 1000000
g8-g69 172832 4667 75807 222
g8-g70 77848 2190 4704 137
g8-g71 251465 2094 92513 249
g8-g72 1000000 104743 21607 10909
g8-g74 1000000 1000001 1000001 1000002
g8-g75 1000000 1000001 1000001 1000001
g8-g76 1000000 1000000 1000001 1000002
g8-g77 1000000 1000001 1000001 1000001
g8-g78 1000000 1000001 1000001 1000001
g8-g79 1000000 1000001 1000002 1000002
g8-g80 16291 19760 1136 1352
g8-g81 1000000 1000001 1000001 1000001
g8-g83 1000000 1000002 1000001 1000002
g8-g84 1000000 1000001 1000001 1000002
g8-g85 1000000 1000000 1000002 1000003
g8-g87 1000000 1000002 1000003 1000006
g8-g88 1000000 1000002 1000001 1000002
g8-g89 1000000 1000002 1000002 1000003
g8-g90 1000000 1000003 1000002 1000002
g8-g91 600243 92133 754674 1572
g8-g92 858774 152842 816203 3261
g8-g94 1000000 1000007 1000004 1000007
g8-g95 356533 168033 24460 7190
g8-g96 89879 228996 33366 6806
g8-g97 400711 233685 64914 10310
g8-g98 330486 1000015 212527 34635
g8-g99 355010 1000014 281085 36719
g9-g100 1000000 1000011 1000005 1000024
g9-g101 1000000 1000022 1000003 1000016
g9-g102 1000000 1000017 1000003 1000018
g9-g103 1000000 1000004 1000003 1000022
g9-g104 1000001 1000071 1000004 1000035
g9-g105 1000000 1000071 1000004 1000036
g9-g106 1000000 1000062 1000005 1000038
g9-g107 1000001 1000062 1000005 1000038
g9-g108 1000001 1000155 1000005 1000045
g9-g109 1000000 1000112 1000007 1000062
g9-g110 1000000 1000070 1000005 1000041
g9-g111 1000000 1000105 1000005 1000061
g9-g112 1000001 1000256 1000011 1000167
g9-g51 1000000 1000000 1000001 1000003
g9-g52 1000000 1000000 1000001 1000003
g9-g53 1000000 1000000 1000001 1000001
g9-g54 1000000 1000000 1000001 1000000
g9-g55 1000000 1000000 1000001 1000001
g9-g56 1000000 1000000 1000001 1000001
g9-g57 1000000 1000000 42889 25611
g9-g61 1000000 1000000 1000001 1000001
g9-g62 1000000 1000000 1000002 1000003
g9-g63 5055 350 788 76
g9-g64 1000000 1000000 1000001 1000001
g9-g65 1000000 1000000 1000001 1000001
g9-g67 1000000 1000000 1000003 1000002
g9-g68 1000000 1000000 1000001 252324
g9-g69 1000000 1000001 1000003 1000004
g9-g70 1000000 1000000 1000002 1000003
g9-g71 1000000 1000001 1000002 1000004
g9-g72 1000000 1000001 1000002 1000002
g9-g74 1000000 1000001 1000002 1000002
g9-g75 1000000 1000001 1000001 1000002
g9-g76 1000000 1000001 1000002 1000001
g9-g77 1000000 1000001 1000001 1000001
g9-g78 1000000 1000001 1000002 1000001
g9-g79 1000000 1000001 1000002 1000002
g9-g80 1000000 1000006 539048 1000005
g9-g81 1000000 1000003 1000002 1000003
g9-g83 1000000 1000003 1000002 1000004
g9-g84 1000000 1000002 1000002 1000003
g9-g85 1000000 1000002 1000002 1000006
g9-g87 1000000 1000003 1000001 1000003
g9-g88 1000000 1000003 1000001 1000002
g9-g89 1000000 1000002 1000003 1000005
g9-g90 1000000 1000007 1000002 1000010
g9-g91 1000000 1000006 1000003 1000008
g9-g92 1000000 1000007 1000003 1000010
g9-g94 1000000 1000014 1000003 1000012
g9-g95 1000000 1000010 277857 171882
g9-g96 1000000 1000012 203948 59401
g9-g97 1000000 1000016 515008 64155
g9-g98 1000000 1000010 1000004 1000021
g9-g99 1000000 1000011 1000004 1000022
g10-g58-normed 1000000 1000000 1000001 1000002
g10-g59-normed 1000000 1000000 1000002 1000001
g10-g60-normed 1000000 1000000 1000001 1000001
g10-g66-normed 1000000 1000000 1000001 1000000
g10-g73-normed 1000000 1000000 1000001 1000001
g10-g82-normed 1000000 1000001 1000002 1000002
g10-g86-normed 1000000 1000002 1000002 1000005
g10-g93-normed 226474 1000014 278802 1000007
g11-g58-normed 1000000 1000000 1000002 1000001
g11-g59-normed 1000000 1000000 1000002 1000001
g11-g60-normed 1000000 1000000 1000001 1000001
g11-g66-normed 1000000 1000000 1000001 1000000
g11-g73-normed 1000000 1000000 1000002 1000004
g11-g82-normed 1000000 1000001 1000002 1000002
g11-g86-normed 1000000 1000004 1000002 1000006
g11-g93-normed 1000000 1000016 1000003 1000010
g12-g58-normed 1000000 1000000 1000001 867555
g12-g59-normed 1000000 1000000 1000002 369285
g12-g60-normed 1000000 1000000 1000003 605301
g12-g66-normed 1000000 1000000 1000002 252733
g12-g73-normed 1000000 1000000 1000002 1000004
g12-g82-normed 1000000 1000000 1000002 1000004
g12-g86-normed 1000000 60951 15270 2859
g12-g93-normed 1000000 1000017 1000002 1000009
g13-g58-normed 1000000 1000000 1000001 1000003
g13-g59-normed 1000000 1000000 1000003 1000003
g13-g60-normed 1000000 1000000 1000002 1000001
g13-g66-normed 1000000 1000000 1000002 1000001
g13-g73-normed 1000000 1000001 1000002 1000002
g13-g82-normed 1000000 1000003 1000003 1000003
g13-g86-normed 1000000 1000004 1000005 1000006
g13-g93-normed 1000000 1000013 1000002 1000006
g14-g58-normed 1000000 1000000 1000002 877667
g14-g59-normed 1000000 1000000 1000003 1000004
g14-g60-normed 1000000 1000000 1000002 1000004
g14-g66-normed 1000000 1000000 1000002 1000003
g14-g73-normed 1000000 1000001 1000002 1000003
g14-g82-normed 1000000 1000002 1000003 1000002
g14-g86-normed 1000000 1000004 1000005 1000006
g14-g93-normed 1000000 1000013 1000002 1000006
g15-g58-normed 1000000 1000000 1000002 1000002
g15-g59-normed 1000000 1000000 1000003 1000004
g15-g60-normed 1000000 1000000 1000001 1000002
g15-g66-normed 1000000 1000000 1000002 1000001
g15-g73-normed 1000000 1000001 1000002 1000004
g15-g82-normed 1000000 1000003 1000003 1000005
g15-g86-normed 1000000 1000005 1000005 1000008
g15-g93-normed 1000000 1000004 1000002 1000004
g16-g58-normed 1000000 1000000 1000001 1000001
g16-g59-normed 1000000 1000000 1000001 1000002
g16-g60-normed 1000000 1000000 1000001 1000002
g16-g66-normed 1000000 1000000 1000001 1000000
g16-g73-normed 1000000 1000001 1000003 1000002
g16-g82-normed 1000000 1000001 1000002 1000001
g16-g86-normed 1000000 1000004 1000004 1000006
g16-g93-normed 1000000 1000013 1000002 1000006
g17-g58-normed 1000000 1000000 1000001 1000001
g17-g59-normed 1000000 1000000 1000001 1000001
g17-g60-normed 1000000 1000000 1000001 1000001
g17-g66-normed 1000000 1000000 1000002 1000000
g17-g73-normed 1000000 1000000 1000002 1000001
g17-g82-normed 1000000 1000002 1000002 1000001
g17-g86-normed 1000000 1000003 1000002 1000004
g17-g93-normed 1000000 1000017 813831 1000009
g18-g58-normed 1000000 1000000 1000001 1000001
g18-g59-normed 1000000 1000000 1000001 1000001
g18-g60-normed 1000000 1000000 1000001 1000001
g18-g66-normed 1000000 1000000 1000001 1000000
g18-g73-normed 1000000 1000000 1000001 1000001
g18-g82-normed 1000000 1000002 1000001 1000001
g18-g86-normed 1000000 1000003 1000002 1000006
g18-g93-normed 1000000 1000021 1000004 1000010
g19-g58-normed 1000000 1000000 1000003 1000001
g19-g59-normed 1000000 1000000 1000002 1000002
g19-g60-normed 1000000 1000000 1000001 1000000
g19-g66-normed 1000000 1000000 1000001 1000000
g19-g73-normed 1000000 1000000 1000003 1000002
g19-g82-normed 1000000 1000002 1000001 1000002
g19-g86-normed 1000000 1000002 1000003 1000003
g19-g93-normed 1000000 1000016 1000003 1000009
g2-g58-normed 2 0 7 3
g2-g59-normed 3 0 3 1
g2-g60-normed 3 1 5 3
g2-g66-normed 5 2 5 4
g2-g73-normed 4 3 7 7
g2-g82-normed 18 9 6 13
g2-g86-normed 60 15 9 13
g2-g93-normed 48 34 14 47
g20-g58-normed 1000000 1000000 1000001 1000003
g20-g59-normed 1000000 1000000 1000002 1000003
g20-g60-normed 1000000 1000000 1000003 1000001
g20-g66-normed 1000000 1000000 1000002 1000001
g20-g73-normed 1000000 1000000 1000002 1000005
g20-g82-normed 1000000 1000002 1000003 1000003
g20-g86-normed 1000000 1000002 1000005 1000006
g20-g93-normed 1000000 1000007 1000002 1000004
g21-g58-normed 1000000 14718 214249 12259
g21-g59-normed 1000000 9285 183843 9161
g21-g60-normed 1000000 1000000 1000003 1000003
g21-g66-normed 761011 25249 53672 23765
g21-g73-normed 1000000 1000000 1000004 1000003
g21-g82-normed 1000000 312016 346201 252578
g21-g86-normed 882897 57602 95567 53925
g21-g93-normed 1000000 1000011 1000006 1000014
g22-g58-normed 1000000 1000000 1000001 1000001
g22-g59-normed 1000000 1000000 1000001 1000001
g22-g60-normed 1000000 1000000 1000001 1000000
g22-g66-normed 1000000 1000000 1000001 1000002
g22-g73-normed 1000000 1000000 1000001 1000001
g22-g82-normed 1000000 1000002 1000002 1000002
g22-g86-normed 1000000 1000003 1000003 1000005
g22-g93-normed 1000000 1000010 1000003 1000007
g23-g58-normed 1000000 1000000 1000002 1000002
g23-g59-normed 1000000 1000000 1000003 1000002
g23-g60-normed 1000000 1000000 1000002 1000002
g23-g66-normed 1000000 1000000 1000002 1000003
g23-g73-normed 1000000 1000001 1000002 1000003
g23-g82-normed 1000000 1000000 1000003 1000003
g23-g86-normed 1000000 1000002 1000004 1000004
g23-g93-normed 1000000 1000012 1000003 1000006
g24-g58-normed 1000000 1000000 152774 1000001
g24-g59-normed 1000000 1000000 54 1000001
g24-g60-normed 1000000 1000000 60 6
g24-g66-normed 1000000 1000000 1000003 1000000
g24-g73-normed 166756 28899 42 18
g24-g82-normed 1000000 1000000 1000003 1000001
g24-g86-normed 1000000 1000004 1000002 1000003
g24-g93-normed 1000001 1000017 1000004 1000013
g25-g58-normed 1000000 235476 1000002 9142
g25-g59-normed 1000000 213605 494195 7899
g25-g60-normed 1000000 1000000 366975 14448
g25-g66-normed 1000000 1000000 1000001 1000001
g25-g73-normed 1000000 1000000 75703 9561
g25-g82-normed 1000000 1000000 1000002 1000004
g25-g86-normed 1000000 1000002 1000004 1000008
g25-g93-normed 1000000 1000006 1000003 1000007
g26-g58-normed 1000000 1000000 1000002 1000002
g26-g59-normed 1000000 1000000 1000002 1000003
g26-g60-normed 1000000 1000000 1000003 1000005
g26-g66-normed 1000000 1000000 1000003 1000004
g26-g73-normed 1000000 1000001 1000002 1000002
g26-g82-normed 1000000 1000001 1000003 1000005
g26-g86-normed 1000000 1000002 1000004 1000007
g26-g93-normed 1000000 1000013 1000002 1000006
g27-g58-normed 1000000 1000000 1000002 1000002
g27-g59-normed 1000000 1000000 1000003 1000003
g27-g60-normed 1000000 1000000 1000001 1000003
g27-g66-normed 1000000 1000000 1000002 1000003
g27-g73-normed 1000000 1000001 1000002 1000003
g27-g82-normed 1000000 1000002 1000003 1000003
g27-g86-normed 1000000 1000002 1000005 1000002
g27-g93-normed 1000000 1000012 1000002 1000006
g28-g58-normed 1000000 1000000 1000001 1000001
g28-g59-normed 1000000 1000000 1000002 1000001
g28-g60-normed 1000000 1000000 1000002 1000001
g28-g66-normed 1000000 1000000 1000002 1000001
g28-g73-normed 1000000 1000001 1000002 1000004
g28-g82-normed 1000000 1000003 1000002 1000002
g28-g86-normed 1000000 1000003 1000003 1000004
g28-g93-normed 1000000 1000018 200846 1000009
g29-g58-normed 1000000 1000000 1000002 1000003
g29-g59-normed 1000000 1000000 1000002 1000003
g29-g60-normed 1000000 1000000 1000002 1000004
g29-g66-normed 1000000 1000000 1000002 1000001
g29-g73-normed 1000000 1000000 1000002 1000002
g29-g82-normed 1000000 1000001 1000003 1000005
g29-g86-normed 1000000 1000002 1000006 1000004
g29-g93-normed 1000000 1000011 1000002 1000006
g3-g58-normed 162 25 85 43
g3-g59-normed 114 29 62 36
g3-g60-normed 179 42 97 81
g3-g66-normed 1008 220 284 251
g3-g73-normed 309 141 131 86
g3-g82-normed 24744 4371 3534 2194
g3-g86-normed 2193 522 640 432
g3-g93-normed 37 42 10 47
g30-g58-normed 1000000 1000000 1000004 1000002
g30-g59-normed 1000000 1000000 1000003 1000002
g30-g60-normed 1000000 1000000 1000001 1000001
g30-g66-normed 1000000 1000000 1000002 1000001
g30-g73-normed 1000000 1000000 1000002 1000002
g30-g82-normed 1000000 1000001 1000002 1000002
g30-g86-normed 1000000 1000003 1000010 1000006
g30-g93-normed 1000000 1000013 1000002 1000005
g31-g58-normed 1000000 1000000 1000002 1000003
g31-g59-normed 1000000 1000000 1000003 1000003
g31-g60-normed 1000000 1000000 1000001 1000001
g31-g66-normed 1000000 1000000 1000003 1000001
g31-g73-normed 1000000 1000000 1000002 1000005
g31-g82-normed 1000000 1000002 1000004 1000005
g31-g86-normed 1000000 1000000 1000006 1000007
g31-g93-normed 1000000 1000011 1000002 1000005
g32-g58-normed 1000000 66778 417412 52576
g32-g59-normed 1000000 24277 154989 21168
g32-g60-normed 1000000 1000000 1000007 1000003
g32-g66-normed 1000000 12285 66960 13289
g32-g73-normed 1000000 1000000 1000007 1000002
g32-g82-normed 1000000 91346 609561 88099
g32-g86-normed 1000000 16318 64137 20177
g32-g93-normed 1000000 1000009 1000006 1000004
g33-g58-normed 1000000 1000000 1000002 1000002
g33-g59-normed 1000000 1000000 1000002 1000002
g33-g60-normed 1000000 1000000 1000002 1000001
g33-g66-normed 1000000 1000000 1000001 1000000
g33-g73-normed 1000000 1000000 1000001 1000005
g33-g82-normed 1000000 1000000 1000002 1000001
g33-g86-normed 1000000 1000002 1000002 1000003
g33-g93-normed 1000000 1000013 1000002 1000006
g34-g58-normed 1000000 1000000 1000001 1000001
g34-g59-normed 1000000 1000000 1000001 1000001
