instance clique james-cpp-max clique-par/t8 clique-par/t16 clique-par/t32 clique-par/t64 clique-par/t32r james-cpp-max-par/t8 james-cpp-max-par/t16 james-cpp-max-par/t32 clique-cilk/t32 clique-cilk/t32r james-cpp-max-par/t32r clique-par/t4 clique-par/t2 clique-prime clique-prime-par/t32 james-cpp-max-prime james-cpp-max-prime-par/t32
mcs50_r02_s100_AB00 15 3 17 19 20 21 21 12 14 15 31 29 16 16 15 15 17 1 7
mcs50_r02_s100_AB01 17 3 19 22 20 24 21 24 26 25 36 34 23 19 17 17 20 2 9
mcs50_r02_s100_AB02 15 4 17 18 19 21 19 32 33 34 31 23 34 16 15 18 16 2 8
mcs50_r02_s100_AB03 20 1 24 22 23 25 24 8 8 9 34 54 9 21 21 20 22 1 7
mcs50_r02_s100_AB04 22 3 23 25 23 27 27 27 28 29 30 35 33 22 21 21 22 1 8
mcs50_r02_s100_AB05 15 2 18 18 19 23 19 21 22 25 27 33 24 15 16 15 17 1 6
mcs50_r02_s100_AB06 18 3 22 24 23 26 22 30 28 29 35 43 31 19 18 18 21 1 8
mcs50_r02_s100_AB07 14 5 17 17 17 21 18 11 12 11 54 38 12 15 15 14 17 1 6
mcs50_r02_s100_AB08 17 1 19 22 21 23 21 6 7 7 53 27 7 18 17 21 20 2 7
mcs50_r02_s100_AB09 15 1 19 20 20 22 22 6 6 8 24 33 7 16 16 19 18 2 8
mcs50_r02_s10_AB00 0 0 1 3 3 4 4 0 1 2 16 20 2 1 0 0 3 0 4
mcs50_r02_s10_AB01 0 0 2 3 2 5 3 0 1 2 16 12 2 1 0 0 2 0 3
mcs50_r02_s10_AB02 0 0 1 3 3 6 4 0 1 2 16 19 2 1 0 0 4 0 2
mcs50_r02_s10_AB03 0 0 1 3 3 6 4 0 1 2 25 16 3 1 0 0 2 0 2
mcs50_r02_s10_AB04 0 0 2 2 4 5 4 0 1 2 10 17 1 1 0 0 2 0 2
mcs50_r02_s10_AB05 0 0 1 3 3 5 4 1 1 2 11 9 2 1 0 0 2 0 2
mcs50_r02_s10_AB06 0 0 1 3 3 4 5 0 1 1 9 12 1 1 0 0 2 0 2
mcs50_r02_s10_AB07 0 0 3 3 2 4 3 0 1 2 16 16 2 1 0 0 4 0 2
mcs50_r02_s10_AB08 0 0 2 3 3 4 3 0 1 3 18 8 2 1 0 0 4 0 3
mcs50_r02_s10_AB09 0 0 1 3 3 4 4 0 1 1 17 23 3 1 0 0 4 0 2
mcs50_r02_s15_AB00 2 0 4 4 5 8 6 2 3 6 30 18 6 2 2 2 6 0 5
mcs50_r02_s15_AB01 1 0 3 4 3 7 5 1 2 4 23 10 5 1 1 1 5 0 4
mcs50_r02_s15_AB02 1 0 3 4 4 6 5 2 3 6 19 18 6 1 1 1 5 0 6
mcs50_r02_s15_AB03 1 0 4 6 5 6 5 1 2 5 25 36 4 1 1 1 6 0 5
mcs50_r02_s15_AB04 1 0 4 4 6 7 5 1 2 4 12 18 4 1 1 1 5 0 3
mcs50_r02_s15_AB05 1 0 3 5 4 6 4 1 2 5 20 26 6 3 1 1 4 0 6
mcs50_r02_s15_AB06 1 0 4 3 3 8 7 1 2 4 14 17 5 2 1 1 5 0 4
mcs50_r02_s15_AB07 1 0 3 4 4 6 5 1 2 5 23 11 6 1 2 1 4 0 5
mcs50_r02_s15_AB08 2 0 4 5 5 7 5 1 2 4 18 21 4 2 2 2 6 0 3
mcs50_r02_s15_AB09 1 0 4 5 5 5 5 1 2 4 22 19 5 2 1 1 4 0 4
mcs50_r02_s20_AB00 2 0 4 5 5 7 6 1 2 3 10 20 3 3 2 2 6 0 4
mcs50_r02_s20_AB01 1 0 3 4 5 6 5 1 2 4 11 23 5 2 1 1 4 0 4
mcs50_r02_s20_AB02 1 0 2 4 5 7 5 1 2 6 10 10 5 1 1 1 3 0 5
mcs50_r02_s20_AB03 1 0 4 5 5 7 6 1 2 4 11 12 4 2 1 1 4 0 4
mcs50_r02_s20_AB04 1 0 4 4 5 6 5 1 2 5 32 50 4 1 1 1 3 0 3
mcs50_r02_s20_AB05 1 0 4 4 4 7 5 1 2 3 9 19 3 2 2 1 3 0 4
mcs50_r02_s20_AB06 1 0 4 4 5 7 5 1 2 4 13 9 4 1 1 1 4 0 4
mcs50_r02_s20_AB07 1 0 4 4 5 7 6 1 2 4 27 22 5 2 2 1 6 0 4
mcs50_r02_s20_AB08 1 0 2 4 5 6 5 1 2 4 19 18 5 2 1 1 3 0 6
mcs50_r02_s20_AB09 1 0 3 3 5 7 5 1 2 4 10 10 3 2 1 1 4 0 3
mcs50_r02_s25_AB00 3 0 6 6 6 10 7 2 3 6 14 13 6 4 3 3 5 0 6
mcs50_r02_s25_AB01 3 0 6 6 6 9 7 2 3 6 30 31 5 3 3 3 5 0 6
mcs50_r02_s25_AB02 2 0 5 7 7 8 7 1 2 6 13 20 4 3 3 2 6 0 4
mcs50_r02_s25_AB03 4 0 6 7 9 10 10 4 5 6 31 24 6 5 5 4 9 0 6
mcs50_r02_s25_AB04 3 0 6 6 7 8 7 2 3 5 22 12 4 4 3 2 6 0 4
mcs50_r02_s25_AB05 2 0 5 5 6 9 6 2 2 6 14 37 4 3 2 2 5 0 5
mcs50_r02_s25_AB06 2 0 6 5 7 9 7 1 3 5 27 18 4 3 3 2 5 0 4
mcs50_r02_s25_AB07 2 0 4 5 6 9 7 2 2 6 13 19 4 4 3 2 5 0 4
mcs50_r02_s25_AB08 4 0 5 6 7 8 7 2 2 6 14 13 5 4 3 3 6 0 4
mcs50_r02_s25_AB09 3 0 6 6 7 9 8 2 3 5 27 19 5 4 3 3 8 0 5
mcs50_r02_s30_AB00 2 0 6 5 6 8 4 1 3 4 18 12 4 3 2 2 7 0 3
mcs50_r02_s30_AB01 2 0 4 3 6 7 5 1 2 4 18 18 5 1 1 1 4 0 4
mcs50_r02_s30_AB02 2 0 4 5 6 7 6 1 1 3 17 10 3 2 2 1 4 0 3
mcs50_r02_s30_AB03 1 0 3 4 4 7 6 1 1 5 11 19 4 2 1 1 3 0 3
mcs50_r02_s30_AB04 2 0 4 4 6 7 7 1 2 4 19 10 3 3 2 1 4 0 4
mcs50_r02_s30_AB05 2 0 4 5 6 7 6 1 2 3 26 38 5 3 2 1 5 0 4
mcs50_r02_s30_AB06 1 0 4 4 6 7 6 1 2 4 9 12 4 3 1 1 4 0 3
mcs50_r02_s30_AB07 1 0 3 5 5 7 4 1 2 4 10 10 3 3 1 1 4 0 3
mcs50_r02_s30_AB08 2 0 2 4 6 6 5 0 1 3 13 18 2 2 2 1 4 0 2
mcs50_r02_s30_AB09 2 0 4 6 5 7 5 1 2 3 10 13 3 3 2 1 4 0 3
mcs50_r02_s35_AB00 4 0 6 5 7 8 8 2 4 5 11 27 5 3 3 3 5 0 3
mcs50_r02_s35_AB01 3 0 5 7 7 8 7 1 2 4 37 24 4 4 4 3 6 0 4
mcs50_r02_s35_AB02 3 0 6 7 7 9 7 2 3 6 12 29 4 5 4 3 6 0 3
mcs50_r02_s35_AB03 3 0 5 7 7 9 7 1 3 4 30 32 4 4 3 2 5 0 4
mcs50_r02_s35_AB04 2 0 4 6 7 8 6 2 3 5 13 12 5 4 3 2 5 0 3
mcs50_r02_s35_AB05 3 0 6 6 7 8 7 1 2 5 16 44 5 4 3 3 6 0 3
mcs50_r02_s35_AB06 3 0 4 7 7 10 8 1 2 4 22 27 4 4 3 3 8 0 3
mcs50_r02_s35_AB07 3 0 6 8 7 8 7 2 3 6 11 12 6 4 4 3 6 0 4
mcs50_r02_s35_AB08 3 0 5 7 4 8 7 1 2 4 21 11 5 3 3 2 5 0 3
mcs50_r02_s35_AB09 3 0 4 6 7 9 6 1 2 5 12 19 4 4 3 2 5 0 5
mcs50_r02_s40_AB00 5 0 6 8 11 11 8 2 2 4 15 21 5 6 5 5 7 0 4
mcs50_r02_s40_AB01 5 0 9 10 9 11 10 1 2 4 25 28 5 5 5 5 8 0 3
mcs50_r02_s40_AB02 6 0 10 9 10 12 12 4 5 5 24 25 5 7 7 6 9 0 4
mcs50_r02_s40_AB03 5 1 7 7 9 12 9 1 2 5 20 13 5 5 5 5 11 0 4
mcs50_r02_s40_AB04 5 1 8 9 10 11 10 1 2 4 17 28 4 7 6 5 9 0 4
mcs50_r02_s40_AB05 5 0 7 9 10 11 8 3 3 6 21 22 6 7 6 5 9 0 4
mcs50_r02_s40_AB06 4 0 7 9 7 9 7 2 2 4 22 21 4 5 4 4 6 0 3
mcs50_r02_s40_AB07 5 0 9 8 9 12 10 2 3 4 25 15 5 6 5 5 9 0 3
mcs50_r02_s40_AB08 5 0 7 9 9 11 8 2 3 5 24 31 5 5 5 5 10 0 4
mcs50_r02_s40_AB09 5 0 6 8 8 12 10 1 2 5 25 24 5 5 5 5 11 0 5
mcs50_r02_s50_AB00 12 2 15 17 16 20 20 7 8 7 45 29 8 13 12 12 14 0 6
mcs50_r02_s50_AB01 12 3 14 17 18 19 20 68 68 68 27 35 71 13 13 12 15 0 6
mcs50_r02_s50_AB02 12 2 15 16 19 20 15 10 6 7 21 21 21 13 12 11 14 1 7
mcs50_r02_s50_AB03 14 3 17 18 21 20 20 17 48 10 35 38 10 16 15 15 20 0 8
mcs50_r02_s50_AB04 11 1 14 14 14 17 14 16 14 8 38 27 9 12 11 10 13 0 5
mcs50_r02_s50_AB05 11 1 13 13 16 19 16 5 5 6 27 33 5 12 12 11 13 0 6
mcs50_r02_s50_AB06 14 1 16 18 20 22 20 15 12 18 39 64 14 15 14 13 16 0 7
mcs50_r02_s50_AB07 14 1 16 18 20 25 20 12 10 13 39 29 13 15 14 13 16 0 8
mcs50_r02_s50_AB08 13 1 12 15 13 15 13 3 7 5 18 27 9 10 10 9 12 0 4
mcs50_r02_s50_AB09 12 2 13 15 16 16 15 12 6 18 27 37 8 12 12 11 17 0 7
mcs50_r02_s60_AB00 7 0 8 10 11 13 10 3 4 5 16 20 5 7 7 9 10 0 5
mcs50_r02_s60_AB01 9 2 9 11 11 11 12 10 11 14 30 20 14 8 7 7 10 0 4
mcs50_r02_s60_AB02 9 1 9 9 12 14 13 7 7 9 16 23 9 8 7 7 11 0 4
mcs50_r02_s60_AB03 6 0 8 9 10 12 9 4 5 6 17 14 6 7 7 6 9 0 3
mcs50_r02_s60_AB04 7 0 11 10 13 12 10 7 8 9 33 25 9 8 8 7 9 0 2
mcs50_r02_s60_AB05 7 0 9 14 13 14 11 4 6 6 26 24 4 8 8 7 11 0 3
mcs50_r02_s60_AB06 7 0 10 11 10 12 11 4 4 6 16 32 6 8 7 7 9 0 5
mcs50_r02_s60_AB07 6 0 10 10 11 12 12 2 4 4 23 44 4 7 7 6 10 0 4
mcs50_r02_s60_AB08 7 0 9 10 10 12 12 2 3 4 34 35 4 8 8 7 9 0 4
mcs50_r02_s60_AB09 7 1 10 9 13 12 11 11 13 15 16 30 15 7 7 7 10 0 4
mcs50_r02_s70_AB00 14 3 14 16 16 19 17 14 15 15 28 22 15 13 13 11 16 0 6
mcs50_r02_s70_AB01 12 3 16 16 18 20 18 4 4 5 39 45 5 13 12 15 16 1 5
mcs50_r02_s70_AB02 13 1 17 18 19 20 18 3 3 4 36 28 4 14 14 13 18 0 4
mcs50_r02_s70_AB03 15 2 17 19 21 20 20 4 9 6 23 31 18 16 15 14 17 0 5
mcs50_r02_s70_AB04 12 1 15 16 17 18 20 2 2 4 27 21 4 13 12 15 14 1 3
mcs50_r02_s70_AB05 13 2 17 15 16 18 19 8 10 17 22 41 10 13 13 15 16 1 5
mcs50_r02_s70_AB06 15 2 17 18 18 23 19 27 33 35 32 36 35 16 16 15 18 1 9
mcs50_r02_s70_AB07 15 1 14 16 17 20 17 13 14 15 32 27 16 13 13 12 14 0 6
mcs50_r02_s70_AB08 25 0 19 20 22 24 20 4 3 6 34 32 5 18 17 16 18 0 4
mcs50_r02_s70_AB09 14 2 18 17 19 20 19 13 14 14 21 31 14 16 14 13 15 0 8
mcs50_r02_s80_AB00 19 1 22 23 22 25 26 8 7 8 51 29 8 20 20 19 21 1 8
mcs50_r02_s80_AB01 25 4 27 30 31 29 29 13 10 11 56 34 14 27 26 25 29 1 12
mcs50_r02_s80_AB02 21 3 24 27 27 27 27 17 23 9 47 52 12 22 24 21 23 1 7
mcs50_r02_s80_AB03 24 3 27 28 31 31 29 13 11 13 44 31 13 25 25 30 26 3 15
mcs50_r02_s80_AB04 22 3 26 25 27 29 25 6 7 9 38 44 9 24 22 27 24 2 8
mcs50_r02_s80_AB05 23 6 24 25 26 28 27 228 220 227 39 30 231 23 23 22 25 1 12
mcs50_r02_s80_AB06 22 4 24 23 27 28 25 37 41 60 45 30 16 22 22 21 26 1 9
mcs50_r02_s80_AB07 18 3 22 22 24 25 24 11 16 13 25 43 12 19 19 23 23 1 9
mcs50_r02_s80_AB08 22 4 24 27 27 29 27 54 13 15 45 42 11 23 22 22 24 2 13
mcs50_r02_s80_AB09 23 4 25 26 28 29 28 161 155 159 41 39 161 24 23 22 26 1 18
mcs50_r02_s90_AB00 54 4 46 51 51 48 46 129 127 140 58 69 91 45 43 53 44 2 24
mcs50_r02_s90_AB01 33 6 36 36 37 40 38 18 17 19 54 48 21 35 34 42 34 2 19
mcs50_r02_s90_AB02 42 8 36 41 38 38 35 24 22 24 52 43 21 33 33 40 37 2 18
mcs50_r02_s90_AB03 37 11 32 36 36 37 39 426 395 393 49 57 416 32 32 31 32 2 18
mcs50_r02_s90_AB04 37 6 39 40 39 43 41 51 37 40 60 60 41 38 39 37 38 2 24
mcs50_r02_s90_AB05 35 7 38 42 41 41 41 30 25 20 46 60 26 37 36 35 38 3 22
mcs50_r02_s90_AB06 36 8 39 41 39 43 42 55 29 28 69 64 40 36 37 36 39 2 20
mcs50_r02_s90_AB07 39 5 35 35 37 36 37 98 65 94 60 51 191 33 33 31 35 1 17
mcs50_r02_s90_AB08 48 3 40 41 45 42 39 17 20 21 67 59 17 38 38 36 39 1 17
mcs50_r02_s90_AB09 32 5 34 41 38 40 36 39 20 39 73 47 20 34 34 32 34 2 16
mcs70_b03_s100_AB00 38 24196 34 37 40 42 39 18070 17988 17987 49 55 18134 32 34 35 40 22273 18209
mcs70_b03_s100_AB01 57 55492 44 46 46 48 49 70895 74374 74312 68 58 72745 44 49 75 51 32509 43891
mcs70_b03_s100_AB02 41 2278 33 34 37 42 39 1919 1847 1915 37 79 1651 32 35 53 38 1247 965
mcs70_b03_s100_AB03 29 58913 30 35 34 34 31 51464 51108 51156 55 42 51206 28 28 29 32 59560 51422
mcs70_b03_s100_AB04 34 100000 31 34 40 42 36 100000 100000 100001 71 40 100001 32 33 34 37 100000 100001
mcs70_b03_s100_AB05 32 16121 30 35 38 39 37 13787 13764 13854 48 53 13952 31 31 32 36 15954 13994
mcs70_b03_s100_AB06 30 8160 31 34 33 36 33 3524 3501 3516 39 70 3513 31 31 34 37 8157 3485
mcs70_b03_s100_AB07 31 65514 32 33 38 37 38 54191 54077 49326 58 65 54056 32 30 31 35 64866 54031
mcs70_b03_s100_AB08 32 54174 32 38 36 47 37 44583 45582 45199 53 70 44579 32 31 32 35 53542 41399
mcs70_b03_s100_AB09 305 100000 46 45 57 57 51 100000 100000 100001 51 41 100001 87 253 77 49 100000 100001
mcs70_b03_s10_AB00 0 0 2 3 4 4 4 0 0 1 11 8 2 1 0 0 2 0 1
mcs70_b03_s10_AB01 0 0 3 3 3 6 4 0 1 2 29 18 1 1 0 0 2 0 1
mcs70_b03_s10_AB02 0 0 3 2 4 6 3 0 1 1 7 33 1 1 0 0 3 0 2
mcs70_b03_s10_AB03 0 0 3 3 4 6 3 1 2 4 19 18 3 0 1 0 2 0 3
mcs70_b03_s10_AB04 0 0 3 3 4 5 4 1 1 3 21 19 3 1 0 0 2 0 4
mcs70_b03_s10_AB05 0 0 2 3 3 6 4 0 1 2 19 9 1 1 0 0 3 0 1
mcs70_b03_s10_AB06 0 0 2 4 3 4 3 0 2 2 8 9 2 1 0 0 2 0 1
mcs70_b03_s10_AB07 0 0 2 3 3 5 4 0 1 2 17 8 2 1 0 0 3 0 1
mcs70_b03_s10_AB08 0 0 2 3 4 6 3 0 1 2 22 12 2 1 0 0 4 0 2
mcs70_b03_s10_AB09 0 0 2 3 4 5 4 0 1 1 20 11 1 1 0 0 2 0 1
mcs70_b03_s15_AB00 2 0 3 5 6 7 5 0 1 2 18 24 2 3 2 2 6 0 1
mcs70_b03_s15_AB01 1 0 4 5 6 7 5 1 3 6 17 13 5 3 2 2 7 0 5
mcs70_b03_s15_AB02 2 0 5 5 6 8 6 1 3 7 23 18 5 3 3 2 6 0 5
mcs70_b03_s15_AB03 2 0 4 5 7 8 6 1 2 3 28 19 4 3 2 2 7 0 4
mcs70_b03_s15_AB04 2 0 5 5 6 8 6 1 2 6 21 20 4 3 2 2 4 0 4
mcs70_b03_s15_AB05 2 0 5 5 5 9 6 1 2 4 20 20 4 3 2 2 6 0 4
mcs70_b03_s15_AB06 2 0 4 5 6 8 5 1 2 6 23 10 5 3 2 2 6 0 5
mcs70_b03_s15_AB07 1 0 4 4 6 8 6 1 2 4 26 19 4 2 3 1 6 0 4
mcs70_b03_s15_AB08 1 0 4 5 6 7 6 1 2 5 22 21 5 2 2 1 6 0 6
mcs70_b03_s15_AB09 1 0 4 4 6 7 6 1 2 4 23 19 6 3 2 1 6 0 5
mcs70_b03_s20_AB00 2 0 4 5 5 7 6 1 1 2 11 10 3 2 1 1 5 0 3
mcs70_b03_s20_AB01 1 0 4 5 5 7 5 1 1 3 10 26 4 3 2 1 4 0 3
mcs70_b03_s20_AB02 1 0 4 5 6 8 6 0 1 2 27 11 2 2 2 1 4 0 2
mcs70_b03_s20_AB03 2 0 4 5 5 8 5 1 2 3 19 11 3 3 2 2 6 0 3
mcs70_b03_s20_AB04 2 0 4 5 6 6 5 0 1 3 22 12 4 2 2 2 6 0 3
mcs70_b03_s20_AB05 2 0 4 5 5 7 7 2 3 6 11 11 6 3 2 2 5 0 5
mcs70_b03_s20_AB06 2 0 3 5 5 8 6 1 3 6 12 18 7 3 2 2 6 0 5
mcs70_b03_s20_AB07 1 0 4 3 5 6 5 1 2 5 13 19 4 2 2 2 4 0 4
mcs70_b03_s20_AB08 2 0 4 4 6 7 6 1 1 4 32 10 4 2 2 1 4 0 3
mcs70_b03_s20_AB09 1 0 5 4 5 8 6 1 3 3 17 18 4 2 1 1 3 0 3
mcs70_b03_s25_AB00 4 0 6 7 7 9 7 1 2 4 25 15 5 4 4 5 9 0 4
mcs70_b03_s25_AB01 5 0 7 7 7 12 8 1 2 5 16 30 5 5 4 4 8 0 5
mcs70_b03_s25_AB02 4 0 7 8 8 11 8 1 3 5 38 13 5 5 5 4 9 0 5
mcs70_b03_s25_AB03 6 1 6 11 9 11 10 2 3 7 24 36 6 6 6 7 9 1 6
mcs70_b03_s25_AB04 5 0 6 9 9 11 8 1 3 6 37 23 7 5 5 5 8 0 5
mcs70_b03_s25_AB05 4 1 5 6 8 9 8 1 3 5 24 42 5 5 4 4 8 0 5
mcs70_b03_s25_AB06 4 0 7 7 8 10 8 1 3 6 20 16 6 4 5 6 7 0 6
mcs70_b03_s25_AB07 7 2 7 7 9 11 9 2 3 7 23 28 7 6 5 5 8 1 6
mcs70_b03_s25_AB08 5 0 6 7 8 10 7 2 2 4 16 21 3 5 4 4 6 0 3
mcs70_b03_s25_AB09 4 1 7 7 8 8 7 1 2 6 22 22 5 5 4 4 7 0 6
mcs70_b03_s30_AB00 2 0 5 6 6 7 6 0 1 3 18 31 4 3 2 3 7 0 4
mcs70_b03_s30_AB01 3 0 4 6 6 8 6 1 2 4 19 27 5 3 3 2 7 0 4
mcs70_b03_s30_AB02 2 0 6 6 5 8 7 1 1 4 28 20 3 3 3 3 6 0 3
mcs70_b03_s30_AB03 3 0 5 5 6 9 6 1 2 4 18 27 3 3 3 4 7 0 3
mcs70_b03_s30_AB04 4 0 7 7 9 11 9 0 1 3 22 23 3 5 5 6 9 0 2
mcs70_b03_s30_AB05 3 0 5 5 7 9 8 0 1 2 11 11 2 4 3 2 5 0 2
mcs70_b03_s30_AB06 3 0 6 7 7 11 7 1 2 6 22 36 4 5 3 3 7 0 4
mcs70_b03_s30_AB07 3 1 5 5 7 9 7 1 2 3 9 18 4 4 3 3 6 0 4
mcs70_b03_s30_AB08 3 1 3 5 6 8 7 1 2 4 23 23 4 3 2 2 6 0 4
mcs70_b03_s30_AB09 3 0 5 5 6 8 5 1 3 3 12 14 2 4 3 3 6 0 3
mcs70_b03_s35_AB00 6 2 7 8 10 12 9 2 4 4 28 27 4 6 6 6 11 2 4
mcs70_b03_s35_AB01 4 4 7 8 8 10 9 2 3 4 22 30 4 5 4 4 9 4 5
mcs70_b03_s35_AB02 5 9 6 8 9 12 8 5 5 8 13 21 10 6 5 6 9 5 8
mcs70_b03_s35_AB03 7 1 11 10 10 14 13 2 4 5 27 43 5 8 8 10 13 1 5
mcs70_b03_s35_AB04 5 0 6 7 9 11 9 1 2 4 42 23 3 6 5 4 10 0 4
mcs70_b03_s35_AB05 5 1 9 8 8 11 10 3 4 6 24 18 6 6 6 5 9 2 6
mcs70_b03_s35_AB06 4 3 8 6 9 11 8 1 2 5 38 15 3 5 4 4 9 0 3
mcs70_b03_s35_AB07 6 6 7 10 10 11 9 2 3 6 14 15 6 6 5 5 10 1 5
mcs70_b03_s35_AB08 4 0 7 8 8 10 8 1 2 3 27 15 4 6 5 4 9 0 5
mcs70_b03_s35_AB09 6 1 9 11 10 13 12 1 2 4 25 23 4 6 7 6 11 1 4
mcs70_b03_s40_AB00 11 2 13 15 16 17 14 3 3 5 29 20 5 11 11 14 16 2 5
mcs70_b03_s40_AB01 8 2 10 11 11 13 13 3 4 5 24 25 5 10 9 10 13 2 5
mcs70_b03_s40_AB02 12 14 14 15 16 17 14 11 12 16 43 51 14 14 12 12 17 4 7
mcs70_b03_s40_AB03 8 5 9 10 12 13 13 3 4 5 24 26 5 8 8 11 13 2 4
mcs70_b03_s40_AB04 9 3 11 13 14 15 14 4 6 6 38 28 6 10 9 9 12 3 7
mcs70_b03_s40_AB05 7 0 8 11 11 14 10 1 2 5 24 48 3 7 9 10 11 0 4
mcs70_b03_s40_AB06 13 12 15 19 18 20 17 2 3 6 21 27 5 14 13 13 17 20 6
mcs70_b03_s40_AB07 9 2 11 13 14 16 12 1 3 5 23 18 4 10 10 9 14 0 3
mcs70_b03_s40_AB08 9 5 13 13 11 14 15 2 3 5 31 31 6 10 9 9 13 1 5
mcs70_b03_s40_AB09 8 6 10 12 11 14 12 2 5 8 37 26 5 9 8 7 13 2 5
mcs70_b03_s50_AB00 49 108 23 24 27 25 27 10 10 13 32 34 14 22 29 38 27 106 13
mcs70_b03_s50_AB01 30 114 25 29 31 36 32 130 126 131 38 46 120 26 25 35 31 123 117
mcs70_b03_s50_AB02 59 37 24 25 30 27 25 28 26 29 50 41 28 27 32 23 26 60 25
mcs70_b03_s50_AB03 33 633 29 28 32 36 31 117 81 96 50 40 97 27 28 32 29 156 96
mcs70_b03_s50_AB04 99 780 26 29 28 40 31 132 128 120 36 40 129 26 37 43 29 424 102
mcs70_b03_s50_AB05 27 252 28 31 30 32 30 85 82 70 37 41 80 27 27 26 30 260 87
mcs70_b03_s50_AB06 27 395 25 29 29 29 30 455 395 397 40 43 394 25 25 32 30 300 436
mcs70_b03_s50_AB07 781 45 22 23 24 26 24 24 26 28 45 45 27 21 158 29 24 43 26
mcs70_b03_s50_AB08 31 140 23 26 22 25 21 76 74 77 41 29 72 20 19 20 25 40 62
mcs70_b03_s50_AB09 21 168 22 27 24 28 25 82 84 83 29 44 76 22 21 27 24 98 62
mcs70_b03_s60_AB00 17 53 18 20 21 20 19 48 50 51 25 38 50 16 17 16 18 43 50
mcs70_b03_s60_AB01 18 125 17 18 19 20 18 210 212 201 33 46 192 16 16 16 19 118 199
mcs70_b03_s60_AB02 15 100 16 18 21 22 18 14 16 18 33 32 18 15 15 18 19 63 19
mcs70_b03_s60_AB03 16 23 18 18 22 22 20 20 25 24 41 56 24 17 16 21 23 23 21
mcs70_b03_s60_AB04 12 8 14 14 15 17 18 5 5 8 37 33 7 12 12 15 18 7 7
mcs70_b03_s60_AB05 17 48 15 16 18 19 17 24 22 25 42 43 26 13 13 12 18 17 20
mcs70_b03_s60_AB06 13 49 14 15 16 21 16 8 9 11 42 46 10 14 12 16 18 18 10
mcs70_b03_s60_AB07 12 7 14 15 16 18 16 4 4 6 39 32 6 12 12 16 16 3 5
mcs70_b03_s60_AB08 17 19 16 17 17 20 15 20 20 21 24 33 20 15 14 14 18 12 16
mcs70_b03_s60_AB09 14 75 17 15 17 19 18 49 51 51 37 31 48 15 14 14 20 28 18
mcs70_b03_s70_AB00 34 1274 33 36 37 46 37 384 413 390 58 42 404 32 33 35 37 874 379
mcs70_b03_s70_AB01 26 154 25 29 28 34 30 122 128 126 45 47 117 25 24 25 26 151 126
mcs70_b03_s70_AB02 93 5830 39 40 45 44 43 4147 3296 4252 45 43 4222 41 45 58 37 6041 4190
mcs70_b03_s70_AB03 25 3203 26 31 30 30 29 1753 1780 1798 40 56 1769 27 26 25 31 2918 1642
mcs70_b03_s70_AB04 30 217 28 30 32 36 33 189 184 175 60 35 175 28 28 38 35 252 166
mcs70_b03_s70_AB05 105 4035 34 38 44 48 39 3824 3979 3830 49 48 3686 36 41 77 41 4254 3830
mcs70_b03_s70_AB06 72 7024 30 32 35 41 36 1418 1506 1298 37 48 1001 30 32 36 38 3652 1395
mcs70_b03_s70_AB07 170 8298 53 51 59 58 51 4865 4523 4743 56 70 4596 65 97 167 53 5522 2727
mcs70_b03_s70_AB08 39 772 28 31 34 40 36 640 548 645 49 44 620 27 29 28 32 496 429
mcs70_b03_s70_AB09 25 439 27 29 28 31 26 468 464 375 41 66 461 25 24 24 28 105 95
mcs70_b03_s80_AB00 75 100000 48 47 50 59 55 11455 11415 11082 52 51 11510 51 57 75 53 20727 11356
mcs70_b03_s80_AB01 50 11209 44 49 48 55 49 5837 5830 5922 66 63 5905 44 45 44 49 6397 4709
mcs70_b03_s80_AB02 63 97030 52 53 55 69 57 3329 3198 3253 55 51 3242 51 53 63 56 14381 3191
mcs70_b03_s80_AB03 346 20969 107 95 93 104 89 19844 19397 19972 85 78 20046 136 191 347 102 20933 19251
mcs70_b03_s80_AB04 56 434 54 62 59 64 66 533 444 515 86 86 513 54 55 53 59 424 537
mcs70_b03_s80_AB05 47 35625 45 47 47 52 51 2586 2502 2341 62 63 2583 46 44 47 51 3506 2582
mcs70_b03_s80_AB06 122 100000 60 57 69 69 65 20695 21118 20523 55 60 20809 66 82 121 63 27644 20298
mcs70_b03_s80_AB07 82 2065 55 54 56 60 54 477 481 486 57 85 422 55 62 82 57 2063 496
mcs70_b03_s80_AB08 196 46767 74 63 71 81 72 43143 41895 43539 78 61 41266 86 118 194 75 35305 29932
mcs70_b03_s80_AB09 45 2008 43 45 50 52 49 569 548 584 71 59 526 41 41 41 45 1963 589
mcs70_b03_s90_AB00 15836 100000 2347 1625 1864 1946 1876 100000 100000 100001 1014 993 100001 3917 7876 15991 1831 100000 100001
mcs70_b03_s90_AB01 62 50075 63 65 66 67 62 17556 17505 17385 79 80 17595 59 59 75 67 26004 16793
mcs70_b03_s90_AB02 2612 25093 407 268 290 271 311 22572 22142 18832 245 251 21837 695 1310 2577 282 24734 20408
mcs70_b03_s90_AB03 615 90229 106 95 99 108 106 100000 100001 100001 100 113 100002 121 239 226 103 90204 100001
mcs70_b03_s90_AB04 19940 100000 1444 985 900 1039 895 100000 100000 100001 901 733 100001 2749 8133 8854 715 100000 100001
mcs70_b03_s90_AB05 29917 63307 179 167 165 171 166 43868 39986 43340 576 155 40686 255 12253 791 166 52733 28235
