instance clique james-cpp-max clique-par/t32 james-cpp-max-par/t32 clique-par/t2 clique-par/t4 clique-par/t8 clique-par/t16 clique-par/t32r
mcs50_r01_s50_AB05 9 14 31 13 12 22 27 30 31
mcs50_r01_s50_AB06 16 14 34 137 26 28 29 29 33
mcs50_r01_s50_AB07 13 18 31 42 14 29 30 31 32
mcs50_r01_s50_AB08 21 21 41 92 21 34 34 37 39
mcs50_r01_s50_AB09 16 14 39 43 17 32 34 36 39
mcs50_r01_s60_AB00 5 7 23 14 7 14 15 19 20
mcs50_r01_s60_AB01 8 6 22 11 8 16 17 19 22
mcs50_r01_s60_AB02 12 16 24 94 14 20 17 22 19
mcs50_r01_s60_AB03 13 15 22 48 7 14 17 19 22
mcs50_r01_s60_AB04 7 3 22 12 8 15 16 22 21
mcs50_r01_s60_AB05 6 4 24 10 8 18 18 21 24
mcs50_r01_s60_AB06 10 8 21 30 8 16 16 20 23
mcs50_r01_s60_AB07 10 7 25 53 10 21 19 22 25
mcs50_r01_s60_AB08 7 5 21 12 9 17 16 19 19
mcs50_r01_s60_AB09 8 6 23 18 8 16 16 22 20
mcs50_r01_s70_AB00 11 30 36 137 20 29 30 30 33
mcs50_r01_s70_AB01 18 11 39 23 18 29 22 31 31
mcs50_r01_s70_AB02 16 10 39 65 17 33 32 35 40
mcs50_r01_s70_AB03 12 17 30 19 24 24 26 27 30
mcs50_r01_s70_AB04 14 16 34 58 21 28 30 31 31
mcs50_r01_s70_AB05 15 44 37 24 16 28 34 33 35
mcs50_r01_s70_AB06 24 18 37 40 15 29 28 34 35
mcs50_r01_s70_AB07 13 28 32 102 13 27 31 33 32
mcs50_r01_s70_AB08 15 8 38 102 16 31 32 32 38
mcs50_r01_s70_AB09 19 22 44 23 22 39 37 41 45
mcs50_r01_s80_AB00 47 41 60 55 55 54 50 57 57
mcs50_r01_s80_AB01 34 91 56 130 32 54 49 50 57
mcs50_r01_s80_AB02 23 37 50 34 39 41 33 49 48
mcs50_r01_s80_AB03 38 37 63 593 32 56 52 59 62
mcs50_r01_s80_AB04 20 19 44 23 28 41 40 44 34
mcs50_r01_s80_AB05 43 60 48 248 32 45 44 51 54
mcs50_r01_s80_AB06 45 27 62 414 30 50 40 50 59
mcs50_r01_s80_AB07 33 49 57 114 52 52 50 57 57
mcs50_r01_s80_AB08 24 132 56 96 42 47 48 46 54
mcs50_r01_s80_AB09 26 28 54 31 45 51 47 58 56
mcs50_r01_s90_AB00 48 206 74 76 60 67 66 69 67
mcs50_r01_s90_AB01 53 362 74 171 67 75 67 73 78
mcs50_r01_s90_AB02 39 180 75 113 66 70 65 70 76
mcs50_r01_s90_AB03 63 96 66 71 61 62 64 67 69
mcs50_r01_s90_AB04 38 160 73 81 50 66 66 63 71
mcs50_r01_s90_AB05 59 77 70 93 40 63 31 78 72
mcs50_r01_s90_AB06 39 163 77 141 44 69 69 68 72
mcs50_r01_s90_AB07 61 117 77 153 65 67 66 70 70
mcs50_r01_s90_AB08 81 180 88 680 74 80 75 82 78
mcs50_r01_s90_AB09 68 178 73 387 76 76 47 77 77
mcs50_r02_s100_AB00 11 3 32 26 19 25 24 27 29
mcs50_r02_s100_AB01 24 4 34 38 26 28 26 36 34
mcs50_r02_s100_AB02 11 3 30 57 22 24 23 28 27
mcs50_r02_s100_AB03 29 1 38 16 30 30 15 33 39
mcs50_r02_s100_AB04 30 3 36 52 27 34 33 35 39
mcs50_r02_s100_AB05 13 2 30 38 20 21 15 24 29
mcs50_r02_s100_AB06 19 3 32 53 22 29 28 30 34
mcs50_r02_s100_AB07 11 4 26 20 20 21 24 27 27
mcs50_r02_s100_AB08 15 1 35 12 20 27 26 28 35
mcs50_r02_s100_AB09 11 2 31 14 23 23 23 28 29
mcs50_r02_s10_AB00 0 0 7 4 0 1 2 4 8
mcs50_r02_s10_AB01 0 0 7 3 0 1 3 4 8
mcs50_r02_s10_AB02 0 0 8 4 0 1 4 4 8
mcs50_r02_s10_AB03 0 0 7 3 0 2 3 5 8
mcs50_r02_s10_AB04 0 0 8 5 0 1 3 5 7
mcs50_r02_s10_AB05 0 0 6 4 0 1 3 4 7
mcs50_r02_s10_AB06 0 0 8 3 0 1 2 5 7
mcs50_r02_s10_AB07 0 0 7 3 0 1 4 4 8
mcs50_r02_s10_AB08 0 0 7 4 0 1 4 5 7
mcs50_r02_s10_AB09 0 0 6 2 0 1 3 5 7
mcs50_r02_s15_AB00 1 0 9 8 2 4 7 7 8
mcs50_r02_s15_AB01 0 0 9 7 1 2 5 6 9
mcs50_r02_s15_AB02 1 0 8 7 1 3 3 6 9
mcs50_r02_s15_AB03 1 0 10 8 1 2 3 5 7
mcs50_r02_s15_AB04 0 0 8 7 1 3 4 4 9
mcs50_r02_s15_AB05 1 0 7 7 1 2 5 6 8
mcs50_r02_s15_AB06 0 0 9 7 1 2 3 5 8
mcs50_r02_s15_AB07 0 0 8 8 1 2 5 8 10
mcs50_r02_s15_AB08 1 0 9 6 1 3 5 7 9
mcs50_r02_s15_AB09 1 0 8 7 1 3 6 6 7
mcs50_r02_s20_AB00 1 0 9 6 1 4 4 6 10
mcs50_r02_s20_AB01 2 0 11 6 1 2 5 6 9
mcs50_r02_s20_AB02 0 0 8 7 1 2 4 6 9
mcs50_r02_s20_AB03 1 0 8 9 1 3 3 8 8
mcs50_r02_s20_AB04 0 0 8 7 1 2 3 6 8
mcs50_r02_s20_AB05 0 0 8 6 1 2 3 4 8
mcs50_r02_s20_AB06 1 0 9 5 1 3 4 5 8
mcs50_r02_s20_AB07 1 0 10 7 1 3 4 6 7
mcs50_r02_s20_AB08 0 0 8 8 1 2 3 7 9
mcs50_r02_s20_AB09 0 0 9 7 1 2 4 6 7
mcs50_r02_s25_AB00 2 0 11 9 2 7 8 8 13
mcs50_r02_s25_AB01 3 0 11 8 4 6 5 10 12
mcs50_r02_s25_AB02 2 0 11 6 2 5 6 7 11
mcs50_r02_s25_AB03 3 0 13 13 4 8 10 12 13
mcs50_r02_s25_AB04 2 0 10 7 2 6 6 8 11
mcs50_r02_s25_AB05 1 0 12 8 2 4 5 9 10
mcs50_r02_s25_AB06 2 0 11 8 2 5 7 8 10
mcs50_r02_s25_AB07 2 0 10 6 2 5 6 8 12
mcs50_r02_s25_AB08 2 0 11 7 2 5 6 9 11
mcs50_r02_s25_AB09 2 0 12 9 2 6 6 9 11
mcs50_r02_s30_AB00 1 0 10 7 1 4 6 7 9
mcs50_r02_s30_AB01 1 0 10 7 1 3 3 5 9
mcs50_r02_s30_AB02 1 0 11 7 1 4 5 6 8
mcs50_r02_s30_AB03 1 0 10 4 1 2 4 5 7
mcs50_r02_s30_AB04 1 0 10 7 1 3 5 7 9
mcs50_r02_s30_AB05 1 0 10 7 1 4 4 7 8
mcs50_r02_s30_AB06 1 0 9 6 1 3 5 7 9
mcs50_r02_s30_AB07 1 0 11 5 1 3 6 6 9
mcs50_r02_s30_AB08 1 0 10 4 1 4 3 7 11
mcs50_r02_s30_AB09 1 0 10 7 1 3 6 7 9
mcs50_r02_s35_AB00 2 0 12 7 2 6 8 8 12
mcs50_r02_s35_AB01 2 0 13 8 3 5 7 10 11
mcs50_r02_s35_AB02 2 0 13 6 3 7 7 10 12
mcs50_r02_s35_AB03 2 0 12 8 2 5 8 10 10
mcs50_r02_s35_AB04 2 0 11 10 2 5 6 8 10
mcs50_r02_s35_AB05 2 0 10 7 3 6 7 8 12
mcs50_r02_s35_AB06 3 0 11 7 3 6 7 8 10
mcs50_r02_s35_AB07 2 0 14 7 3 6 7 9 13
mcs50_r02_s35_AB08 2 0 12 6 2 5 8 8 12
mcs50_r02_s35_AB09 2 0 12 7 2 5 5 8 11
mcs50_r02_s40_AB00 3 0 14 5 4 8 12 10 14
mcs50_r02_s40_AB01 4 0 15 6 4 9 12 12 16
mcs50_r02_s40_AB02 5 0 17 8 5 12 12 15 16
mcs50_r02_s40_AB03 3 0 14 5 4 8 10 12 15
mcs50_r02_s40_AB04 4 1 14 7 4 9 11 11 15
mcs50_r02_s40_AB05 4 0 16 11 5 10 11 12 14
mcs50_r02_s40_AB06 4 0 15 6 3 7 8 11 15
mcs50_r02_s40_AB07 3 0 15 6 4 9 9 11 15
mcs50_r02_s40_AB08 4 0 12 6 4 9 9 11 15
mcs50_r02_s40_AB09 4 0 14 8 8 9 11 12 12
mcs50_r02_s50_AB00 9 1 27 15 9 20 20 23 27
mcs50_r02_s50_AB01 10 3 27 112 10 22 21 22 28
mcs50_r02_s50_AB02 8 2 22 10 9 20 18 23 24
mcs50_r02_s50_AB03 11 3 32 31 12 24 24 26 29
mcs50_r02_s50_AB04 8 1 21 13 9 17 18 23 25
mcs50_r02_s50_AB05 8 1 26 8 9 18 19 23 27
mcs50_r02_s50_AB06 10 1 30 27 13 23 24 25 29
mcs50_r02_s50_AB07 10 1 28 22 11 23 23 25 30
mcs50_r02_s50_AB08 7 0 22 7 8 17 17 21 22
mcs50_r02_s50_AB09 7 2 25 12 9 19 16 22 22
mcs50_r02_s60_AB00 5 0 17 9 11 13 12 15 17
mcs50_r02_s60_AB01 5 1 17 23 5 11 12 15 16
mcs50_r02_s60_AB02 5 1 16 16 7 13 14 16 19
mcs50_r02_s60_AB03 4 0 19 12 5 11 14 14 16
mcs50_r02_s60_AB04 5 0 17 19 6 12 14 16 17
mcs50_r02_s60_AB05 5 0 20 10 6 11 13 17 19
mcs50_r02_s60_AB06 5 0 19 12 5 10 13 15 16
mcs50_r02_s60_AB07 5 0 16 8 5 10 14 16 17
mcs50_r02_s60_AB08 5 0 19 8 6 13 14 17 18
mcs50_r02_s60_AB09 5 0 19 20 11 12 13 15 14
mcs50_r02_s70_AB00 9 2 24 27 13 20 19 23 25
mcs50_r02_s70_AB01 9 2 26 10 10 21 22 22 27
mcs50_r02_s70_AB02 10 1 26 8 14 24 24 25 26
mcs50_r02_s70_AB03 11 2 29 17 12 24 26 26 30
mcs50_r02_s70_AB04 7 1 25 7 10 20 21 22 26
mcs50_r02_s70_AB05 9 2 28 15 17 20 20 23 25
mcs50_r02_s70_AB06 11 2 32 54 15 24 26 28 27
mcs50_r02_s70_AB07 9 1 28 26 10 21 23 23 27
mcs50_r02_s70_AB08 12 0 33 10 13 25 30 29 29
mcs50_r02_s70_AB09 11 2 26 31 12 22 23 25 28
mcs50_r02_s80_AB00 15 1 39 12 21 31 27 35 35
mcs50_r02_s80_AB01 23 4 42 20 23 36 31 38 43
mcs50_r02_s80_AB02 16 3 37 26 26 34 31 36 38
mcs50_r02_s80_AB03 15 3 43 24 25 38 31 43 44
mcs50_r02_s80_AB04 16 2 43 14 22 37 32 33 41
mcs50_r02_s80_AB05 25 11 43 298 22 35 35 37 40
mcs50_r02_s80_AB06 20 5 38 26 26 32 33 35 38
mcs50_r02_s80_AB07 14 3 34 26 22 28 30 34 36
mcs50_r02_s80_AB08 17 5 40 24 22 35 33 36 40
mcs50_r02_s80_AB09 17 4 40 216 26 36 34 38 40
mcs50_r02_s90_AB00 35 4 66 185 62 62 58 61 68
mcs50_r02_s90_AB01 30 9 49 33 27 44 26 50 50
mcs50_r02_s90_AB02 25 5 49 48 44 49 47 48 51
mcs50_r02_s90_AB03 32 8 49 490 46 47 23 50 46
mcs50_r02_s90_AB04 23 6 57 60 48 55 52 60 62
mcs50_r02_s90_AB05 42 12 56 42 50 50 52 56 59
mcs50_r02_s90_AB06 33 6 55 42 42 50 30 52 58
mcs50_r02_s90_AB07 25 8 55 92 45 48 26 53 42
mcs50_r02_s90_AB08 28 4 51 32 49 55 55 60 61
mcs50_r02_s90_AB09 24 5 51 27 26 48 45 49 54
mcs70_b03_s100_AB00 46 15624 60 11781 51 52 51 58 57
mcs70_b03_s100_AB01 64 45157 70 65302 64 69 60 65 64
mcs70_b03_s100_AB02 35 1701 60 1516 55 53 48 53 62
mcs70_b03_s100_AB03 23 42144 49 35861 43 45 45 50 50
mcs70_b03_s100_AB04 25 237943 54 207487 47 49 48 52 48
mcs70_b03_s100_AB05 21 10967 52 9002 41 50 48 51 53
mcs70_b03_s100_AB06 22 6798 52 3082 40 46 44 49 50
mcs70_b03_s100_AB07 20 45513 53 34709 42 48 48 54 52
mcs70_b03_s100_AB08 45 36762 57 29214 44 48 48 52 53
mcs70_b03_s100_AB09 272 380530 73 257775 292 144 75 73 75
mcs70_b03_s10_AB00 0 0 7 2 0 1 4 4 7
mcs70_b03_s10_AB01 0 0 7 3 0 1 2 5 8
mcs70_b03_s10_AB02 0 0 7 3 0 1 2 5 8
mcs70_b03_s10_AB03 0 0 7 6 0 3 4 4 8
mcs70_b03_s10_AB04 0 0 7 5 0 1 1 4 7
mcs70_b03_s10_AB05 0 0 8 2 0 1 3 5 7
mcs70_b03_s10_AB06 0 0 7 2 0 1 2 4 8
mcs70_b03_s10_AB07 0 0 6 2 0 1 3 5 8
mcs70_b03_s10_AB08 0 0 7 2 0 1 3 4 8
mcs70_b03_s10_AB09 0 0 7 2 0 2 2 5 7
mcs70_b03_s15_AB00 1 0 11 3 2 4 6 7 10
mcs70_b03_s15_AB01 1 0 9 7 1 4 6 7 9
mcs70_b03_s15_AB02 1 0 11 8 2 5 5 7 11
mcs70_b03_s15_AB03 1 0 11 6 3 4 6 7 11
mcs70_b03_s15_AB04 1 0 10 7 2 4 4 7 10
mcs70_b03_s15_AB05 1 0 11 7 2 4 3 7 10
mcs70_b03_s15_AB06 1 0 9 8 2 4 5 5 10
mcs70_b03_s15_AB07 1 0 9 6 1 3 4 4 10
mcs70_b03_s15_AB08 1 0 9 11 1 3 3 5 8
mcs70_b03_s15_AB09 1 0 10 4 1 3 5 8 10
mcs70_b03_s20_AB00 2 0 9 5 1 2 3 6 9
mcs70_b03_s20_AB01 2 0 10 5 1 3 3 5 10
mcs70_b03_s20_AB02 1 0 9 4 1 3 4 7 9
mcs70_b03_s20_AB03 1 0 10 6 2 4 6 7 11
mcs70_b03_s20_AB04 1 0 10 5 1 3 5 6 9
mcs70_b03_s20_AB05 3 0 7 8 2 3 7 7 10
mcs70_b03_s20_AB06 2 0 11 9 1 4 6 7 10
mcs70_b03_s20_AB07 1 0 9 7 1 3 5 6 9
mcs70_b03_s20_AB08 1 0 9 5 1 3 3 7 10
mcs70_b03_s20_AB09 1 0 9 7 2 3 5 5 9
mcs70_b03_s25_AB00 3 0 11 6 3 7 9 11 14
mcs70_b03_s25_AB01 4 0 12 7 3 8 9 11 14
mcs70_b03_s25_AB02 3 0 13 7 5 8 10 13 13
mcs70_b03_s25_AB03 5 1 15 13 6 10 9 13 15
mcs70_b03_s25_AB04 6 0 13 8 5 8 11 9 14
mcs70_b03_s25_AB05 3 1 12 6 3 7 10 12 12
mcs70_b03_s25_AB06 3 0 13 9 3 8 8 11 13
mcs70_b03_s25_AB07 4 2 16 9 4 7 8 10 14
mcs70_b03_s25_AB08 3 0 13 5 3 6 10 10 14
mcs70_b03_s25_AB09 3 1 12 9 4 7 9 9 13
mcs70_b03_s30_AB00 1 0 11 3 2 4 6 8 11
mcs70_b03_s30_AB01 2 0 10 5 2 4 6 8 11
mcs70_b03_s30_AB02 2 0 9 5 2 5 7 7 11
mcs70_b03_s30_AB03 2 0 11 3 5 5 7 8 11
mcs70_b03_s30_AB04 3 0 13 3 3 7 9 10 15
mcs70_b03_s30_AB05 2 0 11 5 2 4 7 8 12
mcs70_b03_s30_AB06 3 0 12 6 2 6 6 8 11
mcs70_b03_s30_AB07 2 1 10 7 2 5 7 9 11
mcs70_b03_s30_AB08 1 1 10 5 2 4 6 7 10
mcs70_b03_s30_AB09 2 0 12 5 2 6 5 8 11
mcs70_b03_s35_AB00 5 2 15 7 4 9 11 14 15
mcs70_b03_s35_AB01 4 5 15 6 4 7 7 11 12
mcs70_b03_s35_AB02 3 10 13 14 4 7 11 10 14
mcs70_b03_s35_AB03 6 1 19 7 12 13 13 16 20
mcs70_b03_s35_AB04 3 0 13 7 3 8 10 10 15
mcs70_b03_s35_AB05 5 1 14 10 4 8 9 11 14
mcs70_b03_s35_AB06 4 4 13 6 3 8 8 11 14
mcs70_b03_s35_AB07 4 7 16 9 4 9 13 12 18
mcs70_b03_s35_AB08 3 0 14 5 3 8 11 10 15
mcs70_b03_s35_AB09 5 1 18 7 5 9 13 11 17
mcs70_b03_s40_AB00 9 2 25 10 9 19 19 23 24
mcs70_b03_s40_AB01 7 3 17 9 8 14 15 16 20
mcs70_b03_s40_AB02 9 16 24 19 9 19 21 21 24
mcs70_b03_s40_AB03 6 5 20 9 6 13 16 12 19
mcs70_b03_s40_AB04 7 3 21 10 8 15 14 20 21
mcs70_b03_s40_AB05 6 0 17 7 6 13 14 15 17
mcs70_b03_s40_AB06 12 10 29 9 10 22 21 27 24
mcs70_b03_s40_AB07 7 2 23 7 8 14 18 15 20
mcs70_b03_s40_AB08 7 5 21 12 7 14 16 18 22
mcs70_b03_s40_AB09 5 2 20 9 6 15 15 17 20
mcs70_b03_s50_AB00 41 123 36 19 24 34 32 35 39
mcs70_b03_s50_AB01 25 163 42 135 26 40 41 40 44
mcs70_b03_s50_AB02 62 53 39 41 31 43 38 42 42
mcs70_b03_s50_AB03 28 575 47 143 30 43 41 43 42
mcs70_b03_s50_AB04 88 681 45 132 35 42 40 43 41
mcs70_b03_s50_AB05 30 221 49 101 48 45 42 44 48
mcs70_b03_s50_AB06 39 378 47 398 44 42 43 45 43
mcs70_b03_s50_AB07 648 30 38 42 172 33 36 38 35
mcs70_b03_s50_AB08 24 101 39 115 30 32 34 38 41
mcs70_b03_s50_AB09 31 180 27 92 20 33 35 40 38
mcs70_b03_s60_AB00 15 61 32 75 17 24 26 31 33
mcs70_b03_s60_AB01 14 139 28 220 25 25 22 27 28
mcs70_b03_s60_AB02 9 76 33 23 12 25 24 29 30
mcs70_b03_s60_AB03 13 26 33 35 26 27 27 31 29
mcs70_b03_s60_AB04 16 10 25 11 10 20 21 23 27
mcs70_b03_s60_AB05 10 53 26 33 10 21 20 25 26
mcs70_b03_s60_AB06 12 67 25 15 10 20 21 26 25
mcs70_b03_s60_AB07 10 8 26 9 17 19 19 24 26
mcs70_b03_s60_AB08 14 21 30 33 13 22 23 23 28
mcs70_b03_s60_AB09 11 67 28 68 13 24 23 27 28
mcs70_b03_s70_AB00 28 940 55 433 29 47 46 56 52
mcs70_b03_s70_AB01 21 185 37 147 21 38 39 43 38
mcs70_b03_s70_AB02 71 4093 60 3114 40 68 60 60 65
mcs70_b03_s70_AB03 20 2383 47 1379 20 41 44 46 41
mcs70_b03_s70_AB04 41 189 51 187 25 44 44 45 49
mcs70_b03_s70_AB05 79 2991 63 2971 57 63 50 55 61
mcs70_b03_s70_AB06 89 5976 49 1241 45 48 44 48 49
mcs70_b03_s70_AB07 203 5913 82 3338 96 110 84 76 83
mcs70_b03_s70_AB08 27 658 51 603 26 44 40 45 47
mcs70_b03_s70_AB09 18 445 45 465 33 39 38 40 43
mcs70_b03_s80_AB00 95 119505 74 7927 71 75 69 64 75
mcs70_b03_s80_AB01 48 9478 74 5185 39 65 60 69 70
mcs70_b03_s80_AB02 50 69532 79 2299 69 78 78 80 77
mcs70_b03_s80_AB03 328 14494 138 13159 196 187 158 136 132
mcs70_b03_s80_AB04 74 359 81 451 73 80 77 83 82
mcs70_b03_s80_AB05 45 24670 73 1961 36 67 64 64 74
mcs70_b03_s80_AB06 96 135055 94 18407 93 101 87 83 82
mcs70_b03_s80_AB07 95 1501 82 490 51 79 75 77 77
mcs70_b03_s80_AB08 223 33320 99 27272 162 136 108 103 104
mcs70_b03_s80_AB09 61 1543 68 562 34 54 60 65 71
mcs70_b03_s90_AB00 10796 139931 1373 121526 6706 2784 2008 1304 1330
mcs70_b03_s90_AB01 76 41307 88 14633 62 80 51 87 90
mcs70_b03_s90_AB02 1852 17659 265 14236 1103 657 401 286 279
mcs70_b03_s90_AB03 528 62829 145 128699 235 154 139 139 136
mcs70_b03_s90_AB04 13126 579875 671 533683 6944 2028 1272 864 678
mcs70_b03_s90_AB05 20304 43837 196 26473 10006 294 230 201 198
mcs70_b03_s90_AB06 43444 524620 403 747573 2021 1088 639 546 398
mcs70_b03_s90_AB07 5037 131256 279 133964 5929 540 393 365 267
mcs70_b03_s90_AB08 242 5369 129 4367 163 138 112 124 86
mcs70_b03_s90_AB09 8859 141609 250 125333 4781 1243 335 251 230
mcs70_b03m_s100_AB00 18 4049 46 1310 33 44 44 47 45
mcs70_b03m_s100_AB01 43 12967 46 13594 42 43 44 49 52
mcs70_b03m_s100_AB02 23 1003 46 1965 23 45 44 39 48
mcs70_b03m_s100_AB03 51 79597 59 102103 50 54 54 56 40
mcs70_b03m_s100_AB04 88 32005 81 51334 51 75 67 73 72
mcs70_b03m_s100_AB05 18 2608 49 2418 32 42 44 44 54
mcs70_b03m_s100_AB06 40 7812 63 12466 50 54 58 61 59
mcs70_b03m_s100_AB07 37 4120 50 3196 31 46 43 49 50
mcs70_b03m_s100_AB08 53 25405 56 11115 47 56 54 55 47
mcs70_b03m_s100_AB09 55 22554 64 21104 44 57 57 60 63
mcs70_b03m_s10_AB00 0 0 7 4 0 1 2 4 5
mcs70_b03m_s10_AB01 0 0 7 4 0 1 5 5 8
mcs70_b03m_s10_AB02 0 0 7 5 0 1 3 4 6
mcs70_b03m_s10_AB03 0 0 9 2 0 2 2 5 8
mcs70_b03m_s10_AB04 0 0 6 5 0 0 3 3 5
mcs70_b03m_s10_AB05 0 0 7 2 0 1 3 5 8
mcs70_b03m_s10_AB06 0 0 7 3 0 1 3 4 7
mcs70_b03m_s10_AB07 0 0 8 4 0 1 3 5 7
mcs70_b03m_s10_AB08 0 0 8 2 0 1 4 3 6
mcs70_b03m_s10_AB09 0 0 8 5 0 1 3 5 7
mcs70_b03m_s15_AB00 1 0 8 4 2 3 4 6 8
mcs70_b03m_s15_AB01 2 0 9 7 1 3 4 6 9
mcs70_b03m_s15_AB02 1 0 9 9 3 4 6 7 7
mcs70_b03m_s15_AB03 1 0 10 6 1 3 5 8 9
mcs70_b03m_s15_AB04 1 0 10 9 2 4 7 8 10
mcs70_b03m_s15_AB05 1 0 10 9 1 3 5 7 8
mcs70_b03m_s15_AB06 1 0 9 5 1 3 6 5 8
mcs70_b03m_s15_AB07 1 0 9 6 1 3 5 7 9
mcs70_b03m_s15_AB08 1 0 9 6 2 3 5 7 9
mcs70_b03m_s15_AB09 1 0 11 5 2 3 4 4 9
mcs70_b03m_s20_AB00 2 0 10 5 1 3 4 6 7
mcs70_b03m_s20_AB01 3 0 8 3 2 3 4 7 9
mcs70_b03m_s20_AB02 1 0 9 7 2 3 3 8 10
mcs70_b03m_s20_AB03 1 0 9 4 1 4 6 5 9
mcs70_b03m_s20_AB04 3 0 11 2 1 3 5 6 8
mcs70_b03m_s20_AB05 2 0 8 5 2 3 4 4 9
mcs70_b03m_s20_AB06 2 0 9 4 1 3 3 4 9
mcs70_b03m_s20_AB07 1 0 11 7 1 3 5 6 8
mcs70_b03m_s20_AB08 1 0 10 5 2 5 7 9 10
mcs70_b03m_s20_AB09 2 0 8 6 1 3 4 7 9
mcs70_b03m_s25_AB00 3 1 13 5 4 7 10 11 11
mcs70_b03m_s25_AB01 3 0 12 9 3 6 8 9 12
mcs70_b03m_s25_AB02 5 1 12 8 3 8 9 12 11
mcs70_b03m_s25_AB03 3 0 13 8 3 7 9 11 12
mcs70_b03m_s25_AB04 3 0 13 7 3 7 8 10 12
mcs70_b03m_s25_AB05 3 1 14 7 4 6 8 11 13
mcs70_b03m_s25_AB06 3 0 8 3 3 7 9 10 12
mcs70_b03m_s25_AB07 3 0 12 6 4 7 9 8 14
mcs70_b03m_s25_AB08 3 0 13 4 3 8 10 11 15
mcs70_b03m_s25_AB09 2 0 11 9 5 7 7 8 12
mcs70_b03m_s30_AB00 2 0 12 4 2 6 7 9 11
mcs70_b03m_s30_AB01 2 0 10 4 3 5 6 9 11
mcs70_b03m_s30_AB02 2 0 11 6 4 5 6 9 12
mcs70_b03m_s30_AB03 2 0 10 5 4 5 6 9 12
mcs70_b03m_s30_AB04 2 0 10 3 4 5 5 8 11
mcs70_b03m_s30_AB05 1 0 10 6 1 4 6 8 11
mcs70_b03m_s30_AB06 2 0 11 6 3 5 7 8 11
mcs70_b03m_s30_AB07 2 0 11 7 2 4 5 7 11
mcs70_b03m_s30_AB08 1 0 8 4 1 4 7 8 9
mcs70_b03m_s30_AB09 2 0 11 9 2 6 7 8 10
mcs70_b03m_s35_AB00 4 3 16 9 4 8 9 12 15
mcs70_b03m_s35_AB01 4 1 15 8 4 9 10 12 15
mcs70_b03m_s35_AB02 4 1 18 8 9 10 11 13 12
mcs70_b03m_s35_AB03 2 4 13 7 3 8 10 11 13
mcs70_b03m_s35_AB04 3 3 16 7 4 7 10 11 17
mcs70_b03m_s35_AB05 4 1 14 6 4 8 11 10 15
mcs70_b03m_s35_AB06 4 3 14 6 5 8 10 11 14
mcs70_b03m_s35_AB07 3 0 11 3 5 7 9 9 12
mcs70_b03m_s35_AB08 3 2 15 8 3 7 11 10 13
mcs70_b03m_s35_AB09 4 2 17 9 4 9 10 13 15
mcs70_b03m_s40_AB00 7 1 20 7 9 14 15 17 14
mcs70_b03m_s40_AB01 6 14 19 11 6 12 15 15 21
mcs70_b03m_s40_AB02 7 0 17 6 7 13 16 16 18
mcs70_b03m_s40_AB03 6 0 20 6 6 15 15 16 19
mcs70_b03m_s40_AB04 8 1 21 9 9 19 18 22 23
mcs70_b03m_s40_AB05 8 13 21 10 8 18 19 20 24
mcs70_b03m_s40_AB06 10 2 20 7 8 16 17 19 22
mcs70_b03m_s40_AB07 7 0 23 8 10 16 18 20 22
mcs70_b03m_s40_AB08 7 16 21 11 7 17 17 19 21
mcs70_b03m_s40_AB09 8 0 21 7 8 16 16 22 24
mcs70_b03m_s50_AB00 23 73 44 97 22 40 43 44 44
mcs70_b03m_s50_AB01 17 281 41 343 19 37 40 34 40
mcs70_b03m_s50_AB02 18 317 37 38 18 34 34 33 37
mcs70_b03m_s50_AB03 26 148 41 84 26 37 38 43 43
mcs70_b03m_s50_AB04 17 541 39 37 30 33 35 37 37
mcs70_b03m_s50_AB05 19 60 49 79 35 44 45 42 48
mcs70_b03m_s50_AB06 28 55 46 66 29 36 35 40 40
mcs70_b03m_s50_AB07 32 125 44 23 27 36 35 38 39
mcs70_b03m_s50_AB08 21 5 41 13 24 36 37 41 40
mcs70_b03m_s50_AB09 28 75 37 41 25 31 32 34 37
mcs70_b03m_s60_AB00 9 9 23 21 10 17 19 21 23
mcs70_b03m_s60_AB01 11 77 28 74 11 21 22 22 24
mcs70_b03m_s60_AB02 17 14 25 16 17 21 22 25 28
mcs70_b03m_s60_AB03 11 31 27 19 16 23 23 24 25
mcs70_b03m_s60_AB04 8 260 26 178 11 17 19 21 23
mcs70_b03m_s60_AB05 8 17 28 38 13 23 23 25 28
mcs70_b03m_s60_AB06 11 49 27 86 11 20 21 23 27
mcs70_b03m_s60_AB07 20 16 30 30 13 25 27 30 31
mcs70_b03m_s60_AB08 10 98 24 95 10 19 22 22 26
mcs70_b03m_s60_AB09 20 65 26 115 15 20 21 22 24
mcs70_b03m_s70_AB00 48 4856 60 5011 44 59 52 52 54
mcs70_b03m_s70_AB01 22 1402 45 633 18 36 39 39 40
mcs70_b03m_s70_AB02 20 331 43 352 26 40 41 38 43
mcs70_b03m_s70_AB03 24 539 41 1015 49 44 47 45 53
mcs70_b03m_s70_AB04 89 2043 49 2580 52 40 42 43 46
mcs70_b03m_s70_AB05 35 211 41 162 34 39 39 44 39
mcs70_b03m_s70_AB06 28 53 35 95 28 30 31 34 37
mcs70_b03m_s70_AB07 23 586 31 868 35 46 42 49 51
mcs70_b03m_s70_AB08 46 1281 56 508 53 59 53 50 55
mcs70_b03m_s70_AB09 25 123 44 94 33 34 39 39 39
