instance kdown james-cpp-max-down kdown-par/t32 james-cpp-max-down-par/t32 kdown-par/t32r kdown-cilk/t32 kdown-cilk/t32r
g28-g80 100000 100004 100004 100005 100004 100067 100062
g28-g81 100000 100005 100004 100007 100003 100019 100019
g28-g83 100000 100005 100002 100004 100002 100026 100027
g28-g84 100001 100008 69 20 66 100130 100129
g28-g85 100000 100006 100003 100009 100003 100102 100106
g28-g87 272 100005 483 100008 465 251 234
g28-g88 100001 100008 84127 100009 95531 100011 100010
g28-g89 100000 100005 100004 100012 100004 100074 100086
g28-g90 100000 100011 100003 100019 100003 100219 100125
g28-g91 100001 100010 100004 100010 100004 100016 100016
g28-g92 100000 100013 100004 100010 100004 100012 100014
g28-g94 100000 100014 100005 100015 100004 100011 100011
g28-g95 100000 100021 100005 100017 100005 100127 100128
g28-g96 100000 100026 100005 100018 100005 100136 100137
g28-g97 100000 100020 100005 100024 100005 100165 100127
g28-g98 100000 100023 100006 100014 100005 100078 100060
g28-g99 100000 100018 100005 100019 100005 100079 100098
g29-g100 100000 100007 100007 100019 100007 100176 100204
g29-g101 100000 100031 100011 100026 100010 100089 100092
g29-g102 100000 100002 100007 100008 100007 100299 100299
g29-g103 100000 100001 100006 100020 100006 100043 100050
g29-g104 100001 100042 100012 100043 100013 100033 100035
g29-g105 100000 100041 100011 100043 100011 100036 100039
g29-g106 100000 100088 100011 100119 100013 100058 100063
g29-g107 100000 100078 100015 100082 100014 100057 100053
g29-g108 100001 100091 100016 100086 100015 100051 100049
g29-g109 100001 100098 100011 100027 100011 100148 100149
g29-g110 100001 100101 100009 100095 100010 100103 100101
g29-g111 100000 100124 100017 100134 100016 100046 100036
g29-g112 100001 100176 100017 100185 100017 100136 100169
g29-g51 100000 100000 100003 100001 100003 100023 100024
g29-g52 100000 100000 100004 100001 100003 100016 100013
g29-g53 100000 100000 100003 100001 100003 100020 100018
g29-g54 100000 100000 100003 100001 100002 100019 100019
g29-g55 100000 100000 100003 100003 100003 100017 100018
g29-g56 100000 100000 100003 100001 100003 100017 100014
g29-g57 100000 100000 100007 100002 100005 100039 100032
g29-g61 100000 100000 100004 100003 100004 100052 100048
g29-g62 100000 100000 100003 100002 100003 100022 100020
g29-g63 100000 100000 100003 100003 100003 100016 100013
g29-g64 100000 100001 100002 100002 100002 100013 100013
g29-g65 100000 100000 100003 100002 100003 100040 100040
g29-g67 100000 100001 100003 100002 100004 100050 100051
g29-g68 100000 100000 100002 100001 100002 100011 100010
g29-g69 100000 100001 100004 100001 100004 100074 100079
g29-g70 100000 100000 100006 100001 100006 100088 100068
g29-g71 100000 100001 100004 100004 100004 100030 100030
g29-g72 100000 100001 100005 100003 100005 100023 100020
g29-g74 100000 100001 100003 100003 100002 100014 100024
g29-g75 100000 100002 100002 100003 100002 100024 100024
g29-g76 100000 100000 100002 100002 100002 100038 100032
g29-g77 100000 100001 100002 100002 100002 100055 100063
g29-g78 100000 100002 100003 100004 100003 100017 100017
g29-g79 100000 100002 100004 100004 100004 100030 100032
g29-g80 100000 100001 100004 100005 100005 100106 100106
g29-g81 100000 100002 100004 100005 100004 100027 100023
g29-g83 100000 100001 100004 100003 100005 100061 100059
g29-g84 100000 100004 100003 100002 100003 100035 100037
g29-g85 100000 100006 100006 100005 100007 100241 100246
g29-g87 100000 100004 100005 100005 100004 100026 100027
g29-g88 100000 100003 100004 100005 100004 100023 100025
g29-g89 100000 100006 100007 100009 100005 100165 100214
g29-g90 100000 100013 100006 100003 100007 100099 100100
g29-g91 100000 100008 100005 100015 100007 100054 100048
g29-g92 100000 100011 100006 100010 100006 100045 100033
g29-g94 100000 100005 100008 100014 100010 100032 100033
g29-g95 100000 100016 100006 100017 100006 100150 100242
g29-g96 100000 100008 100008 100028 100008 100164 100101
g29-g97 100000 100015 100009 100025 100009 100249 100220
g29-g98 100000 100010 100009 100020 100009 100243 100264
g29-g99 100000 100020 100009 100011 100009 100237 100225
g3-g100 78798 64713 19293 4134 19779 6717 6573
g3-g101 100000 27931 95779 7579 93488 13930 14077
g3-g102 100000 89965 100004 17190 100003 45601 46800
g3-g103 100000 100018 100003 62410 100003 100011 100011
g3-g104 56531 15725 10037 3336 10254 4744 4695
g3-g105 57207 16140 10385 3486 11239 4747 4761
g3-g106 100000 90031 44395 11213 41935 22315 22242
g3-g107 100001 43104 22278 6070 21530 11157 11128
g3-g108 100001 54424 25239 7447 25040 13597 13627
g3-g109 100158 100023 71990 17701 76582 33468 33855
g3-g110 100001 100116 100006 100122 100006 100014 100013
g3-g111 100000 100136 43240 12748 44113 25753 26236
g3-g112 21002 7570 1901 2206 1931 3327 3267
g3-g51 100 16 60 52 58 32 39
g3-g52 1506 350 936 197 946 240 244
g3-g53 884 181 474 355 454 157 147
g3-g54 29449 6762 14795 1582 14941 4097 3942
g3-g55 18680 3805 9291 1247 9141 2505 2433
g3-g56 35839 8532 17369 1683 17313 4732 4846
g3-g57 685 99 251 46 249 115 131
g3-g61 1220 179 676 406 639 162 171
g3-g62 15911 4879 7618 745 8068 2136 2131
g3-g63 69289 16270 29768 4351 29568 8560 8546
g3-g64 12 9 6 5 6 20 26
g3-g65 7994 1425 2279 1632 2257 1018 1096
g3-g67 17957 2429 8246 1593 7854 2076 2111
g3-g68 4 2 4 5 5 22 16
g3-g69 2220 436 1185 574 1114 285 282
g3-g70 547 102 319 193 299 102 97
g3-g71 2335 469 1215 568 1251 273 290
g3-g72 78 15 47 33 43 71 56
g3-g74 100000 100000 98772 10284 95038 52190 53287
g3-g75 100000 100002 100002 100002 100002 100002 100002
g3-g76 100000 100001 100002 100002 100001 100004 100004
g3-g77 100000 100002 100002 100002 100002 100006 100007
g3-g78 100000 75591 91207 10271 92158 29696 31532
g3-g79 32895 7162 11792 1629 11412 3707 3762
g3-g80 139 36 65 59 65 118 117
g3-g81 35123 5377 8393 4437 8168 4958 5157
g3-g83 100000 81930 98391 11779 96347 33465 33398
g3-g84 100000 100006 100001 100003 100002 100007 100007
g3-g85 3261 484 1241 682 1268 394 408
g3-g87 100000 43850 53691 5461 54204 21750 22328
g3-g88 100000 54919 76967 7357 73307 27747 27494
g3-g89 12718 1622 12564 1402 12592 1171 1203
g3-g90 100000 28260 40836 6873 42385 12633 12404
g3-g91 1630 389 407 393 412 295 275
g3-g92 1969 494 488 466 481 325 330
g3-g94 100000 24671 27444 5700 27666 8592 8385
g3-g95 1555 457 374 322 377 436 445
g3-g96 2101 543 507 352 525 522 499
g3-g97 2100 525 477 346 472 450 461
g3-g98 4745 1230 1170 688 1226 675 668
g3-g99 4787 1219 1190 695 1217 684 670
g30-g100 100000 100003 100012 100028 100012 100304 100266
g30-g101 100000 100033 100011 100017 100010 100143 100146
g30-g102 100000 100017 100010 100007 100011 100131 100132
g30-g103 100000 100003 100005 100013 100006 100185 100190
g30-g104 100000 100042 100016 100041 100012 100044 100045
g30-g105 100000 100043 100012 100043 100014 100045 100045
g30-g106 100000 100081 100012 100068 100012 100067 100075
g30-g107 100001 100084 100014 100080 100014 100077 100081
g30-g108 100001 100100 100017 100079 100023 100048 100053
g30-g109 100000 100040 100017 100074 100016 100094 100089
g30-g110 100001 100110 100010 100104 100011 100067 100071
g30-g111 100001 100126 100016 100140 100016 100008 100751
g30-g112 100001 100174 100021 100121 100021 100770 101086
g30-g51 100000 100000 100003 100001 100003 100018 100021
g30-g52 100000 100000 100003 100003 100003 100011 100012
g30-g53 100000 100000 100003 100002 100003 100013 100012
g30-g54 100000 100000 100003 100002 100002 100014 100014
g30-g55 100000 100000 100003 100002 100003 100009 100009
g30-g56 100000 100000 100003 100004 100002 100014 100014
g30-g57 100000 100000 100006 100002 100008 100031 100034
g30-g61 100000 100000 100004 100001 100004 100063 100055
g30-g62 100000 100000 100002 100003 100003 100026 100015
g30-g63 100000 100001 100003 100004 100003 100023 100022
g30-g64 100000 100001 100003 100002 100002 100013 100015
g30-g65 100000 100001 100003 100002 100002 100031 100032
g30-g67 100000 100000 100004 100002 100004 100025 100023
g30-g68 100000 100000 100002 100003 100002 100011 100011
g30-g69 100000 100001 100004 100003 100004 100079 100080
g30-g70 100000 100001 100006 100002 100006 100076 100090
g30-g71 100000 100000 100004 100003 100004 100044 100057
g30-g72 100000 100002 100005 100002 100005 100022 100024
g30-g74 100000 100001 100003 100004 100002 100017 100014
g30-g75 100000 100001 100002 100002 100003 100027 100024
g30-g76 100000 100002 100002 100002 100002 100038 100041
g30-g77 100000 100001 100002 100002 100002 100054 100064
g30-g78 100000 100001 100003 100005 100002 100018 100018
g30-g79 100000 100002 100003 100005 100003 100025 100024
g30-g80 100000 100001 100005 100003 100005 100086 100086
g30-g81 100000 100003 100004 100005 100003 100122 100112
g30-g83 100000 100004 100005 100005 100005 100045 100044
g30-g84 100000 100004 100003 100006 100002 100057 100054
g30-g85 100000 100004 100006 100005 100006 100215 100223
g30-g87 100000 100004 100004 100006 100005 100022 100019
g30-g88 100000 100003 100005 100006 100003 100023 100021
g30-g89 100000 100006 100011 100005 100009 100169 100175
g30-g90 100000 100006 100009 100004 100008 100040 100037
g30-g91 100000 100007 100006 100008 100006 100033 100031
g30-g92 100000 100010 100006 100010 100007 100051 100045
g30-g94 100000 100012 100008 100015 100008 100078 100080
g30-g95 100000 100011 100009 100022 100009 100260 100154
g30-g96 100000 100015 100013 100019 100006 100168 100225
g30-g97 100000 100008 100009 100026 100009 100200 100236
g30-g98 100000 100013 100006 100012 100006 100119 100094
g30-g99 100000 100015 100007 100017 100007 100100 100106
g31-g100 100000 100016 100011 100013 100011 100603 100524
g31-g101 100000 100008 100009 100023 100010 100381 100187
g31-g102 100000 100014 100007 100005 100006 100188 100196
g31-g103 100000 100010 100009 100010 100008 100109 100108
g31-g104 100000 100046 100013 100037 100012 100073 100070
g31-g105 100000 100042 100011 100040 100012 100073 100078
g31-g106 100001 100079 100012 100070 100011 100067 100087
g31-g107 100001 100086 100016 100079 100021 100057 100054
g31-g108 100001 100095 100020 100088 100019 100054 100048
g31-g109 100000 100013 100015 100041 100013 100499 100495
g31-g110 100000 100124 100010 100109 100010 100202 100209
g31-g111 100001 100095 100019 100137 100015 100063 100055
g31-g112 100001 100174 100018 100183 100018 100128 100198
g31-g51 100000 100000 100003 100001 100003 100029 100026
g31-g52 100000 100000 100003 100001 100003 100014 100011
g31-g53 100000 100000 100003 100002 100003 100022 100024
g31-g54 100000 100000 100003 100002 100003 100020 100016
g31-g55 100000 100000 100003 100001 100003 100019 100015
g31-g56 100000 100000 100004 100001 100003 100016 100018
g31-g57 100000 100000 100006 100002 100007 100023 100032
g31-g61 100000 100000 100004 100001 100004 100070 100053
g31-g62 100000 100000 100003 100003 100003 100033 100029
g31-g63 100000 100001 100002 100003 100003 100016 100014
g31-g64 100000 100001 100002 100002 100002 100012 100012
g31-g65 100000 100001 100003 100003 100003 100041 100044
g31-g67 100000 100001 100004 100002 100004 100046 100048
g31-g68 100000 100000 100002 100003 100002 100008 100008
g31-g69 100000 100001 100004 100002 100004 100079 100080
g31-g70 100000 100000 100006 100002 100005 100121 100096
g31-g71 100000 100001 100004 100004 100004 100050 100045
g31-g72 100000 100001 100005 100003 100004 100040 100025
g31-g74 100000 100001 100003 100004 100003 100049 100021
g31-g75 100000 100002 100002 100002 100002 100028 100030
g31-g76 100000 100001 100002 100003 100002 100038 100035
g31-g77 100000 100001 100002 100003 100002 100064 100054
g31-g78 100000 100001 100003 100002 100003 100016 100020
g31-g79 100000 100002 100005 100004 100004 100043 100053
g31-g80 100000 100002 100011 100005 100009 100069 100095
g31-g81 100000 100003 100005 100003 100005 100036 100039
g31-g83 100000 100002 100007 100006 100005 100076 100078
g31-g84 100000 100003 100002 100005 100002 100032 100029
g31-g85 100000 100007 100006 100006 100006 100227 100202
g31-g87 100000 100003 100004 100008 100004 100025 100024
g31-g88 100000 100004 100004 100008 100004 100019 100018
g31-g89 100000 100005 100007 100008 100007 100125 100128
g31-g90 100000 100006 100005 100009 100006 100217 100206
g31-g91 100000 100009 100007 100008 100005 100036 100043
g31-g92 100000 100011 100006 100011 100007 100050 100048
g31-g94 100000 100004 100011 100013 100007 100056 100053
g31-g95 100000 100009 100006 100006 100005 100236 100272
g31-g96 100000 100012 100008 100010 100009 100146 100162
g31-g97 100000 100018 100009 100016 100008 100128 100177
g31-g98 100000 100014 100010 100014 100009 100170 100174
g31-g99 100000 100020 100010 100017 100009 100153 100167
g32-g100 100000 77698 100065 69882 100114 100949 100953
g32-g101 100000 100015 100131 100011 100126 101211 101217
g32-g102 100000 100012 100054 100005 100128 101257 101201
g32-g103 100000 100015 100113 100010 100056 101244 101251
g32-g104 100000 100033 100079 100025 100047 100122 100050
g32-g105 100000 100004 100098 100018 100015 100129 100122
g32-g106 100076 100036 100106 100073 100025 101140 100335
g32-g107 100000 100076 100075 100033 100082 100182 100085
g32-g108 100000 100060 100025 100084 100085 100443 100222
g32-g109 100000 100062 100098 100052 100102 101687 101528
g32-g110 100001 100042 100092 100091 100102 100736 100124
g32-g111 100001 100085 100112 100109 100120 100618 100525
g32-g112 100002 100030 100038 100166 100078 101406 101333
g32-g51 100000 100000 100007 100002 100008 100065 100084
g32-g52 100000 8692 53562 7804 53676 68093 66804
g32-g53 100000 6828 66744 6294 67534 65871 66483
g32-g54 100000 18829 100011 17063 100010 100056 100075
g32-g55 100000 14957 100008 13382 100008 100082 100084
g32-g56 100000 21370 100011 19394 100009 100049 100086
g32-g57 72284 1787 20820 1870 21250 11356 11228
g32-g61 100000 100000 100010 90144 100021 100111 100123
g32-g62 100000 42579 100011 35781 100010 100158 100304
g32-g63 100000 100001 100013 100003 100014 100064 100044
g32-g64 100000 100001 100004 100002 100004 100118 100102
g32-g65 100000 50084 100009 43264 100010 100171 100160
g32-g67 100000 17170 100016 15515 100014 100083 100073
g32-g68 100000 100001 100014 100002 100014 100078 100079
g32-g69 100000 21198 100012 18511 100011 100177 100166
g32-g70 100000 13976 100024 12379 100013 100092 100077
g32-g71 100000 21896 100010 19235 100011 100178 100178
g32-g72 100000 60156 100028 46930 100032 100133 100104
g32-g74 100000 88933 100010 74558 100010 100310 100282
g32-g75 100000 100001 100008 100002 100007 100129 100117
g32-g76 100000 100002 100003 100003 100003 100081 100073
g32-g77 100000 100000 100003 100003 100002 100119 100110
g32-g78 100000 85117 100018 73163 100015 100145 100156
g32-g79 100000 36104 100018 32078 100017 100232 100229
g32-g80 100000 13829 82058 13307 80784 32812 32526
g32-g81 100000 100003 100026 100001 100030 100298 100294
g32-g83 100000 100004 100026 90754 100023 100322 100307
g32-g84 100000 100006 100003 100003 100003 100126 100105
g32-g85 100000 26503 100022 24353 100024 100442 100464
g32-g87 100000 88944 100033 76981 100020 100297 100309
g32-g88 100000 93802 100011 81761 100026 100271 100269
g32-g89 100000 34574 100032 31715 100032 100181 100177
g32-g90 100000 93101 100031 81098 100030 100554 100549
g32-g91 100000 100007 100032 100009 100035 100298 100528
g32-g92 100000 100011 100027 100008 100028 100160 100741
g32-g94 100000 100007 100051 100008 100066 100308 100359
g32-g95 100000 67840 100024 61619 100031 97151 97289
g32-g96 100000 69272 100011 60005 100041 91507 91559
g32-g97 100000 63424 100045 56836 100046 76844 76623
g32-g98 100000 65326 100029 60242 100053 98852 99507
g32-g99 100000 69294 100039 60012 100009 99154 100125
g33-g100 100000 100017 100005 100025 100005 100238 100248
g33-g101 100000 100007 100003 100020 100003 100015 100012
g33-g102 100000 100014 100004 100019 100004 100029 100027
g33-g103 100000 100018 100003 100020 100003 100021 100022
g33-g104 100000 100046 100006 100028 100005 100021 100021
g33-g105 100000 100046 100005 100028 100005 100018 100020
g33-g106 100001 100080 100006 100151 100006 100024 100028
g33-g107 100000 100085 100008 100083 100007 100061 100064
g33-g108 100001 100102 100008 100099 100007 100014 100017
g33-g109 100001 100073 100007 100098 100007 100179 100179
g33-g110 100001 100113 100006 100119 100006 100032 100034
g33-g111 100001 100139 100008 100232 100008 100040 100041
g33-g112 100001 100188 100011 100111 100011 100030 100031
g33-g51 100000 100000 100002 100001 100002 100006 100008
g33-g52 100000 100000 100003 100001 100002 100006 100006
