instance kdown james-cpp-max-down
g31-g67 NaN NaN
g31-g68 NaN NaN
g31-g69 NaN NaN
g31-g70 NaN NaN
g31-g71 NaN NaN
g31-g72 NaN NaN
g31-g74 NaN NaN
g31-g75 NaN NaN
g31-g76 NaN NaN
g31-g77 NaN NaN
g31-g78 NaN NaN
g31-g79 NaN NaN
g31-g80 NaN NaN
g31-g81 NaN NaN
g31-g83 NaN NaN
g31-g84 NaN NaN
g31-g85 NaN NaN
g31-g87 NaN NaN
g31-g88 NaN NaN
g31-g89 NaN NaN
g31-g90 NaN NaN
g31-g91 NaN NaN
g31-g92 NaN NaN
g31-g94 NaN NaN
g31-g95 NaN NaN
g31-g96 NaN NaN
g31-g97 NaN NaN
g31-g98 NaN NaN
g31-g99 NaN NaN
g32-g100 NaN 38657718
g32-g101 NaN NaN
g32-g102 NaN NaN
g32-g103 NaN NaN
g32-g104 NaN NaN
g32-g105 NaN NaN
g32-g106 NaN NaN
g32-g107 NaN NaN
g32-g108 NaN NaN
g32-g109 NaN NaN
g32-g110 NaN NaN
g32-g111 NaN NaN
g32-g112 NaN NaN
g32-g51 NaN NaN
g32-g52 NaN 32962646
g32-g53 NaN 28597654
g32-g54 NaN 87249138
g32-g55 NaN 73431421
g32-g56 NaN 97481703
g32-g57 331656 2693192
g32-g61 NaN NaN
g32-g62 NaN 114670963
g32-g63 NaN NaN
g32-g64 NaN NaN
g32-g65 NaN 230847654
g32-g67 NaN 77549802
g32-g68 NaN NaN
g32-g69 NaN 98729274
g32-g70 NaN 69613672
g32-g71 NaN 102236069
g32-g72 NaN 403577418
g32-g74 NaN 211441144
g32-g75 NaN NaN
g32-g76 NaN NaN
g32-g77 NaN NaN
g32-g78 NaN 378620589
g32-g79 NaN 134855279
g32-g80 NaN 5070576
g32-g81 NaN NaN
g32-g83 NaN NaN
g32-g84 NaN NaN
g32-g85 NaN 45387574
g32-g87 NaN 326817818
g32-g88 NaN 366088574
g32-g89 NaN 83161842
g32-g90 NaN 323326520
g32-g91 NaN NaN
g32-g92 NaN NaN
g32-g94 NaN NaN
g32-g95 NaN 13720683
g32-g96 NaN 12635576
g32-g97 NaN 9155763
g32-g98 NaN 15516489
g32-g99 NaN 15594019
g33-g100 NaN NaN
g33-g101 NaN NaN
g33-g102 NaN NaN
g33-g103 NaN NaN
g33-g104 NaN NaN
g33-g105 NaN NaN
g33-g106 NaN NaN
g33-g107 NaN NaN
g33-g108 NaN NaN
g33-g109 NaN NaN
g33-g110 NaN NaN
g33-g111 NaN NaN
g33-g112 NaN NaN
g33-g51 NaN NaN
g33-g52 NaN NaN
g33-g53 NaN NaN
g33-g54 NaN NaN
g33-g55 NaN NaN
g33-g56 NaN NaN
g33-g57 NaN NaN
g33-g61 NaN NaN
g33-g62 NaN NaN
g33-g63 NaN NaN
g33-g64 NaN NaN
g33-g65 NaN NaN
g33-g67 NaN NaN
g33-g68 NaN NaN
g33-g69 NaN NaN
g33-g70 NaN NaN
g33-g71 NaN NaN
g33-g72 NaN NaN
g33-g74 NaN NaN
g33-g75 NaN NaN
g33-g76 NaN NaN
g33-g77 NaN NaN
g33-g78 NaN NaN
g33-g79 NaN NaN
g33-g80 NaN NaN
g33-g81 NaN NaN
g33-g83 NaN NaN
g33-g84 NaN NaN
g33-g85 NaN NaN
g33-g87 NaN NaN
g33-g88 NaN NaN
g33-g89 NaN NaN
g33-g90 NaN NaN
g33-g91 NaN NaN
g33-g92 NaN NaN
g33-g94 NaN NaN
g33-g95 NaN NaN
g33-g96 NaN NaN
g33-g97 NaN NaN
g33-g98 NaN NaN
g33-g99 NaN NaN
g34-g100 NaN NaN
g34-g101 NaN NaN
g34-g102 NaN NaN
g34-g103 NaN NaN
g34-g104 NaN NaN
g34-g105 NaN NaN
g34-g106 NaN NaN
g34-g107 NaN NaN
g34-g108 NaN NaN
g34-g109 28 5340
g34-g110 NaN NaN
g34-g111 NaN NaN
g34-g112 NaN NaN
g34-g51 NaN NaN
g34-g52 NaN NaN
g34-g53 NaN NaN
g34-g54 NaN NaN
g34-g55 NaN NaN
g34-g56 NaN NaN
g34-g57 NaN NaN
g34-g61 NaN NaN
g34-g62 NaN NaN
g34-g63 NaN NaN
g34-g64 NaN NaN
g34-g65 NaN NaN
g34-g67 NaN NaN
g34-g68 NaN NaN
g34-g69 NaN NaN
g34-g70 NaN NaN
g34-g71 NaN NaN
g34-g72 NaN NaN
g34-g74 NaN NaN
g34-g75 NaN NaN
g34-g76 NaN NaN
g34-g77 NaN NaN
g34-g78 NaN NaN
g34-g79 NaN NaN
g34-g80 NaN NaN
g34-g81 NaN NaN
g34-g83 341 4716
g34-g84 NaN NaN
g34-g85 NaN NaN
g34-g87 NaN NaN
g34-g88 NaN NaN
g34-g89 NaN NaN
g34-g90 NaN NaN
g34-g91 NaN NaN
g34-g92 NaN NaN
g34-g94 NaN NaN
g34-g95 NaN NaN
g34-g96 NaN NaN
g34-g97 NaN NaN
g34-g98 NaN NaN
g34-g99 NaN NaN
g35-g100 NaN NaN
g35-g101 NaN NaN
g35-g102 NaN NaN
g35-g103 NaN NaN
g35-g104 NaN NaN
g35-g105 NaN NaN
g35-g106 NaN NaN
g35-g107 NaN NaN
g35-g108 NaN NaN
g35-g109 NaN NaN
g35-g110 NaN NaN
g35-g111 NaN NaN
g35-g112 NaN NaN
g35-g51 NaN NaN
g35-g52 NaN NaN
g35-g53 NaN NaN
g35-g54 NaN NaN
g35-g55 NaN NaN
g35-g56 NaN NaN
g35-g57 NaN NaN
g35-g61 NaN NaN
g35-g62 NaN NaN
g35-g63 NaN NaN
g35-g64 NaN NaN
g35-g65 NaN NaN
g35-g67 NaN NaN
g35-g68 NaN NaN
g35-g69 NaN NaN
g35-g70 NaN NaN
g35-g71 NaN NaN
g35-g72 NaN NaN
g35-g74 NaN NaN
g35-g75 NaN NaN
g35-g76 NaN NaN
g35-g77 NaN NaN
g35-g78 NaN NaN
g35-g79 NaN NaN
g35-g80 NaN NaN
g35-g81 NaN NaN
g35-g83 NaN NaN
g35-g84 NaN NaN
g35-g85 NaN NaN
g35-g87 NaN NaN
g35-g88 NaN NaN
g35-g89 NaN NaN
g35-g90 NaN NaN
g35-g91 NaN NaN
g35-g92 NaN NaN
g35-g94 NaN NaN
g35-g95 NaN NaN
g35-g96 NaN NaN
g35-g97 NaN NaN
g35-g98 NaN NaN
g35-g99 NaN NaN
g36-g100 NaN NaN
g36-g101 NaN NaN
g36-g102 NaN NaN
g36-g103 NaN NaN
g36-g104 NaN NaN
g36-g105 NaN NaN
g36-g106 NaN NaN
g36-g107 NaN NaN
g36-g108 NaN NaN
g36-g109 NaN NaN
g36-g110 NaN NaN
g36-g111 NaN NaN
g36-g112 NaN NaN
g36-g51 NaN NaN
g36-g52 NaN NaN
g36-g53 NaN NaN
g36-g54 NaN NaN
g36-g55 NaN NaN
g36-g56 NaN NaN
g36-g57 NaN NaN
g36-g61 NaN NaN
g36-g62 NaN NaN
g36-g63 NaN NaN
g36-g64 NaN NaN
g36-g65 NaN NaN
g36-g67 NaN NaN
g36-g68 NaN NaN
g36-g69 NaN NaN
g36-g70 NaN NaN
g36-g71 NaN NaN
g36-g72 NaN NaN
g36-g74 NaN NaN
g36-g75 NaN NaN
g36-g76 NaN NaN
g36-g77 NaN NaN
g36-g78 NaN NaN
g36-g79 NaN NaN
g36-g80 NaN NaN
g36-g81 NaN NaN
g36-g83 NaN NaN
g36-g84 NaN NaN
g36-g85 NaN NaN
g36-g87 NaN NaN
g36-g88 NaN NaN
g36-g89 NaN NaN
g36-g90 NaN NaN
g36-g91 NaN NaN
g36-g92 NaN NaN
g36-g94 NaN NaN
g36-g95 NaN NaN
g36-g96 NaN NaN
g36-g97 NaN NaN
g36-g98 NaN NaN
g36-g99 NaN NaN
g37-g100 NaN NaN
g37-g101 NaN NaN
g37-g102 NaN NaN
g37-g103 NaN NaN
g37-g104 NaN NaN
g37-g105 NaN NaN
g37-g106 NaN NaN
g37-g107 NaN NaN
g37-g108 NaN NaN
g37-g109 NaN NaN
g37-g110 NaN NaN
g37-g111 NaN NaN
g37-g112 NaN NaN
g37-g51 NaN NaN
g37-g52 NaN NaN
g37-g53 NaN NaN
g37-g54 NaN NaN
g37-g55 NaN NaN
g37-g56 NaN NaN
g37-g57 NaN NaN
g37-g61 NaN NaN
g37-g62 NaN NaN
g37-g63 NaN NaN
g37-g64 NaN NaN
g37-g65 NaN NaN
g37-g67 NaN NaN
g37-g68 NaN NaN
g37-g69 NaN NaN
g37-g70 NaN NaN
g37-g71 NaN NaN
g37-g72 NaN NaN
g37-g74 NaN NaN
g37-g75 NaN NaN
g37-g76 NaN NaN
g37-g77 NaN NaN
g37-g78 NaN NaN
g37-g79 NaN NaN
g37-g80 NaN NaN
g37-g81 NaN NaN
g37-g83 NaN NaN
g37-g84 NaN NaN
g37-g85 NaN NaN
g37-g87 NaN NaN
g37-g88 NaN NaN
g37-g89 NaN NaN
g37-g90 NaN NaN
g37-g91 NaN NaN
g37-g92 NaN NaN
g37-g94 NaN NaN
g37-g95 NaN NaN
g37-g96 NaN NaN
g37-g97 NaN NaN
g37-g98 NaN NaN
g37-g99 NaN NaN
g38-g100 20194 665024
g38-g101 NaN 3296820
g38-g102 NaN 19223225
g38-g103 NaN NaN
g38-g104 NaN NaN
g38-g105 NaN NaN
g38-g106 NaN NaN
g38-g107 NaN NaN
g38-g108 NaN NaN
g38-g109 NaN NaN
g38-g110 NaN NaN
g38-g111 NaN NaN
g38-g112 NaN 10856654
g38-g51 NaN NaN
g38-g52 NaN NaN
g38-g53 NaN NaN
g38-g54 NaN NaN
g38-g55 NaN NaN
g38-g56 NaN NaN
g38-g57 487 56251
g38-g61 NaN NaN
g38-g62 NaN NaN
g38-g63 NaN NaN
g38-g64 NaN NaN
g38-g65 NaN NaN
g38-g67 148531 679910
g38-g68 NaN NaN
g38-g69 149945 904404
g38-g70 22846 189686
g38-g71 86655 10012188
g38-g72 15454 NaN
g38-g74 NaN NaN
g38-g75 NaN NaN
g38-g76 NaN NaN
g38-g77 NaN NaN
g38-g78 NaN NaN
g38-g79 NaN NaN
g38-g80 2542 212476
g38-g81 NaN NaN
g38-g83 NaN 52851102
g38-g84 NaN NaN
g38-g85 116562 946622
g38-g87 NaN NaN
g38-g88 NaN NaN
g38-g89 110533 1117352
g38-g90 NaN 8939456
g38-g91 NaN NaN
g38-g92 NaN NaN
g38-g94 NaN 6739655
g38-g95 40923 995072
g38-g96 87195 1268180
g38-g97 59954 1036027
g38-g98 NaN 5642513
g38-g99 NaN 5657687
g39-g100 NaN NaN
g39-g101 NaN NaN
g39-g102 NaN NaN
g39-g103 NaN NaN
g39-g104 NaN NaN
g39-g105 NaN NaN
g39-g106 NaN NaN
g39-g107 NaN NaN
g39-g108 NaN NaN
g39-g109 NaN NaN
g39-g110 NaN NaN
g39-g111 NaN NaN
g39-g112 NaN NaN
g39-g51 NaN NaN
g39-g52 NaN NaN
g39-g53 NaN NaN
g39-g54 NaN NaN
g39-g55 NaN NaN
g39-g56 NaN NaN
g39-g57 NaN NaN
g39-g61 4 579
g39-g62 NaN NaN
g39-g63 NaN NaN
g39-g64 NaN NaN
g39-g65 NaN NaN
g39-g67 NaN NaN
g39-g68 NaN NaN
g39-g69 NaN NaN
g39-g70 NaN NaN
g39-g71 NaN NaN
g39-g72 NaN NaN
g39-g74 NaN NaN
g39-g75 NaN NaN
g39-g76 NaN NaN
g39-g77 NaN NaN
g39-g78 NaN NaN
g39-g79 NaN NaN
g39-g80 NaN NaN
g39-g81 NaN NaN
g39-g83 NaN NaN
g39-g84 NaN NaN
g39-g85 NaN NaN
g39-g87 NaN NaN
g39-g88 NaN NaN
g39-g89 NaN NaN
g39-g90 NaN NaN
g39-g91 NaN NaN
g39-g92 NaN NaN
g39-g94 NaN NaN
g39-g95 NaN NaN
g39-g96 NaN NaN
g39-g97 NaN NaN
g39-g98 NaN NaN
g39-g99 NaN NaN
g4-g100 71470 286893
g4-g101 240287 1760349
g4-g102 259943 2417733
g4-g103 262127 3485709
g4-g104 124 3383
g4-g105 136 3400
g4-g106 128 4591
g4-g107 40 4564
g4-g108 161 4937
g4-g109 554447 4062285
g4-g110 627346 9380405
g4-g111 129 5855
g4-g112 156007 1242257
g4-g51 16 1061
g4-g52 10156 81863
g4-g53 565 6969
g4-g54 23213 244472
g4-g55 28063 256974
g4-g56 23722 259469
g4-g57 216 7172
g4-g61 169066 602064
g4-g62 24705 224836
g4-g63 374388 2026931
g4-g64 NaN NaN
g4-g65 36578 472671
g4-g67 50867 372417
g4-g68 212536 2225520
g4-g69 25005 179366
g4-g70 22995 115222
g4-g71 25307 184135
g4-g72 4016 32535
g4-g74 14621 263256
g4-g75 45951 1847250
g4-g76 71067 8604525
g4-g77 73247 19910085
g4-g78 73755 940658
g4-g79 55066 449329
g4-g80 738 23466
g4-g81 85014 1121590
g4-g83 122927 1388589
g4-g84 122927 14905389
g4-g85 67191 306349
g4-g87 93149 890348
g4-g88 103311 1037178
g4-g89 92867 503457
g4-g90 165927 1378565
g4-g91 39297 287828
g4-g92 42383 316868
g4-g94 198319 1484061
g4-g95 900 29298
g4-g96 460 17565
g4-g97 23 4158
g4-g98 266 10720
g4-g99 270 10760
g40-g100 NaN NaN
g40-g101 NaN NaN
g40-g102 NaN NaN
g40-g103 NaN NaN
g40-g104 NaN NaN
g40-g105 NaN NaN
g40-g106 NaN NaN
g40-g107 NaN NaN
g40-g108 NaN NaN
g40-g109 NaN NaN
g40-g110 NaN NaN
g40-g111 NaN NaN
g40-g112 NaN NaN
g40-g51 NaN NaN
g40-g52 NaN NaN
g40-g53 NaN NaN
g40-g54 NaN NaN
g40-g55 NaN NaN
g40-g56 NaN NaN
g40-g57 NaN NaN
g40-g61 NaN NaN
g40-g62 NaN NaN
g40-g63 NaN NaN
g40-g64 NaN NaN
g40-g65 NaN NaN
g40-g67 NaN NaN
g40-g68 NaN NaN
g40-g69 NaN NaN
g40-g70 NaN NaN
g40-g71 NaN NaN
g40-g72 NaN NaN
g40-g74 NaN NaN
g40-g75 NaN NaN
g40-g76 NaN NaN
g40-g77 NaN NaN
g40-g78 NaN NaN
g40-g79 NaN NaN
g40-g80 NaN NaN
g40-g81 NaN NaN
g40-g83 NaN NaN
g40-g84 NaN NaN
g40-g85 NaN NaN
g40-g87 NaN NaN
g40-g88 NaN NaN
g40-g89 NaN NaN
g40-g90 NaN NaN
g40-g91 NaN NaN
g40-g92 NaN NaN
g40-g94 NaN NaN
g40-g95 NaN NaN
g40-g96 NaN NaN
g40-g97 NaN NaN
g40-g98 NaN NaN
g40-g99 NaN NaN
g41-g100 NaN NaN
g41-g101 NaN NaN
g41-g102 NaN NaN
g41-g103 NaN NaN
g41-g104 NaN NaN
g41-g105 NaN NaN
g41-g106 NaN NaN
g41-g107 NaN NaN
g41-g108 NaN NaN
g41-g109 NaN NaN
g41-g110 NaN NaN
g41-g111 NaN NaN
g41-g112 NaN NaN
g41-g51 NaN NaN
g41-g52 NaN NaN
g41-g53 NaN NaN
g41-g54 NaN NaN
g41-g55 NaN NaN
g41-g56 NaN NaN
g41-g57 NaN NaN
g41-g61 NaN NaN
g41-g62 NaN NaN
g41-g63 NaN NaN
g41-g64 NaN NaN
g41-g65 NaN NaN
g41-g67 NaN NaN
g41-g68 NaN NaN
g41-g69 NaN NaN
g41-g70 NaN NaN
g41-g71 NaN NaN
g41-g72 NaN NaN
g41-g74 NaN NaN
g41-g75 NaN NaN
g41-g76 NaN NaN
g41-g77 NaN NaN
g41-g78 NaN NaN
g41-g79 NaN NaN
g41-g80 NaN NaN
g41-g81 NaN NaN
g41-g83 NaN NaN
g41-g84 NaN NaN
g41-g85 NaN NaN
g41-g87 NaN NaN
g41-g88 NaN NaN
g41-g89 NaN NaN
g41-g90 NaN NaN
g41-g91 NaN NaN
g41-g92 NaN NaN
g41-g94 NaN NaN
g41-g95 NaN NaN
g41-g96 NaN NaN
g41-g97 NaN NaN
g41-g98 NaN NaN
g41-g99 NaN NaN
g42-g100 NaN NaN
g42-g101 NaN NaN
g42-g102 NaN NaN
g42-g103 NaN NaN
g42-g104 NaN NaN
g42-g105 NaN NaN
g42-g106 NaN NaN
g42-g107 NaN NaN
g42-g108 NaN NaN
g42-g109 NaN NaN
g42-g110 NaN NaN
g42-g111 NaN NaN
g42-g112 NaN NaN
g42-g51 NaN NaN
g42-g52 NaN NaN
g42-g53 NaN NaN
g42-g54 NaN NaN
g42-g55 NaN NaN
g42-g56 NaN NaN
g42-g57 NaN NaN
g42-g61 NaN NaN
g42-g62 NaN NaN
g42-g63 NaN NaN
g42-g64 NaN NaN
g42-g65 NaN NaN
g42-g67 NaN NaN
g42-g68 NaN NaN
g42-g69 NaN NaN
g42-g70 NaN NaN
g42-g71 NaN NaN
g42-g72 NaN NaN
g42-g74 NaN NaN
g42-g75 NaN NaN
g42-g76 NaN NaN
g42-g77 NaN NaN
g42-g78 NaN NaN
g42-g79 NaN NaN
g42-g80 NaN NaN
g42-g81 NaN NaN
g42-g83 NaN NaN
g42-g84 NaN NaN
g42-g85 NaN NaN
g42-g87 NaN NaN
g42-g88 NaN NaN
g42-g89 NaN NaN
g42-g90 NaN NaN
g42-g91 NaN NaN
g42-g92 NaN NaN
g42-g94 NaN NaN
g42-g95 NaN NaN
g42-g96 NaN NaN
g42-g97 NaN NaN
g42-g98 NaN NaN
g42-g99 NaN NaN
g43-g100 NaN NaN
g43-g101 NaN NaN
g43-g102 NaN NaN
g43-g103 NaN NaN
g43-g104 NaN NaN
g43-g105 NaN NaN
g43-g106 NaN NaN
g43-g107 NaN NaN
g43-g108 NaN NaN
g43-g109 NaN NaN
g43-g110 NaN NaN
g43-g111 NaN NaN
g43-g112 NaN NaN
g43-g51 NaN NaN
g43-g52 NaN NaN
g43-g53 NaN NaN
g43-g54 NaN NaN
g43-g55 NaN NaN
g43-g56 NaN NaN
g43-g57 NaN NaN
g43-g61 NaN NaN
g43-g62 NaN NaN
g43-g63 NaN NaN
g43-g64 NaN NaN
g43-g65 NaN NaN
g43-g67 NaN NaN
g43-g68 NaN NaN
g43-g69 NaN NaN
g43-g70 NaN NaN
g43-g71 NaN NaN
g43-g72 NaN NaN
g43-g74 NaN NaN
g43-g75 NaN NaN
g43-g76 NaN NaN
g43-g77 NaN NaN
g43-g78 NaN NaN
g43-g79 NaN NaN
g43-g80 NaN NaN
g43-g81 NaN NaN
g43-g83 NaN NaN
g43-g84 NaN NaN
g43-g85 NaN NaN
g43-g87 NaN NaN
g43-g88 NaN NaN
g43-g89 NaN NaN
g43-g90 NaN NaN
g43-g91 NaN NaN
g43-g92 NaN NaN
g43-g94 NaN NaN
g43-g95 NaN NaN
g43-g96 NaN NaN
g43-g97 NaN NaN
g43-g98 NaN NaN
g43-g99 NaN NaN
g44-g100 NaN NaN
g44-g101 NaN NaN
g44-g102 NaN NaN
g44-g103 NaN NaN
g44-g104 NaN NaN
g44-g105 NaN NaN
g44-g106 NaN NaN
g44-g107 NaN NaN
g44-g108 NaN NaN
g44-g109 NaN NaN
g44-g110 NaN NaN
g44-g111 NaN NaN
g44-g112 NaN NaN
g44-g51 NaN NaN
g44-g52 NaN NaN
g44-g53 NaN NaN
g44-g54 NaN NaN
g44-g55 NaN NaN
g44-g56 NaN NaN
g44-g57 NaN NaN
g44-g61 NaN NaN
g44-g62 NaN NaN
g44-g63 NaN NaN
g44-g64 NaN NaN
g44-g65 NaN NaN
g44-g67 NaN NaN
g44-g68 NaN NaN
g44-g69 NaN NaN
g44-g70 NaN NaN
g44-g71 NaN NaN
g44-g72 NaN NaN
g44-g74 NaN NaN
g44-g75 NaN NaN
g44-g76 NaN NaN
g44-g77 NaN NaN
g44-g78 NaN NaN
g44-g79 NaN NaN
g44-g80 NaN NaN
g44-g81 NaN NaN
g44-g83 NaN NaN
g44-g84 NaN NaN
g44-g85 NaN NaN
g44-g87 NaN NaN
g44-g88 NaN NaN
g44-g89 NaN NaN
g44-g90 NaN NaN
g44-g91 NaN NaN
g44-g92 NaN NaN
g44-g94 NaN NaN
g44-g95 NaN NaN
g44-g96 NaN NaN
g44-g97 NaN NaN
g44-g98 NaN NaN
g44-g99 NaN NaN
g45-g100 NaN NaN
g45-g101 NaN NaN
g45-g102 NaN NaN
g45-g103 NaN NaN
g45-g104 NaN NaN
g45-g105 NaN NaN
g45-g106 NaN NaN
g45-g107 NaN NaN
g45-g108 NaN NaN
g45-g109 NaN NaN
g45-g110 NaN NaN
g45-g111 NaN NaN
g45-g112 NaN NaN
g45-g51 NaN NaN
g45-g52 NaN NaN
g45-g53 NaN NaN
g45-g54 NaN NaN
g45-g55 NaN NaN
g45-g56 NaN NaN
g45-g57 NaN NaN
g45-g61 NaN NaN
g45-g62 NaN NaN
g45-g63 NaN NaN
g45-g64 NaN NaN
g45-g65 NaN NaN
g45-g67 NaN NaN
g45-g68 NaN NaN
g45-g69 NaN NaN
g45-g70 NaN NaN
g45-g71 NaN NaN
g45-g72 NaN NaN
g45-g74 NaN NaN
g45-g75 NaN NaN
g45-g76 NaN NaN
g45-g77 NaN NaN
g45-g78 NaN NaN
g45-g79 NaN NaN
g45-g80 NaN NaN
g45-g81 NaN NaN
g45-g83 NaN NaN
g45-g84 NaN NaN
g45-g85 NaN NaN
g45-g87 NaN NaN
g45-g88 NaN NaN
g45-g89 NaN NaN
g45-g90 NaN NaN
g45-g91 NaN NaN
g45-g92 NaN NaN
g45-g94 NaN NaN
g45-g95 NaN NaN
g45-g96 NaN NaN
g45-g97 NaN NaN
g45-g98 NaN NaN
g45-g99 NaN NaN
g46-g100 NaN NaN
g46-g101 NaN NaN
g46-g102 NaN NaN
g46-g103 NaN NaN
g46-g104 NaN NaN
g46-g105 NaN NaN
g46-g106 NaN NaN
g46-g107 NaN NaN
g46-g108 NaN NaN
g46-g109 NaN NaN
g46-g110 NaN NaN
g46-g111 NaN NaN
g46-g112 NaN NaN
g46-g51 NaN NaN
g46-g52 NaN NaN
g46-g53 NaN NaN
g46-g54 NaN NaN
g46-g55 NaN NaN
g46-g56 NaN NaN
g46-g57 NaN NaN
g46-g61 NaN NaN
g46-g62 NaN NaN
g46-g63 NaN NaN
g46-g64 NaN NaN
g46-g65 NaN NaN
g46-g67 NaN NaN
g46-g68 NaN NaN
g46-g69 NaN NaN
g46-g70 NaN NaN
g46-g71 NaN NaN
g46-g72 NaN NaN
g46-g74 NaN NaN
g46-g75 NaN NaN
g46-g76 NaN NaN
g46-g77 NaN NaN
g46-g78 NaN NaN
g46-g79 NaN NaN
g46-g80 NaN NaN
g46-g81 NaN NaN
g46-g83 NaN NaN
g46-g84 NaN NaN
g46-g85 NaN NaN
g46-g87 NaN NaN
g46-g88 NaN NaN
g46-g89 NaN NaN
g46-g90 NaN NaN
g46-g91 NaN NaN
g46-g92 NaN NaN
g46-g94 NaN NaN
g46-g95 NaN NaN
g46-g96 NaN NaN
g46-g97 NaN NaN
g46-g98 NaN NaN
g46-g99 NaN NaN
g47-g100 NaN NaN
g47-g101 NaN NaN
g47-g102 NaN NaN
g47-g103 NaN NaN
g47-g104 NaN NaN
g47-g105 NaN NaN
g47-g106 NaN NaN
g47-g107 NaN NaN
g47-g108 NaN NaN
g47-g109 NaN NaN
g47-g110 NaN NaN
g47-g111 NaN NaN
g47-g112 NaN NaN
g47-g51 NaN NaN
g47-g52 NaN NaN
g47-g53 NaN NaN
g47-g54 NaN NaN
g47-g55 NaN NaN
g47-g56 NaN NaN
g47-g57 NaN NaN
g47-g61 NaN NaN
g47-g62 NaN NaN
g47-g63 NaN NaN
g47-g64 NaN NaN
g47-g65 NaN NaN
g47-g67 NaN NaN
g47-g68 NaN NaN
g47-g69 NaN NaN
g47-g70 NaN NaN
g47-g71 NaN NaN
g47-g72 NaN NaN
g47-g74 NaN NaN
g47-g75 NaN NaN
g47-g76 NaN NaN
g47-g77 NaN NaN
g47-g78 NaN NaN
g47-g79 NaN NaN
g47-g80 NaN NaN
g47-g81 NaN NaN
g47-g83 NaN NaN
g47-g84 NaN NaN
g47-g85 NaN NaN
g47-g87 NaN NaN
g47-g88 NaN NaN
g47-g89 NaN NaN
g47-g90 NaN NaN
g47-g91 NaN NaN
g47-g92 NaN NaN
g47-g94 NaN NaN
g47-g95 NaN NaN
g47-g96 NaN NaN
g47-g97 NaN NaN
g47-g98 NaN NaN
g47-g99 NaN NaN
g48-g100 NaN NaN
g48-g101 NaN NaN
g48-g102 NaN NaN
g48-g103 NaN NaN
g48-g104 NaN NaN
g48-g105 NaN NaN
g48-g106 NaN NaN
g48-g107 NaN NaN
g48-g108 NaN NaN
g48-g109 NaN NaN
g48-g110 NaN NaN
g48-g111 NaN NaN
g48-g112 NaN NaN
g48-g51 NaN NaN
g48-g52 NaN NaN
g48-g53 NaN NaN
g48-g54 NaN NaN
g48-g55 NaN NaN
g48-g56 NaN NaN
g48-g57 NaN NaN
g48-g61 NaN NaN
g48-g62 NaN NaN
g48-g63 NaN NaN
g48-g64 NaN NaN
g48-g65 NaN NaN
g48-g67 NaN NaN
g48-g68 NaN NaN
g48-g69 NaN NaN
g48-g70 NaN NaN
g48-g71 NaN NaN
g48-g72 NaN NaN
g48-g74 NaN NaN
g48-g75 NaN NaN
g48-g76 NaN NaN
g48-g77 NaN NaN
g48-g78 NaN NaN
g48-g79 NaN NaN
g48-g80 NaN NaN
g48-g81 NaN NaN
g48-g83 NaN NaN
g48-g84 NaN NaN
g48-g85 NaN NaN
g48-g87 NaN NaN
g48-g88 NaN NaN
g48-g89 NaN NaN
g48-g90 NaN NaN
g48-g91 NaN NaN
g48-g92 NaN NaN
g48-g94 NaN NaN
g48-g95 NaN NaN
g48-g96 NaN NaN
g48-g97 NaN NaN
g48-g98 NaN NaN
g48-g99 NaN NaN
g49-g100 NaN NaN
g49-g101 NaN NaN
g49-g102 NaN NaN
g49-g103 NaN NaN
g49-g104 NaN NaN
g49-g105 NaN NaN
g49-g106 NaN NaN
g49-g107 NaN NaN
g49-g108 NaN NaN
g49-g109 NaN NaN
g49-g110 NaN NaN
g49-g111 NaN NaN
g49-g112 NaN NaN
g49-g51 NaN NaN
g49-g52 NaN NaN
g49-g53 NaN NaN
g49-g54 NaN NaN
g49-g55 NaN NaN
g49-g56 NaN NaN
g49-g57 NaN NaN
g49-g61 NaN NaN
g49-g62 NaN NaN
g49-g63 NaN NaN
g49-g64 NaN NaN
g49-g65 NaN NaN
g49-g67 NaN NaN
g49-g68 NaN NaN
g49-g69 NaN NaN
g49-g70 NaN NaN
g49-g71 NaN NaN
g49-g72 NaN NaN
g49-g74 NaN NaN
g49-g75 NaN NaN
g49-g76 NaN NaN
g49-g77 NaN NaN
g49-g78 NaN NaN
g49-g79 NaN NaN
g49-g80 NaN NaN
g49-g81 NaN NaN
g49-g83 NaN NaN
g49-g84 NaN NaN
g49-g85 NaN NaN
g49-g87 NaN NaN
g49-g88 NaN NaN
g49-g89 NaN NaN
g49-g90 NaN NaN
g49-g91 NaN NaN
g49-g92 NaN NaN
g49-g94 NaN NaN
g49-g95 NaN NaN
g49-g96 NaN NaN
g49-g97 NaN NaN
g49-g98 NaN NaN
g49-g99 NaN NaN
g5-g100 NaN NaN
g5-g101 19 6650
g5-g102 21 6696
g5-g103 2196 91830
g5-g104 2688 57065
g5-g105 2356 57918
g5-g106 8525 207433
g5-g107 4592 110552
g5-g108 5369 129605
g5-g109 158 15953
g5-g110 3511 212085
g5-g111 8527 211302
g5-g112 1622 21142
g5-g51 442 542
g5-g52 26 1423
g5-g53 829 19367
g5-g54 93 4766
g5-g55 68 3621
g5-g56 101 5242
g5-g57 6561346 552194
g5-g61 22 1185
g5-g62 36 3725
g5-g63 8118 548847
g5-g64 777 705
g5-g65 447 21138
g5-g67 12 1438
