instance clique james-cpp-max kdown clique-par/t32 james-cpp-max-par/t32 kdown-par/t32 james-cpp-max-par/t4 james-cpp-max-par/t16 james-cpp-max-par/t32r kdown-par/t4 kdown-par/t16 kdown-par/t32r
mcs30_m4D_s50_AB09 1000000 1000000 1000000 1000004 53594 1000001 332386 83499 54533 1000000 1000000 1000001
mcs30_m4Dr2_s50_AB00 1000000 1000000 1000000 1000004 209864 1000001 527521 246343 209478 1000000 1000000 1000001
mcs30_m4Dr2_s50_AB01 1000000 1000000 1000000 1000005 123292 1000001 705065 117778 95295 1000000 1000000 1000001
mcs30_m4Dr2_s50_AB02 1000000 1000000 1000000 1000004 1000004 1000001 1000000 1000001 1000002 1000000 1000000 1000001
mcs30_m4Dr2_s50_AB03 1000000 1000000 1000000 1000004 367973 1000001 919287 392607 362164 1000000 1000000 1000001
mcs30_m4Dr2_s50_AB04 1000001 1000000 1000000 1000004 1000004 1000001 1000000 1000001 1000004 1000000 1000000 1000001
mcs30_m4Dr2_s50_AB05 1000000 1000000 1000000 1000003 688788 1000001 1000000 1000001 635440 1000000 1000000 1000001
mcs30_m4Dr2_s50_AB06 1000000 1000000 1000000 1000004 1000003 1000001 1000000 1000001 1000003 1000000 1000000 1000001
mcs30_m4Dr2_s50_AB07 1000000 1000000 1000000 1000004 272658 1000001 1000000 366821 231003 1000000 1000000 1000001
mcs30_m4Dr2_s50_AB08 1000000 1000000 1000000 1000003 277413 1000001 1000000 477560 263419 1000000 1000000 1000001
mcs30_m4Dr2_s50_AB09 1000000 1000000 1000000 1000003 145079 1000001 980432 225719 144829 1000000 1000000 1000001
mcs30_m4Dr4_s50_AB00 1000000 1000000 1000000 1000004 563238 1000001 1000000 685754 564290 1000000 1000000 1000001
mcs30_m4Dr4_s50_AB01 1000000 1000000 1000000 1000003 1000003 1000001 1000000 1000002 1000003 1000000 1000000 1000001
mcs30_m4Dr4_s50_AB02 1000000 1000000 1000000 1000004 1000003 1000001 1000000 1000001 1000004 1000000 1000000 1000001
mcs30_m4Dr4_s50_AB03 1000000 1000000 1000000 1000004 1000002 1000001 1000000 1000000 1000001 1000000 1000000 1000001
mcs30_m4Dr4_s50_AB04 1000000 1000000 1000000 1000004 1000003 1000001 1000000 1000001 1000003 1000000 1000000 1000001
mcs30_m4Dr4_s50_AB05 1000000 1000000 1000000 1000004 430631 1000001 1000000 621608 361697 1000000 1000000 1000001
mcs30_m4Dr4_s50_AB06 1000001 1000000 1000000 1000004 988133 1000001 1000000 971261 748329 1000000 1000000 1000001
mcs30_m4Dr4_s50_AB07 1000000 1000000 1000000 1000003 1000002 1000001 1000000 1000000 1000004 1000000 1000000 1000001
mcs30_m4Dr4_s50_AB08 1000000 1000000 1000000 1000003 1000002 1000001 1000000 1000001 1000002 1000000 1000000 1000001
mcs30_m4Dr4_s50_AB09 1000001 1000000 1000000 1000004 1000003 1000001 1000000 1000001 1000003 1000000 1000000 1000001
mcs30_m4Dr6_s50_AB00 1000000 1000000 1000000 1000003 849379 1000001 1000000 996471 878392 1000000 1000000 1000001
mcs30_m4Dr6_s50_AB01 1000001 1000000 1000000 1000004 1000003 1000001 1000000 1000002 1000003 1000000 1000000 1000001
mcs30_m4Dr6_s50_AB02 1000000 1000000 1000000 1000004 1000005 1000001 1000000 1000001 1000002 1000000 1000000 1000001
mcs30_m4Dr6_s50_AB03 1000000 1000000 1000000 1000005 1000003 1000001 1000000 1000001 1000003 1000000 1000000 1000001
mcs30_m4Dr6_s50_AB04 1000000 1000000 1000000 1000004 485489 1000001 1000000 819140 490083 1000000 1000000 1000001
mcs30_m4Dr6_s50_AB05 1000000 1000000 1000000 1000003 1000003 1000001 1000000 1000001 1000002 1000000 1000000 1000002
mcs30_m4Dr6_s50_AB06 1000000 1000000 1000000 1000004 1000003 1000002 1000000 1000001 1000003 1000000 1000000 1000001
mcs30_m4Dr6_s50_AB07 1000000 1000000 1000000 1000005 1000003 1000001 1000000 1000002 1000003 1000000 1000000 1000001
mcs30_m4Dr6_s50_AB08 1000000 1000000 1000000 1000003 1000003 1000001 1000000 1000000 1000003 1000000 1000000 1000001
mcs30_m4Dr6_s50_AB09 1000000 1000000 1000000 1000004 1000004 1000001 1000000 1000000 1000004 1000000 1000000 1000001
mcs30_r005_s20_AB00 28 4 243 24 7 52 2 5 8 97 46 45
mcs30_r005_s20_AB01 1286 6 258 83 8 64 3 7 8 59 42 65
mcs30_r005_s20_AB02 77 2 152 30 6 60 3 4 7 57 38 54
mcs30_r005_s20_AB03 222 9 794 48 7 44 3 4 7 51 34 37
mcs30_r005_s20_AB04 45 6 237 24 8 128 5 8 10 228 117 115
mcs30_r005_s20_AB05 18 2 150 42 8 100 4 4 8 114 70 57
mcs30_r005_s20_AB06 53 2 171 47 11 87 3 4 7 123 97 69
mcs30_r005_s20_AB07 70 0 60 42 8 51 1 3 7 28 19 28
mcs30_r005_s20_AB08 65 4 690 52 9 114 3 5 10 96 89 77
mcs30_r005_s20_AB09 26 0 130 39 6 73 1 2 6 71 55 44
mcs30_r005_s25_AB00 13777 22 2216 583 9 414 20 9 11 1072 465 432
mcs30_r005_s25_AB01 4694 106 3396 293 14 822 47 13 23 1096 818 794
mcs30_r005_s25_AB02 968 28 1278 183 8 207 9 5 11 235 176 153
mcs30_r005_s25_AB03 9745 21 1621 382 8 448 9 10 13 560 421 398
mcs30_r005_s25_AB04 11240 18 447 523 11 229 9 8 12 276 220 233
mcs30_r005_s25_AB05 4691 32 2113 296 10 383 23 9 12 491 349 396
mcs30_r005_s25_AB06 10556 91 21966 608 16 531 49 13 19 1062 526 527
mcs30_r005_s25_AB07 532 8 1020 120 11 264 8 8 11 328 313 166
mcs30_r005_s25_AB08 23272 50 3007 834 11 137 29 9 12 275 130 119
mcs30_r005_s25_AB09 921 22 1222 103 11 118 7 7 10 229 100 112
mcs30_r005_s30_AB00 71902 1226 16605 2293 93 5430 860 228 89 11781 6198 5922
mcs30_r005_s30_AB01 273310 1324 53153 8650 119 9466 541 183 130 16397 8577 8844
mcs30_r005_s30_AB02 772202 643 7176 20931 28 2739 250 89 43 3221 2324 2874
mcs30_r005_s30_AB03 706040 181 1927 17953 14 1572 98 23 18 1502 1625 1532
mcs30_r005_s30_AB04 186031 419 6758 4997 23 1640 127 33 28 4997 1565 1831
mcs30_r005_s30_AB05 167565 789 11814 5516 60 7104 440 118 71 5955 3834 7183
mcs30_r005_s30_AB06 175902 572 8249 4521 54 3013 228 78 60 3046 2159 2656
mcs30_r005_s30_AB07 426211 2194 112409 13512 165 22316 1149 247 183 43282 17622 22694
mcs30_r005_s30_AB08 461373 767 21434 12925 54 5264 304 89 60 14550 6496 5363
mcs30_r005_s30_AB09 517714 371 12348 17551 30 4308 177 81 29 8752 3752 4235
mcs30_r005_s35_AB00 1000000 3622 229186 424575 396 51467 1218 581 402 104765 50230 52594
mcs30_r005_s35_AB01 1000000 28268 1000000 1000003 2244 245812 8790 2211 1798 599788 215726 241603
mcs30_r005_s35_AB02 1000000 9545 152776 357005 480 66749 3776 973 548 65248 41151 74120
mcs30_r005_s35_AB03 1000000 2591 108251 151223 229 34979 1321 346 240 41473 25878 32839
mcs30_r005_s35_AB04 1000000 9504 182157 383230 631 110619 3257 1054 624 83411 56145 115324
mcs30_r005_s35_AB05 1000000 9813 652120 355607 923 91483 4605 1263 971 221346 71800 86559
mcs30_r005_s35_AB06 1000000 32509 1000000 1000003 1953 263787 10572 3041 1936 553040 252918 245918
mcs30_r005_s35_AB07 1000000 3296 262070 1000002 498 39442 1342 431 470 88541 32439 37722
mcs30_r005_s35_AB08 1000000 12142 347110 517383 470 81733 3772 907 464 221150 88520 82560
mcs30_r005_s35_AB09 1000000 6419 439473 224319 567 96481 3208 953 548 212223 75515 94443
mcs30_r005_s40_AB00 1000000 176368 1000000 1000003 18181 1000001 61669 20458 25945 1000000 1000000 1000001
mcs30_r005_s40_AB01 1000000 208298 1000000 1000003 16381 1000001 67169 18818 13847 1000000 1000000 1000001
mcs30_r005_s40_AB02 1000000 117710 1000000 1000003 16129 1000001 57577 21507 18156 1000000 1000000 1000001
mcs30_r005_s40_AB03 1000000 146182 1000000 1000003 13844 1000001 49691 16822 12413 1000000 1000000 1000001
mcs30_r005_s40_AB04 1000000 98652 1000000 1000003 9220 814975 36171 11690 9419 1000000 775300 848764
mcs30_r005_s40_AB05 1000000 157060 1000000 1000003 17391 1000001 53596 30666 18049 1000000 1000000 1000001
mcs30_r005_s40_AB06 1000000 336715 1000000 1000004 20071 1000001 100843 30910 18953 1000000 1000000 1000001
mcs30_r005_s40_AB07 1000000 743731 1000000 1000003 68638 1000001 338960 100518 68108 1000000 1000000 1000001
mcs30_r005_s40_AB08 1000000 95947 1000000 1000003 7277 994110 34170 10234 7706 1000000 1000000 1000001
mcs30_r005_s40_AB09 1000000 401351 1000000 1000003 40493 1000001 159482 56571 40630 1000000 910893 972949
mcs30_r005_s50_AB00 1000000 1000000 1000000 1000003 1000000 1000001 1000000 1000000 1000001 1000000 1000000 1000001
mcs30_r005_s50_AB01 1000000 1000000 1000000 1000004 1000001 1000002 1000000 1000000 1000001 1000000 1000000 1000002
mcs30_r005_s50_AB02 1000000 1000000 1000000 1000003 1000001 1000001 1000000 1000000 1000002 1000000 1000000 1000001
mcs30_r005_s50_AB03 1000000 1000000 1000000 1000004 1000002 1000001 1000000 1000000 1000001 1000000 1000000 1000001
mcs30_r005_s50_AB04 1000001 1000000 1000000 1000004 1000001 1000001 1000000 1000000 1000001 1000000 1000000 1000001
mcs30_r005_s50_AB05 1000000 1000000 1000000 1000004 1000001 1000001 1000000 1000000 1000001 1000000 1000000 1000001
mcs30_r005_s50_AB06 1000000 1000000 1000000 1000004 1000001 1000001 1000000 1000000 1000001 1000000 1000000 1000001
mcs30_r005_s50_AB07 1000000 1000000 1000000 1000004 1000001 1000001 1000000 1000000 1000001 1000000 1000000 1000001
mcs30_r005_s50_AB08 1000000 1000000 1000000 1000003 1000001 1000001 1000000 1000000 1000001 1000000 1000000 1000001
mcs30_r005_s50_AB09 1000001 1000000 1000000 1000004 1000001 1000001 1000000 1000000 1000001 1000000 1000000 1000001
mcs30_r01_s10_AB00 1 0 0 9 3 9 0 1 1 1 2 4
mcs30_r01_s10_AB01 1 0 1 8 5 14 0 1 3 2 4 7
mcs30_r01_s10_AB02 0 0 2 7 3 12 0 1 1 1 3 10
mcs30_r01_s10_AB03 1 0 1 10 6 13 0 2 1 2 6 7
mcs30_r01_s10_AB04 0 0 1 10 3 14 0 1 2 2 4 7
mcs30_r01_s10_AB05 1 0 2 9 3 10 0 1 1 1 4 5
mcs30_r01_s10_AB06 1 0 1 8 3 13 0 2 3 2 5 9
mcs30_r01_s10_AB07 1 0 1 8 3 14 0 1 2 2 5 8
mcs30_r01_s10_AB08 0 0 0 9 3 11 0 1 2 1 4 8
mcs30_r01_s10_AB09 1 0 7 9 5 21 0 2 3 4 8 10
mcs30_r01_s15_AB00 11 1 60 18 12 43 3 6 7 20 15 29
mcs30_r01_s15_AB01 10 2 40 14 15 38 4 6 7 23 21 28
mcs30_r01_s15_AB02 10 1 13 16 10 40 2 4 6 16 20 19
mcs30_r01_s15_AB03 5 0 42 14 9 33 1 4 6 11 12 21
mcs30_r01_s15_AB04 11 1 32 17 9 46 2 3 5 28 17 31
mcs30_r01_s15_AB05 10 1 35 17 14 45 3 6 7 18 17 24
mcs30_r01_s15_AB06 9 0 19 17 10 34 2 4 7 16 17 20
mcs30_r01_s15_AB07 9 0 31 16 11 34 2 4 7 21 13 14
mcs30_r01_s15_AB08 5 1 25 16 11 49 4 5 6 17 16 28
mcs30_r01_s15_AB09 9 1 21 17 12 44 3 4 6 21 17 21
mcs30_r01_s20_AB00 169 23 605 44 13 447 21 13 14 387 323 439
mcs30_r01_s20_AB01 197 19 676 56 12 322 12 12 13 439 264 328
mcs30_r01_s20_AB02 60 9 348 40 17 238 11 12 11 228 160 161
mcs30_r01_s20_AB03 135 15 164 35 12 134 12 11 11 103 84 134
mcs30_r01_s20_AB04 133 19 674 39 13 302 14 11 10 314 189 208
mcs30_r01_s20_AB05 61 16 277 49 18 176 12 11 13 169 99 114
mcs30_r01_s20_AB06 202 17 372 53 14 219 25 14 13 249 266 174
mcs30_r01_s20_AB07 198 8 393 56 15 332 13 11 12 266 239 282
mcs30_r01_s20_AB08 214 25 744 55 13 383 20 12 12 558 346 325
mcs30_r01_s20_AB09 139 53 872 50 16 394 29 13 11 403 334 295
mcs30_r01_s25_AB00 10549 393 16627 559 51 3642 278 84 57 6473 2659 3361
mcs30_r01_s25_AB01 7606 328 9844 362 40 2305 166 62 42 3366 1976 2181
mcs30_r01_s25_AB02 8670 513 5338 460 45 3178 229 60 40 3367 2678 3162
mcs30_r01_s25_AB03 5126 759 19460 321 63 5422 329 97 65 11462 4747 5447
mcs30_r01_s25_AB04 11721 282 12665 540 26 1919 122 42 35 3180 1300 1896
mcs30_r01_s25_AB05 13000 677 24815 571 75 6038 331 142 90 9589 4531 5901
mcs30_r01_s25_AB06 8673 756 32797 410 101 6423 315 124 93 8905 4648 5843
mcs30_r01_s25_AB07 5026 453 20278 287 73 4559 315 106 88 8259 3788 4922
mcs30_r01_s25_AB08 9834 500 11166 476 51 4679 250 89 68 7373 4176 4641
mcs30_r01_s25_AB09 8963 310 11304 407 38 2911 170 78 65 4396 2353 3076
mcs30_r01_s30_AB00 294007 7570 304562 9599 878 53609 4297 1114 807 115511 45592 54883
mcs30_r01_s30_AB01 274490 12090 209937 9529 943 79999 4725 1356 817 93845 71468 70930
mcs30_r01_s30_AB02 168216 3023 160645 5724 553 47353 1578 854 511 90988 44952 43011
mcs30_r01_s30_AB03 164654 9205 380556 5273 1481 73539 4067 1757 1485 149889 61915 77638
mcs30_r01_s30_AB04 197525 5123 163988 6285 459 21801 2031 703 487 53796 21054 20406
mcs30_r01_s30_AB05 328862 9585 220674 10372 783 86843 3990 1260 879 143364 71080 82578
mcs30_r01_s30_AB06 295025 8769 341394 9376 741 88994 3368 1089 798 181610 79489 84014
mcs30_r01_s30_AB07 357759 8394 422777 11390 1292 79042 4691 1802 1434 151627 68927 84121
mcs30_r01_s30_AB08 212706 8819 383152 6865 1804 72199 4977 1822 1685 150452 62868 74222
mcs30_r01_s30_AB09 253343 9324 479040 8135 1349 87515 3850 1775 1374 157192 74532 83007
mcs30_r01_s35_AB00 1000000 207773 1000000 176796 21052 1000001 75875 28011 20702 1000000 1000000 1000001
mcs30_r01_s35_AB01 1000000 95293 1000000 84825 8503 748351 33719 10757 6539 1000000 689763 682886
mcs30_r01_s35_AB02 1000000 110639 1000000 294484 17184 893696 61286 19682 16466 1000000 805511 892930
mcs30_r01_s35_AB03 1000000 222334 1000000 325778 36890 1000001 96611 43358 36652 1000000 1000000 1000001
mcs30_r01_s35_AB04 1000000 111923 1000000 291442 20047 998607 50818 25165 20329 1000000 942556 1000001
mcs30_r01_s35_AB05 1000000 65628 1000000 204120 15476 639628 28525 16054 14907 1000000 574470 674238
mcs30_r01_s35_AB06 1000000 158970 1000000 393249 28644 1000001 62401 26435 22219 1000000 1000000 1000001
mcs30_r01_s35_AB07 1000000 106334 1000000 106239 18469 1000001 46069 20695 17641 1000000 1000000 1000001
mcs30_r01_s35_AB08 1000000 63200 1000000 204657 9194 514579 26669 9299 8372 1000000 529641 515695
mcs30_r01_s35_AB09 1000000 249118 1000000 299359 25263 1000002 116472 34754 24715 1000000 1000000 1000001
mcs30_r01_s40_AB00 1000000 1000000 1000000 1000002 334560 1000002 830023 406865 345477 1000000 1000000 1000001
mcs30_r01_s40_AB01 1000000 833177 1000000 1000004 283939 1000001 415720 233676 208655 1000000 1000000 1000001
mcs30_r01_s40_AB02 1000000 1000000 1000000 1000003 242275 1000001 652026 279399 241971 1000000 1000000 1000001
mcs30_r01_s40_AB03 1000000 1000000 1000000 1000003 319442 1000001 1000000 421091 309237 1000000 1000000 1000001
mcs30_r01_s40_AB04 1000000 1000000 1000000 1000002 724445 1000001 1000000 835766 729543 1000000 1000000 1000001
mcs30_r01_s40_AB05 1000000 1000000 1000000 1000003 419795 1000001 945518 458416 420554 1000000 1000000 1000001
mcs30_r01_s40_AB06 1000000 1000000 1000000 1000003 1000003 1000002 1000000 938374 838743 1000000 1000000 1000001
mcs30_r01_s40_AB07 1000000 1000000 1000000 1000004 332187 1000001 1000000 447291 342140 1000000 1000000 1000001
mcs30_r01_s40_AB08 1000000 1000000 1000000 1000002 239973 1000001 586425 281592 248699 1000000 1000001 1000001
mcs30_r01_s40_AB09 1000000 1000000 1000000 1000003 338930 1000001 861224 414038 348837 1000000 1000000 1000001
mcs30_r01_s50_AB00 1000000 1000000 1000000 1000004 1000001 1000001 1000000 1000000 1000000 1000000 1000000 1000002
mcs30_r01_s50_AB01 1000000 1000000 1000000 1000004 1000001 1000001 1000000 1000000 1000001 1000000 1000000 1000001
mcs30_r01_s50_AB02 1000000 1000000 1000000 1000003 1000001 1000001 1000000 1000000 1000001 1000000 1000000 1000001
mcs30_r01_s50_AB03 1000000 1000000 1000000 1000004 1000001 1000001 1000000 1000000 1000001 1000000 1000000 1000001
mcs30_r01_s50_AB04 1000000 1000000 1000000 1000004 1000001 1000001 1000000 1000000 1000001 1000000 1000000 1000001
mcs30_r01_s50_AB05 1000000 1000000 1000000 1000004 1000001 1000001 1000000 1000000 1000001 1000000 1000000 1000001
mcs30_r01_s50_AB06 1000000 1000000 1000000 1000004 1000001 1000001 1000000 1000000 1000001 1000000 1000000 1000001
mcs30_r01_s50_AB07 1000000 1000000 1000000 1000004 1000001 1000001 1000000 1000000 1000001 1000000 1000000 1000001
mcs30_r01_s50_AB08 1000000 1000000 1000000 1000003 1000001 1000001 1000000 1000000 1000001 1000000 1000000 1000001
mcs30_r01_s50_AB09 1000000 1000000 1000000 1000004 1000001 1000001 1000000 1000000 1000001 1000000 1000000 1000001
mcs30_r02_s10_AB00 0 0 1 9 6 18 1 2 2 4 8 15
mcs30_r02_s10_AB01 1 0 1 8 5 15 0 1 3 2 4 10
mcs30_r02_s10_AB02 1 0 0 8 4 10 0 1 2 1 4 8
mcs30_r02_s10_AB03 0 0 1 9 4 13 1 2 4 3 4 10
mcs30_r02_s10_AB04 1 0 3 9 6 17 1 2 3 3 6 12
mcs30_r02_s10_AB05 0 0 0 10 4 16 0 2 2 2 3 10
mcs30_r02_s10_AB06 0 0 1 8 5 16 0 1 3 2 7 12
mcs30_r02_s10_AB07 0 0 2 9 6 19 1 3 3 4 8 11
mcs30_r02_s10_AB08 1 0 0 9 4 12 0 1 2 2 4 9
mcs30_r02_s10_AB09 1 0 4 7 6 22 1 3 3 3 7 16
mcs30_r02_s15_AB00 7 3 43 16 14 56 5 5 8 49 30 34
mcs30_r02_s15_AB01 6 2 58 15 13 63 5 6 7 41 35 45
mcs30_r02_s15_AB02 5 2 57 17 12 55 4 8 9 21 24 36
mcs30_r02_s15_AB03 5 2 66 14 12 59 4 4 7 29 22 42
mcs30_r02_s15_AB04 7 4 102 16 15 67 5 8 9 50 35 40
mcs30_r02_s15_AB05 7 2 58 16 19 86 7 11 10 59 40 45
mcs30_r02_s15_AB06 5 1 82 16 12 61 5 7 8 45 27 37
mcs30_r02_s15_AB07 4 2 76 14 15 72 5 7 7 37 31 49
mcs30_r02_s15_AB08 5 3 34 17 13 60 5 8 8 47 38 35
mcs30_r02_s15_AB09 5 4 41 15 14 55 5 7 8 58 38 33
mcs30_r02_s20_AB00 69 109 1222 44 22 664 56 35 27 731 530 650
mcs30_r02_s20_AB01 73 97 1454 27 25 474 45 22 20 568 433 494
mcs30_r02_s20_AB02 37 50 949 26 21 549 41 24 21 577 464 523
mcs30_r02_s20_AB03 64 41 1023 22 24 642 44 32 22 799 574 571
mcs30_r02_s20_AB04 44 62 1572 20 19 481 40 35 23 721 416 413
mcs30_r02_s20_AB05 111 129 945 39 24 752 71 25 27 603 541 722
mcs30_r02_s20_AB06 57 66 2567 34 22 634 48 27 22 883 515 540
mcs30_r02_s20_AB07 66 48 1325 35 25 506 47 39 23 748 448 543
mcs30_r02_s20_AB08 46 39 1485 43 24 435 43 36 23 608 374 391
mcs30_r02_s20_AB09 68 82 1754 46 30 627 57 23 24 1002 544 522
mcs30_r02_s25_AB00 958 883 22005 134 164 6530 446 184 136 13235 5289 6161
mcs30_r02_s25_AB01 1636 2370 69653 154 356 13807 877 404 285 20687 11073 12082
mcs30_r02_s25_AB02 1479 2018 44220 171 311 10658 887 406 329 21872 8993 11260
mcs30_r02_s25_AB03 1296 1689 40472 143 218 9834 852 305 262 17055 8222 9812
mcs30_r02_s25_AB04 1301 1497 39668 150 301 9716 791 360 252 17133 6921 9177
mcs30_r02_s25_AB05 1240 1192 36375 134 212 8698 698 305 244 15672 6802 8097
mcs30_r02_s25_AB06 1722 1846 46581 140 338 10239 928 442 340 18622 8025 9387
mcs30_r02_s25_AB07 1178 1248 34761 104 223 7896 731 323 276 13651 6438 8179
mcs30_r02_s25_AB08 1318 1347 34693 115 202 8224 739 284 279 14002 6699 8817
mcs30_r02_s25_AB09 1601 1836 42001 120 249 10009 873 355 325 18687 8415 10252
mcs30_r02_s30_AB00 18522 25243 876002 793 5363 206132 12333 6262 5300 313172 168089 176837
mcs30_r02_s30_AB01 26254 21122 604738 948 3785 111174 7362 3794 3141 252319 92564 114079
mcs30_r02_s30_AB02 11370 12391 422548 505 2391 98986 6613 2593 2236 189181 86526 95952
mcs30_r02_s30_AB03 22581 28512 888483 936 6067 177335 15472 7163 6038 351858 155233 175864
mcs30_r02_s30_AB04 15864 20903 565093 777 2658 116721 7757 3400 2925 267888 107232 109991
mcs30_r02_s30_AB05 30560 39662 1000000 1119 7478 234987 19765 9252 7570 386195 205558 230095
mcs30_r02_s30_AB06 14985 21403 737989 628 3424 101632 7194 3397 2963 195761 82539 93022
mcs30_r02_s30_AB07 16312 23727 669377 676 4801 135571 11351 5936 5408 244314 119816 136420
mcs30_r02_s30_AB08 22915 29671 849432 896 5882 176201 13037 6883 5612 327327 159362 169824
mcs30_r02_s30_AB09 22336 32494 1000000 982 5639 206937 15156 6843 6050 405037 178309 204436
mcs30_r02_s35_AB00 182702 159402 1000000 5595 35877 1000001 75290 42257 36943 1000000 1000000 1000001
mcs30_r02_s35_AB01 418324 408496 1000000 12713 109208 1000001 181407 91672 82315 1000000 1000000 1000001
mcs30_r02_s35_AB02 200890 135315 1000000 6513 32405 1000001 61268 36696 31797 1000000 925884 1000001
mcs30_r02_s35_AB03 364056 335235 1000000 11129 100394 1000001 164068 108962 98748 1000000 1000000 1000001
mcs30_r02_s35_AB04 186303 176521 1000000 5957 31130 1000001 76131 38770 31178 1000000 1000000 1000001
mcs30_r02_s35_AB05 286858 247741 1000000 8430 42444 1000001 96841 50536 40597 1000000 1000000 1000001
mcs30_r02_s35_AB06 400213 246185 1000000 12528 64634 1000001 105645 55535 48328 1000000 1000000 1000001
mcs30_r02_s35_AB07 204066 163918 1000000 6686 33948 1000001 81731 37906 33292 1000000 1000000 1000001
mcs30_r02_s35_AB08 370980 316151 1000000 11048 79020 1000001 184029 87405 76217 1000000 1000000 1000001
mcs30_r02_s35_AB09 252211 270502 1000000 8096 46093 1000001 147588 57139 47223 1000000 1000000 1000001
mcs30_r02_s40_AB00 1000000 1000000 1000000 114841 943924 1000001 1000000 1000002 935475 1000000 1000000 1000001
mcs30_r02_s40_AB01 1000000 1000000 1000000 91681 625710 1000001 1000000 535041 472037 1000000 1000000 1000001
mcs30_r02_s40_AB02 1000000 1000000 1000000 104243 847012 1000001 1000000 933477 860789 1000000 1000000 1000001
mcs30_r02_s40_AB03 1000000 1000000 1000000 105921 532803 1000001 1000000 631196 545326 1000000 1000000 1000001
mcs30_r02_s40_AB04 1000000 1000000 1000000 102413 917052 1000001 1000000 995198 910843 1000000 1000000 1000001
mcs30_r02_s40_AB05 1000000 1000000 1000000 74965 385720 1000001 743657 431186 380363 1000000 1000000 1000001
mcs30_r02_s40_AB06 1000000 1000000 1000000 121039 1000003 1000001 1000000 932062 848396 1000000 1000000 1000001
mcs30_r02_s40_AB07 1000000 1000000 1000000 93419 750265 1000001 1000000 827766 745498 1000000 1000000 1000001
mcs30_r02_s40_AB08 1000000 1000000 1000000 99608 762294 1000001 1000000 838323 760314 1000000 1000000 1000001
mcs30_r02_s40_AB09 1000000 1000000 1000000 106282 858413 1000001 1000000 937298 875684 1000000 1000000 1000001
mcs30_r02_s50_AB00 1000000 1000000 1000000 1000004 1000001 1000001 1000000 1000000 1000001 1000000 1000000 1000001
mcs30_r02_s50_AB01 1000000 1000000 1000000 1000004 1000001 1000001 1000000 1000000 1000001 1000000 1000000 1000001
mcs30_r02_s50_AB02 1000000 1000000 1000000 1000004 1000001 1000001 1000000 1000000 1000001 1000000 1000000 1000001
mcs30_r02_s50_AB03 1000000 1000000 1000000 1000004 1000001 1000001 1000000 1000000 1000001 1000000 1000000 1000001
mcs30_r02_s50_AB04 1000000 1000000 1000000 1000003 1000001 1000002 1000000 1000000 1000001 1000000 1000000 1000001
mcs30_r02_s50_AB05 1000000 1000000 1000000 1000003 1000001 1000001 1000000 1000000 1000001 1000000 1000001 1000001
mcs30_r02_s50_AB06 1000000 1000000 1000000 1000004 1000001 1000001 1000000 1000000 1000001 1000000 1000000 1000001
mcs30_r02_s50_AB07 1000000 1000000 1000000 1000004 1000001 1000001 1000000 1000000 1000001 1000000 1000000 1000001
