instance clique james-cpp-max kdown clique-par/t8 clique-par/t16 clique-par/t32 clique-par/t64 clique-par/t32r james-cpp-max-par/t8 james-cpp-max-par/t16 james-cpp-max-par/t32 kdown-par/t4 kdown-par/t8 kdown-par/t16 kdown-par/t32 kdown-par/t64 clique-cilk/t32 kdown-cilk/t32 clique-cilk/t32r kdown-cilk/t32r kdown-par/t32r james-cpp-max-par/t32r
mcs30_r005_s40_AB06 100001 100000 100000 100003 100003 100004 100006 100004 86181 43417 28672 100000 100000 100001 100002 100007 100001 100002 100001 100002 100002 27892
mcs30_r005_s40_AB07 100000 100000 100000 100003 100004 100005 100006 100005 100000 100001 100002 100000 100000 100001 100002 100007 100001 100002 100001 100003 100003 100002
mcs30_r005_s40_AB08 100000 100000 100000 100003 100004 100005 100008 100006 27100 15758 11958 100000 100000 100001 100002 100007 100001 100002 100001 100002 100002 12212
mcs30_r005_s40_AB09 100001 100000 100000 100004 100003 100005 100007 100004 100001 84780 65795 100000 100000 100001 100003 100007 100001 100002 100001 100002 100003 65564
mcs30_r005_s50_AB00 100000 100000 100000 100004 100004 100006 100008 100006 100000 100001 100002 100000 100000 100001 100003 100006 100002 100002 100002 100003 100003 100002
mcs30_r005_s50_AB01 100001 100000 100000 100004 100005 100006 100008 100007 100001 100000 100002 100000 100000 100001 100002 100006 100002 100002 100002 100003 100002 100002
mcs30_r005_s50_AB02 100001 100000 100000 100004 100005 100006 100008 100006 100000 100000 100001 100000 100000 100001 100002 100006 100002 100002 100002 100002 100002 100001
mcs30_r005_s50_AB03 100001 100000 100000 100004 100004 100006 100008 100005 100000 100001 100001 100000 100000 100001 100002 100007 100002 100003 100002 100002 100002 100002
mcs30_r005_s50_AB04 100001 100000 100000 100004 100005 100006 100008 100005 100000 100000 100001 100000 100000 100001 100002 100006 100002 100002 100002 100003 100002 100001
mcs30_r005_s50_AB05 100001 100000 100000 100004 100005 100006 100009 100007 100000 100001 100002 100000 100000 100001 100002 100006 100002 100003 100002 100003 100002 100002
mcs30_r005_s50_AB06 100000 100000 100000 100004 100005 100006 100008 100007 100000 100000 100002 100000 100000 100001 100002 100007 100002 100003 100002 100002 100003 100002
mcs30_r005_s50_AB07 100000 100000 100000 100004 100005 100005 100008 100005 100000 100000 100001 100000 100000 100001 100002 100007 100002 100003 100002 100002 100003 100002
mcs30_r005_s50_AB08 100001 100000 100000 100004 100005 100006 100009 100005 100000 100000 100001 100000 100000 100001 100002 100006 100002 100002 100002 100002 100002 100001
mcs30_r005_s50_AB09 100001 100000 100000 100004 100005 100006 100008 100007 100000 100000 100002 100000 100000 100001 100003 100007 100002 100003 100002 100003 100002 100002
mcs30_r01_s10_AB00 1 0 0 3 4 5 7 5 0 1 2 1 1 2 4 9 10 39 25 10 5 2
mcs30_r01_s10_AB01 1 0 1 3 4 6 6 5 1 1 4 1 3 5 10 22 28 20 21 20 9 3
mcs30_r01_s10_AB02 1 0 1 2 4 5 6 5 0 1 2 1 2 4 8 14 10 32 16 12 7 2
mcs30_r01_s10_AB03 1 0 2 3 4 5 6 4 0 1 3 1 2 5 9 17 34 26 21 27 9 3
mcs30_r01_s10_AB04 1 0 0 2 4 5 7 4 0 1 2 1 2 4 9 20 17 10 21 26 8 4
mcs30_r01_s10_AB05 1 0 3 3 4 4 6 5 0 0 1 1 6 4 8 16 10 30 33 16 7 2
mcs30_r01_s10_AB06 1 0 1 3 4 5 6 4 0 1 3 1 2 5 9 20 17 17 42 13 10 3
mcs30_r01_s10_AB07 1 0 1 3 4 5 6 5 0 1 2 2 2 4 8 16 25 24 10 11 12 3
mcs30_r01_s10_AB08 1 0 0 3 5 6 7 5 0 1 2 1 2 4 8 13 20 20 30 22 8 3
mcs30_r01_s10_AB09 1 0 7 3 4 5 7 5 1 2 5 3 4 8 14 28 11 18 22 20 16 4
mcs30_r01_s15_AB00 9 1 48 7 10 11 12 12 4 6 10 19 15 18 35 50 34 35 25 27 34 9
mcs30_r01_s15_AB01 10 1 39 9 9 12 12 10 4 6 10 23 18 20 35 56 24 30 30 16 33 10
mcs30_r01_s15_AB02 8 1 17 9 10 10 12 12 3 4 8 21 12 19 31 50 39 19 28 29 31 8
mcs30_r01_s15_AB03 8 1 38 9 10 9 13 9 2 4 7 10 9 12 23 41 43 22 31 13 20 6
mcs30_r01_s15_AB04 8 1 32 8 9 11 11 12 2 4 6 22 16 19 36 57 23 25 17 20 35 7
mcs30_r01_s15_AB05 10 1 36 8 10 11 12 11 3 6 9 18 13 17 32 53 33 42 25 41 31 9
mcs30_r01_s15_AB06 7 0 17 7 9 9 11 10 2 4 8 16 12 17 27 45 20 20 30 27 27 9
mcs30_r01_s15_AB07 8 0 29 7 10 11 12 10 3 5 8 22 14 14 24 51 26 29 31 25 24 10
mcs30_r01_s15_AB08 10 1 23 8 10 11 12 10 4 5 9 17 13 16 32 47 32 29 32 24 31 8
mcs30_r01_s15_AB09 9 1 30 8 10 9 13 12 3 4 10 19 11 21 32 47 22 33 23 20 32 9
mcs30_r01_s20_AB00 237 33 857 49 39 42 48 43 11 14 22 578 402 373 653 1036 49 170 52 153 675 18
mcs30_r01_s20_AB01 204 14 701 47 37 39 44 34 8 11 16 587 319 302 465 337 60 140 63 166 446 18
mcs30_r01_s20_AB02 90 13 426 30 28 30 30 36 6 11 15 295 160 162 211 272 46 75 57 72 212 14
mcs30_r01_s20_AB03 185 28 159 45 37 39 40 40 9 10 15 137 74 147 244 315 51 76 70 72 251 16
mcs30_r01_s20_AB04 118 17 943 38 30 35 35 34 7 11 14 360 217 233 355 298 40 113 49 104 323 15
mcs30_r01_s20_AB05 89 11 325 33 28 29 37 30 7 10 14 165 132 100 164 229 37 70 48 83 166 15
mcs30_r01_s20_AB06 182 21 474 48 35 42 39 39 11 12 18 480 350 211 277 312 75 100 63 84 260 18
mcs30_r01_s20_AB07 217 19 583 46 40 39 44 43 8 8 15 368 265 223 345 421 61 95 56 120 352 16
mcs30_r01_s20_AB08 225 36 1028 49 38 38 40 40 11 12 17 937 462 365 482 499 53 204 44 148 485 17
mcs30_r01_s20_AB09 156 38 1188 45 35 39 43 36 11 11 13 552 316 339 484 569 56 176 43 142 491 15
mcs30_r01_s25_AB00 14884 563 22817 1906 1051 815 831 818 134 93 75 11656 7394 5366 7760 8459 1430 2520 1436 2567 8101 76
mcs30_r01_s25_AB01 9058 391 11532 1223 654 507 524 501 77 58 47 8357 3867 3765 4941 5066 855 1514 854 1434 4865 44
mcs30_r01_s25_AB02 11829 583 7033 1521 823 656 618 647 110 62 52 9214 6580 5140 7139 8255 1141 1541 1124 1004 7021 48
mcs30_r01_s25_AB03 7259 935 26499 959 511 431 430 414 176 105 71 28475 16907 9506 14518 17786 697 2788 677 2974 13964 91
mcs30_r01_s25_AB04 16383 272 18353 2001 1108 806 866 807 53 42 37 5619 3713 2400 4012 5356 1460 1868 1437 1596 4001 37
mcs30_r01_s25_AB05 18532 988 32202 2336 1210 981 1009 979 213 139 98 20899 13766 9573 14732 16968 1737 4319 1726 4104 14019 97
mcs30_r01_s25_AB06 10121 881 37442 1326 773 570 609 570 206 119 104 24601 15542 9364 14354 16222 950 4472 966 4566 14739 97
mcs30_r01_s25_AB07 7037 578 28891 925 505 415 451 417 131 91 78 16043 10738 7311 11387 12398 683 3578 694 3600 11487 80
mcs30_r01_s25_AB08 13943 700 15347 1768 950 753 758 752 141 83 65 23581 13046 8030 11176 13699 1324 2807 1325 3675 12005 62
mcs30_r01_s25_AB09 12565 370 15955 1616 881 706 714 704 96 68 57 11124 5539 4404 6568 7247 1225 1980 1242 2035 6738 56
mcs30_r01_s30_AB00 100000 10384 100000 51280 25561 20323 20358 20326 2432 1442 1193 100000 100000 96917 100002 100006 34515 52023 34194 52442 100002 1153
mcs30_r01_s30_AB01 100000 14251 100000 42175 21130 16914 18099 16922 2766 1646 1123 100000 100000 100001 100002 100007 26879 44021 26806 38531 100002 1129
mcs30_r01_s30_AB02 100000 4072 100000 30129 15096 12081 12154 12070 1692 942 643 100000 100000 87814 100002 100007 18778 34394 18544 42566 100002 677
mcs30_r01_s30_AB03 100000 12595 100000 28814 14580 11313 11345 11298 2936 2185 1851 100000 100000 100001 100002 100006 18187 64430 18272 66903 100002 1889
mcs30_r01_s30_AB04 100000 7080 100000 34733 17356 13514 12347 13513 1497 817 585 100000 79413 50819 54482 53424 21294 23888 21692 18263 56544 650
mcs30_r01_s30_AB05 100000 13711 100000 57122 28677 22789 21866 22850 2624 1629 1166 100000 100000 100001 100002 100006 36939 63491 36665 74395 100002 1151
mcs30_r01_s30_AB06 100000 10286 100000 43984 21922 17159 17231 17129 2066 1287 966 100000 100000 100001 100002 100007 26950 67255 27015 65298 100002 1014
mcs30_r01_s30_AB07 100000 11765 100000 62895 31595 24979 25013 24991 3293 2378 1924 100000 100000 100001 100002 100007 41620 69255 41221 71168 100002 1944
mcs30_r01_s30_AB08 100000 12318 100000 38110 19006 14958 15033 14925 3598 2722 2283 100000 100000 100000 100003 100006 24222 67636 24317 69053 100003 2244
mcs30_r01_s30_AB09 100000 13088 100000 45134 22793 17890 17875 17835 3448 2510 1869 100000 100000 100001 100002 100006 29233 80665 29224 79353 100002 1861
mcs30_r01_s35_AB00 100000 100000 100000 100002 100002 100004 100006 100005 66857 44580 31703 100000 100000 100001 100003 100006 100000 100002 100000 100002 100002 33007
mcs30_r01_s35_AB01 100000 100000 100000 100002 100002 100004 100006 100003 24841 14894 10730 100000 100000 100001 100002 100007 100000 100002 100000 100002 100002 11021
mcs30_r01_s35_AB02 100000 100000 100000 100002 100003 100004 100006 100004 42381 28951 24386 100000 100000 100001 100002 100007 100000 100002 100000 100002 100002 24626
mcs30_r01_s35_AB03 100000 100000 100000 100002 100003 100004 100006 100005 83604 63880 57058 100000 100000 100001 100002 100006 100001 100001 100000 100001 100003 57175
mcs30_r01_s35_AB04 100000 100000 100000 100003 100003 100004 100006 100005 50499 37941 31768 100000 100000 100001 100002 100006 100000 100002 100000 100002 100002 33181
mcs30_r01_s35_AB05 100000 93501 100000 100002 100003 100004 100007 100004 30710 23823 21603 100000 100000 100001 100003 100006 100001 100002 100000 100003 100003 25115
mcs30_r01_s35_AB06 100000 100000 100000 100002 100003 100004 100006 100004 53471 40043 33604 100000 100000 100001 100002 100006 100001 100002 100000 100002 100002 33389
mcs30_r01_s35_AB07 100000 100000 100000 100002 100003 100004 100005 100004 41648 30693 26602 100000 100000 100001 100002 100006 100000 100002 100000 100002 100003 30613
mcs30_r01_s35_AB08 100000 90445 100000 100002 100003 100004 100006 100004 21379 16154 13139 100000 100000 100000 100002 100006 100000 100002 100001 100002 100003 12964
mcs30_r01_s35_AB09 100000 100000 100000 100002 100003 100004 100006 100004 79337 51479 37202 100000 100000 100001 100003 100007 100000 100002 100000 100002 100002 37857
mcs30_r01_s40_AB00 100000 100000 100000 100003 100003 100005 100006 100004 100000 100000 100001 100000 100000 100001 100002 100006 100000 100003 100001 100002 100002 100001
mcs30_r01_s40_AB01 100000 100000 100000 100003 100003 100005 100007 100005 100000 100001 100002 100000 100000 100001 100002 100005 100001 100003 100000 100003 100002 100002
mcs30_r01_s40_AB02 100000 100000 100000 100003 100003 100005 100006 100004 100000 100001 100002 100000 100000 100001 100002 100006 100000 100002 100000 100002 100002 100002
mcs30_r01_s40_AB03 100000 100000 100000 100003 100004 100005 100007 100004 100000 100000 100001 100000 100000 100001 100002 100006 100001 100003 100001 100003 100003 100001
mcs30_r01_s40_AB04 100000 100000 100000 100003 100003 100004 100007 100005 100000 100001 100002 100000 100000 100001 100002 100006 100000 100003 100001 100002 100002 100001
mcs30_r01_s40_AB05 100000 100000 100000 100002 100004 100004 100008 100004 100000 100000 100002 100000 100000 100000 100002 100007 100000 100002 100001 100003 100002 100002
mcs30_r01_s40_AB06 100000 100000 100000 100002 100003 100005 100008 100005 100000 100000 100001 100000 100000 100001 100002 100006 100001 100002 100000 100002 100003 100001
mcs30_r01_s40_AB07 100000 100000 100000 100003 100003 100005 100006 100005 100000 100001 100001 100000 100000 100001 100002 100006 100001 100003 100001 100003 100002 100001
mcs30_r01_s40_AB08 100000 100000 100000 100003 100003 100005 100007 100004 100000 100000 100001 100000 100000 100001 100002 100006 100000 100003 100000 100003 100002 100001
mcs30_r01_s40_AB09 100000 100000 100000 100003 100003 100004 100007 100006 100000 100001 100001 100000 100000 100001 100002 100006 100001 100003 100000 100002 100002 100001
mcs30_r01_s50_AB00 100001 100000 100000 100004 100004 100007 100009 100007 100000 100000 100002 100000 100000 100001 100002 100007 100002 100004 100002 100004 100002 100001
mcs30_r01_s50_AB01 100001 100000 100000 100004 100005 100007 100008 100006 100000 100000 100001 100000 100001 100001 100002 100006 100001 100004 100001 100004 100002 100001
mcs30_r01_s50_AB02 100000 100000 100000 100004 100004 100005 100009 100006 100000 100000 100001 100000 100000 100001 100002 100006 100001 100004 100002 100004 100002 100002
mcs30_r01_s50_AB03 100000 100000 100000 100004 100004 100006 100008 100006 100000 100000 100002 100000 100000 100001 100002 100007 100001 100003 100001 100004 100002 100001
mcs30_r01_s50_AB04 100000 100000 100000 100004 100004 100006 100009 100006 100000 100001 100001 100000 100000 100001 100002 100005 100001 100004 100001 100004 100002 100002
mcs30_r01_s50_AB05 100001 100000 100000 100005 100005 100005 100008 100007 100000 100000 100002 100000 100000 100001 100002 100007 100001 100004 100001 100004 100003 100002
mcs30_r01_s50_AB06 100000 100000 100000 100005 100005 100007 100009 100006 100000 100000 100001 100000 100000 100001 100002 100007 100001 100003 100001 100003 100002 100002
mcs30_r01_s50_AB07 100001 100000 100000 100004 100004 100006 100009 100006 100000 100001 100001 100000 100000 100001 100002 100006 100001 100004 100001 100004 100002 100001
mcs30_r01_s50_AB08 100000 100000 100000 100005 100005 100005 100009 100006 100000 100000 100001 100000 100000 100001 100002 100006 100001 100004 100001 100005 100002 100002
mcs30_r01_s50_AB09 100001 100000 100000 100004 100005 100006 100009 100005 100000 100000 100002 100000 100000 100001 100002 100006 100002 100004 100001 100004 100002 100001
mcs30_r02_s10_AB00 1 0 2 2 3 5 7 5 1 3 4 3 3 6 13 22 17 34 31 18 11 3
mcs30_r02_s10_AB01 1 0 2 3 3 5 7 5 0 2 4 2 2 5 9 19 34 16 28 11 9 4
mcs30_r02_s10_AB02 1 0 0 2 5 5 7 4 0 2 4 2 2 4 8 17 17 19 17 25 9 2
mcs30_r02_s10_AB03 1 0 1 3 4 5 6 4 1 2 4 2 3 5 8 19 11 22 22 26 9 4
mcs30_r02_s10_AB04 1 0 2 3 4 3 6 5 1 2 3 3 4 6 11 27 21 55 17 32 13 7
mcs30_r02_s10_AB05 1 0 1 3 4 4 6 4 0 2 5 2 2 4 8 15 10 10 25 9 8 3
mcs30_r02_s10_AB06 1 0 1 3 4 5 7 5 1 2 4 2 3 6 16 23 18 19 10 26 12 4
mcs30_r02_s10_AB07 1 0 2 3 3 4 6 5 1 3 5 3 4 8 13 23 10 17 10 19 14 5
mcs30_r02_s10_AB08 1 0 2 3 5 4 5 5 0 1 2 1 2 5 9 16 9 20 18 27 9 2
mcs30_r02_s10_AB09 1 0 3 4 4 6 7 5 2 3 5 3 4 7 14 23 17 18 21 26 17 7
mcs30_r02_s15_AB00 8 2 48 8 9 10 11 10 5 5 11 59 28 30 46 85 59 28 14 38 47 10
mcs30_r02_s15_AB01 7 2 58 6 8 8 11 9 5 6 13 48 29 33 56 86 24 26 30 40 53 10
mcs30_r02_s15_AB02 6 3 60 8 8 7 10 10 4 6 9 26 17 24 41 76 23 28 30 26 40 10
mcs30_r02_s15_AB03 7 2 78 7 9 10 11 9 2 4 8 29 18 21 42 78 33 26 32 23 43 9
mcs30_r02_s15_AB04 7 3 119 7 9 10 12 10 6 9 12 46 29 33 57 80 29 35 24 37 56 14
mcs30_r02_s15_AB05 7 2 59 7 7 11 11 11 7 10 14 60 30 37 68 87 23 30 34 45 70 15
mcs30_r02_s15_AB06 7 2 91 8 8 10 11 10 5 9 13 43 23 27 52 96 24 43 24 30 57 12
mcs30_r02_s15_AB07 7 2 87 7 11 8 10 9 5 8 10 36 23 31 53 73 37 46 47 34 56 12
mcs30_r02_s15_AB08 9 4 84 7 9 10 10 8 5 8 11 35 27 30 63 76 24 22 30 41 54 11
mcs30_r02_s15_AB09 6 3 47 7 8 10 11 8 5 6 10 55 38 35 46 86 38 36 27 43 45 10
mcs30_r02_s20_AB00 80 90 1685 30 28 29 28 26 22 28 32 1006 628 714 1211 962 39 358 54 301 1221 32
mcs30_r02_s20_AB01 80 76 1690 28 26 26 28 27 23 21 29 817 448 466 790 704 40 212 39 175 799 29
mcs30_r02_s20_AB02 73 63 1126 25 24 25 26 24 18 25 28 889 517 426 829 1258 40 202 51 198 900 28
mcs30_r02_s20_AB03 94 57 1408 32 28 30 31 29 25 25 30 1052 620 720 1097 1133 63 221 50 212 1127 31
mcs30_r02_s20_AB04 46 47 1794 23 23 25 27 26 16 25 31 1096 536 514 654 822 41 195 38 226 689 27
mcs30_r02_s20_AB05 133 134 1283 31 26 29 30 32 28 30 30 1088 1065 842 1362 1642 47 303 44 269 1355 30
mcs30_r02_s20_AB06 52 52 3122 25 24 25 31 26 21 22 32 1193 735 749 1007 895 40 286 43 346 966 33
mcs30_r02_s20_AB07 72 67 1795 28 27 25 29 28 23 25 34 868 613 581 831 1127 52 268 36 243 855 34
mcs30_r02_s20_AB08 66 55 2128 28 24 27 29 26 17 23 32 916 411 437 699 921 38 192 45 296 711 33
mcs30_r02_s20_AB09 81 93 2282 28 26 29 30 28 25 30 32 1549 1005 815 927 1114 42 263 55 252 904 34
mcs30_r02_s25_AB00 1305 1176 29541 211 130 112 125 118 320 213 188 27777 15461 10349 15847 16977 203 4374 192 5117 15808 188
mcs30_r02_s25_AB01 1984 2576 81818 297 190 149 171 152 609 460 356 51546 30091 21724 33697 34271 285 9519 278 8528 30477 371
mcs30_r02_s25_AB02 2095 2337 63405 310 197 161 167 155 664 496 426 43786 24715 18294 27944 30865 282 7656 285 7527 28148 440
mcs30_r02_s25_AB03 1483 2264 57146 238 160 127 139 129 511 398 324 37225 24675 15305 23600 25752 207 6943 211 7000 24801 315
mcs30_r02_s25_AB04 1863 1984 55863 290 184 156 156 148 539 389 361 37938 22318 14521 23087 24376 247 6789 259 6705 23077 341
mcs30_r02_s25_AB05 1781 1541 51679 261 192 144 159 145 467 314 285 35406 20939 13677 21501 23392 250 6067 252 6024 20998 292
mcs30_r02_s25_AB06 2087 2077 55963 307 182 159 185 160 617 482 411 39641 21979 14911 24056 26860 277 6980 283 7013 22996 401
mcs30_r02_s25_AB07 1591 1659 48450 253 150 139 143 137 459 371 311 30704 18970 14060 20429 20393 242 5454 230 5708 21653 298
mcs30_r02_s25_AB08 1816 1728 47685 269 173 137 160 145 475 362 295 29783 19019 13243 20905 23257 249 5675 244 5785 21548 295
mcs30_r02_s25_AB09 2094 2364 59384 302 186 153 176 148 597 426 367 44283 25908 19519 26568 31149 268 8010 284 7474 26815 369
mcs30_r02_s30_AB00 26315 35176 100000 3380 1746 1377 1400 1370 10875 8578 7611 100000 100000 100001 100002 100006 2614 100002 2639 100002 100002 7541
mcs30_r02_s30_AB01 31852 24622 100000 3920 2057 1573 1502 1574 6596 5059 4321 100000 100000 100001 100002 100006 2961 79702 2976 80186 100002 4234
mcs30_r02_s30_AB02 16217 17279 100000 2106 1087 860 936 859 4379 3717 3269 100000 100000 100001 100002 100006 1485 80253 1494 84328 100002 3076
mcs30_r02_s30_AB03 32110 39088 100000 4068 2097 1646 1674 1647 12023 9414 8141 100000 100000 100001 100002 100006 3209 100002 3196 100002 100002 8475
mcs30_r02_s30_AB04 22510 28537 100000 2891 1540 1243 1282 1233 6784 4565 3641 100000 100000 100001 100002 100006 2234 79757 2250 87554 100002 3771
mcs30_r02_s30_AB05 43769 54888 100000 5512 2824 2207 2210 2196 16174 12278 10935 100000 100000 100000 100002 100007 4285 100003 4403 100003 100003 10698
mcs30_r02_s30_AB06 18083 24907 100000 2317 1207 924 947 934 6366 4745 4087 100000 100000 100001 100003 100006 1687 84266 1633 83761 100002 3950
mcs30_r02_s30_AB07 23279 32993 100000 3000 1546 1220 1234 1222 9845 8211 7017 100000 100001 100001 100002 100005 2348 100002 2331 100002 100002 7086
mcs30_r02_s30_AB08 32761 40721 100000 4134 2112 1678 1682 1678 11895 8901 7878 100000 100000 100000 100002 100007 3317 100002 3311 100002 100002 7925
mcs30_r02_s30_AB09 31601 44756 100000 4002 2122 1617 1684 1617 12113 9017 7941 100000 100000 100001 100002 100007 3090 100003 3042 100003 100002 7975
mcs30_r02_s35_AB00 100000 100000 100000 31088 15862 10671 11023 10717 73075 58435 53113 100000 100000 100001 100002 100007 17851 100002 17785 100001 100003 54208
mcs30_r02_s35_AB01 100000 100000 100000 60781 30362 20442 20483 20512 100000 100001 100002 100000 100000 100000 100002 100006 36523 100002 37120 100002 100002 100002
mcs30_r02_s35_AB02 100000 100000 100000 34520 17514 11985 11998 11935 64970 52967 47034 100000 100000 100001 100002 100006 19858 100003 20151 100003 100002 47726
mcs30_r02_s35_AB03 100000 100000 100000 63996 32163 21728 21683 21640 100000 100001 100002 100000 100000 100001 100002 100006 38993 100002 39036 100002 100002 100002
mcs30_r02_s35_AB04 100000 100000 100000 32227 16342 11129 11122 11059 70784 53513 46584 100000 100000 100001 100003 100005 18805 100003 19313 100003 100002 48495
mcs30_r02_s35_AB05 100000 100000 100000 48350 24362 16266 15865 16370 95986 71003 63207 100000 100000 100001 100002 100006 28794 100003 28213 100003 100002 66114
mcs30_r02_s35_AB06 100000 100000 100000 59831 29884 20138 19293 20059 97772 79078 73041 100000 100000 100001 100003 100006 34899 100003 34463 100003 100002 71279
mcs30_r02_s35_AB07 100000 100000 100000 37966 19270 12757 13002 12830 71588 54670 50505 100000 100000 100001 100003 100006 22060 100002 22625 100003 100002 51286
