instance clique james-cpp-max clique-par/t8 clique-par/t16 clique-par/t32 clique-par/t64 clique-par/t32r james-cpp-max-par/t8 james-cpp-max-par/t16 james-cpp-max-par/t32 clique-cilk/t32 clique-cilk/t32r james-cpp-max-par/t32r
mcs50_b03m_s100_AB09 354 100000 61 58 55 58 56 100000 100001 100001 56 68 100001
mcs50_b03m_s10_AB00 0 0 2 3 2 6 4 0 1 1 17 53 2
mcs50_b03m_s10_AB01 0 0 1 3 4 5 4 0 1 3 17 21 2
mcs50_b03m_s10_AB02 0 0 2 3 4 6 4 0 2 2 18 9 2
mcs50_b03m_s10_AB03 0 0 3 3 3 6 4 0 1 3 15 17 3
mcs50_b03m_s10_AB04 0 0 2 3 4 5 3 0 1 2 18 9 4
mcs50_b03m_s10_AB05 0 0 1 3 4 6 4 0 1 2 12 16 3
mcs50_b03m_s10_AB06 0 0 3 4 2 6 4 0 1 2 12 13 4
mcs50_b03m_s10_AB07 0 0 1 3 4 6 4 0 1 2 9 19 2
mcs50_b03m_s10_AB08 0 0 2 3 3 5 3 0 2 3 10 9 2
mcs50_b03m_s10_AB09 0 0 2 3 4 5 4 0 1 1 10 10 2
mcs50_b03m_s15_AB00 1 0 3 4 5 7 5 1 2 3 23 18 3
mcs50_b03m_s15_AB01 2 0 4 5 5 7 6 1 2 5 36 26 5
mcs50_b03m_s15_AB02 2 0 3 4 5 8 5 1 2 6 39 18 5
mcs50_b03m_s15_AB03 1 0 4 4 5 6 5 1 2 4 30 13 4
mcs50_b03m_s15_AB04 2 0 4 5 6 7 6 1 2 6 11 39 6
mcs50_b03m_s15_AB05 2 0 4 5 5 7 6 1 2 4 20 42 4
mcs50_b03m_s15_AB06 1 0 4 5 5 6 5 1 2 3 24 30 4
mcs50_b03m_s15_AB07 2 0 4 5 4 7 6 1 2 4 25 20 4
mcs50_b03m_s15_AB08 2 0 4 5 6 7 5 0 2 5 24 28 4
mcs50_b03m_s15_AB09 2 0 4 5 5 7 5 0 1 1 26 12 1
mcs50_b03m_s20_AB00 1 0 3 4 5 6 5 1 2 7 14 18 7
mcs50_b03m_s20_AB01 1 0 4 5 5 7 5 1 2 4 17 26 5
mcs50_b03m_s20_AB02 2 0 2 5 5 8 5 1 3 5 20 11 5
mcs50_b03m_s20_AB03 2 0 4 5 5 8 6 1 3 4 40 29 6
mcs50_b03m_s20_AB04 2 0 5 5 6 7 6 1 2 3 21 31 4
mcs50_b03m_s20_AB05 2 0 4 5 5 8 6 1 2 5 14 20 6
mcs50_b03m_s20_AB06 2 0 3 4 5 7 6 1 1 3 12 12 2
mcs50_b03m_s20_AB07 1 0 4 4 5 7 4 1 2 4 24 9 5
mcs50_b03m_s20_AB08 2 1 4 5 5 8 5 1 2 5 20 49 5
mcs50_b03m_s20_AB09 1 0 4 4 5 7 5 1 2 4 22 12 4
mcs50_b03m_s25_AB00 14 4 7 10 12 11 10 2 4 6 25 15 9
mcs50_b03m_s25_AB01 5 2 7 7 8 9 8 1 2 4 24 37 5
mcs50_b03m_s25_AB02 6 6 6 6 7 9 7 2 4 6 20 22 7
mcs50_b03m_s25_AB03 9 2 7 11 10 12 9 2 3 7 25 21 6
mcs50_b03m_s25_AB04 7 6 8 8 10 11 10 2 3 6 26 30 6
mcs50_b03m_s25_AB05 5 1 6 6 8 9 9 1 2 5 19 32 4
mcs50_b03m_s25_AB06 9 1 8 7 8 14 10 1 2 5 41 29 5
mcs50_b03m_s25_AB07 7 4 6 7 9 10 10 1 2 5 28 25 5
mcs50_b03m_s25_AB08 6 4 7 9 11 10 8 1 3 6 19 39 7
mcs50_b03m_s25_AB09 4 3 6 6 8 9 8 2 3 5 30 23 6
mcs50_b03m_s30_AB00 3 2 4 5 7 7 6 2 3 5 14 14 4
mcs50_b03m_s30_AB01 2 0 5 5 5 8 6 1 2 3 20 20 4
mcs50_b03m_s30_AB02 4 0 7 6 8 9 7 1 2 3 22 21 3
mcs50_b03m_s30_AB03 5 2 6 5 7 8 6 2 3 5 22 28 6
mcs50_b03m_s30_AB04 2 2 4 4 6 7 5 1 3 4 28 13 4
mcs50_b03m_s30_AB05 5 21 6 7 6 10 7 8 9 10 43 21 10
mcs50_b03m_s30_AB06 3 0 4 5 5 9 5 1 2 4 13 47 4
mcs50_b03m_s30_AB07 3 2 5 5 7 8 6 1 3 7 14 23 7
mcs50_b03m_s30_AB08 3 1 6 5 7 8 5 1 2 4 26 21 4
mcs50_b03m_s30_AB09 3 2 5 5 6 9 7 1 2 5 27 13 4
mcs50_b03m_s35_AB00 7 10 7 8 10 11 10 5 6 8 21 26 8
mcs50_b03m_s35_AB01 11 14 9 13 12 13 11 13 11 16 27 25 15
mcs50_b03m_s35_AB02 4 2 5 8 7 10 7 1 3 6 21 31 6
mcs50_b03m_s35_AB03 20 64 8 9 12 12 10 24 27 24 34 24 20
mcs50_b03m_s35_AB04 5 11 8 7 9 11 10 2 5 7 25 24 7
mcs50_b03m_s35_AB05 14 93 9 10 12 11 10 73 75 74 35 30 75
mcs50_b03m_s35_AB06 9 42 8 9 11 12 10 19 18 24 24 21 21
mcs50_b03m_s35_AB07 12 21 9 9 11 12 10 8 8 9 32 30 10
mcs50_b03m_s35_AB08 10 53 9 10 11 11 11 34 34 34 29 30 35
mcs50_b03m_s35_AB09 7 3 8 9 9 10 8 2 3 5 22 23 6
mcs50_b03m_s40_AB00 18 143 10 11 10 14 11 60 49 61 25 38 60
mcs50_b03m_s40_AB01 11 4 12 12 13 15 12 4 4 6 29 33 6
mcs50_b03m_s40_AB02 22 141 12 15 14 14 13 31 52 29 44 26 24
mcs50_b03m_s40_AB03 20 200 12 15 14 15 17 16 14 15 44 45 17
mcs50_b03m_s40_AB04 10 119 11 13 14 13 11 48 49 48 27 26 55
mcs50_b03m_s40_AB05 285 24 19 16 19 23 22 18 17 20 39 31 19
mcs50_b03m_s40_AB06 37 51 13 14 16 16 16 36 36 36 30 29 35
mcs50_b03m_s40_AB07 25 89 13 16 13 19 14 11 10 11 36 30 11
mcs50_b03m_s40_AB08 55 68 17 19 22 22 18 56 53 51 29 31 57
mcs50_b03m_s40_AB09 51 80 14 17 16 18 16 19 24 23 37 29 22
mcs50_b03m_s50_AB00 803 534 129 89 77 88 75 167 176 158 86 90 169
mcs50_b03m_s50_AB01 1835 662 262 151 123 126 116 255 243 218 149 155 286
mcs50_b03m_s50_AB02 15344 477 321 193 145 168 149 173 126 119 210 173 131
mcs50_b03m_s50_AB03 4548 8192 215 142 110 120 112 2061 1961 1928 120 123 1938
mcs50_b03m_s50_AB04 1566 3325 175 113 96 105 99 1007 632 494 132 141 500
mcs50_b03m_s50_AB05 25458 4421 2886 1555 1078 1133 1090 1027 738 664 1411 1420 679
mcs50_b03m_s50_AB06 4886 19025 637 348 250 286 249 13174 11653 11798 316 318 11537
mcs50_b03m_s50_AB07 3672 8020 349 203 171 167 160 2732 2820 2878 185 180 2718
mcs50_b03m_s50_AB08 10185 2220 1080 384 280 295 283 747 561 553 388 393 606
mcs50_b03m_s50_AB09 24109 7793 3027 1732 1593 1146 1581 4119 3837 4067 1293 1284 4024
mcs50_b03m_s60_AB00 41 2516 19 24 27 26 25 1409 1219 1436 28 34 1446
mcs50_b03m_s60_AB01 406 1495 20 22 21 23 21 641 614 584 35 39 604
mcs50_b03m_s60_AB02 30 516 19 22 19 27 22 368 369 364 24 35 370
mcs50_b03m_s60_AB03 159 7749 38 31 32 41 33 836 837 1542 39 57 819
mcs50_b03m_s60_AB04 459 14946 71 53 48 58 52 9160 8971 7188 70 95 9229
mcs50_b03m_s60_AB05 670 2263 38 34 37 41 35 542 511 521 52 33 537
mcs50_b03m_s60_AB06 12 204 14 14 16 15 15 49 51 50 28 20 49
mcs50_b03m_s60_AB07 1305 7081 81 64 52 64 55 2793 2725 2915 57 60 2722
mcs50_b03m_s60_AB08 78 443 27 26 33 34 30 409 404 438 38 28 409
mcs50_b03m_s60_AB09 1050 2543 169 102 106 106 101 2236 2182 2199 101 131 2188
mcs50_b03m_s70_AB00 10089 100000 379 271 207 214 211 61661 61323 45580 233 194 61676
mcs50_b03m_s70_AB01 228 42226 69 66 54 61 55 27124 27095 28210 69 60 26148
mcs50_b03m_s70_AB02 1552 64657 312 89 76 94 79 47110 48102 29025 65 79 47926
mcs50_b03m_s70_AB03 3911 100000 457 280 249 228 228 100000 100000 100001 212 226 100001
mcs50_b03m_s70_AB04 100000 100000 58177 29365 24370 23976 24264 100000 100001 100002 27412 27023 100001
mcs50_b03m_s70_AB05 171 6130 46 38 44 48 45 3107 2649 3120 59 52 3085
mcs50_b03m_s70_AB06 3142 100000 433 272 209 219 212 48994 38853 35657 211 201 46930
mcs50_b03m_s70_AB07 4453 12618 104 86 84 87 95 5229 5156 4805 82 72 4782
mcs50_b03m_s70_AB08 187 3020 47 39 44 50 44 1838 1198 1114 50 46 1165
mcs50_b03m_s70_AB09 1793 100000 311 199 178 195 188 40852 40237 41445 156 146 41095
mcs50_b03m_s80_AB00 100000 100000 49824 34508 29517 35886 29234 100000 100000 100001 22093 21095 100001
mcs50_b03m_s80_AB01 61528 89890 7746 3967 3007 3181 2982 6847 4258 2460 3376 3425 2594
mcs50_b03m_s80_AB02 552 100000 88 76 78 88 75 100000 100000 100002 73 75 100001
mcs50_b03m_s80_AB03 42533 100000 3647 1970 1834 1752 1831 86522 85125 51599 1555 1585 75128
mcs50_b03m_s80_AB04 100000 100000 100002 53864 46451 46409 46460 100000 100000 100001 43161 43033 100001
mcs50_b03m_s80_AB05 100000 100000 27234 15427 12946 12391 12706 100000 100000 100002 12034 11630 100001
mcs50_b03m_s80_AB06 3674 100000 419 278 236 241 235 100000 100000 100002 183 215 100001
mcs50_b03m_s80_AB07 81143 100000 14452 9647 6673 6683 6737 100000 100001 100002 4630 4600 100001
mcs50_b03m_s80_AB08 6292 100000 828 461 350 375 354 58114 52656 60703 404 393 58334
mcs50_b03m_s80_AB09 100000 100000 37494 18980 15084 19170 15103 100000 100001 100002 16718 16675 100002
mcs50_b03m_s90_AB00 100000 100000 100001 100002 100003 100006 100003 100000 100001 100002 100001 100001 100001
mcs50_b03m_s90_AB01 100000 100000 100001 100001 100003 100005 100004 100000 100001 100001 100001 100001 100001
mcs50_b03m_s90_AB02 100000 100000 100001 100002 100003 100059 100003 100000 100001 100001 100000 100001 100001
mcs50_b03m_s90_AB03 100000 100000 100001 100002 100003 100005 100003 100000 100001 100001 100000 100001 100001
mcs50_b03m_s90_AB04 69525 100000 8786 5303 5675 6246 5560 100000 100001 100001 4258 4247 100001
mcs50_b03m_s90_AB05 100000 100000 100002 100002 100003 100005 100003 100000 100000 100001 100001 100000 100001
mcs50_b03m_s90_AB06 100000 100000 100001 100002 100003 100004 100003 100000 100000 100001 100001 100001 100001
mcs50_b03m_s90_AB07 100000 100000 36628 21388 23045 14770 22738 100000 100001 100001 15574 15595 100001
mcs50_b03m_s90_AB08 100000 100000 38684 19956 16862 18541 16858 100000 100001 100002 18628 18646 100002
mcs50_b03m_s90_AB09 100000 100000 71570 36144 30831 31695 30565 100000 100001 100001 36226 36635 100001
mcs50_b06_s100_AB00 542 100000 95 92 90 83 89 100000 100001 100001 74 71 100001
mcs50_b06_s100_AB01 924 100000 159 131 117 122 119 100000 100000 100001 104 112 100001
mcs50_b06_s100_AB02 389 100000 79 72 75 80 70 100000 100000 100001 64 55 100000
mcs50_b06_s100_AB03 83 58976 32 32 36 43 33 45659 45836 46014 48 53 46159
mcs50_b06_s100_AB04 1126 100000 199 134 128 134 137 100000 100000 100001 115 107 100001
mcs50_b06_s100_AB05 313 100000 67 61 62 79 62 100000 100000 100001 65 58 100001
mcs50_b06_s100_AB06 161 100000 56 47 56 60 54 100000 100000 100001 46 56 100001
mcs50_b06_s100_AB07 1188 100000 189 129 129 115 116 100000 100000 100001 106 105 100000
mcs50_b06_s100_AB08 4290 100000 643 483 538 530 522 100000 100000 100001 298 280 100001
mcs50_b06_s100_AB09 411 100000 115 96 92 99 89 100000 100000 100001 73 79 100002
mcs50_b06_s15_AB00 1 0 3 5 6 7 5 1 2 4 22 11 4
mcs50_b06_s15_AB01 1 0 3 3 6 8 5 1 2 4 33 19 6
mcs50_b06_s15_AB02 2 0 3 5 5 7 5 1 2 4 10 12 3
mcs50_b06_s15_AB03 2 0 3 5 6 7 6 1 2 3 20 32 2
mcs50_b06_s15_AB04 1 0 3 4 6 9 5 0 1 2 39 13 2
mcs50_b06_s15_AB05 1 0 3 4 6 7 5 0 1 3 18 28 2
mcs50_b06_s15_AB06 1 0 4 7 6 8 5 1 2 3 30 10 3
mcs50_b06_s15_AB07 2 0 3 4 5 7 5 1 2 4 34 23 4
mcs50_b06_s15_AB08 1 0 4 4 4 7 5 1 2 4 32 27 4
mcs50_b06_s15_AB09 1 0 4 4 5 7 6 1 1 3 33 33 3
mcs50_b06_s20_AB00 2 0 4 4 6 7 5 1 2 4 20 20 4
mcs50_b06_s20_AB01 1 0 4 3 5 7 5 1 2 4 18 30 4
mcs50_b06_s20_AB02 1 0 3 5 5 7 5 1 2 4 18 20 4
mcs50_b06_s20_AB03 2 0 4 4 6 7 5 1 1 3 19 23 5
mcs50_b06_s20_AB04 1 0 3 4 5 6 5 1 2 3 23 20 3
mcs50_b06_s20_AB05 1 0 3 4 5 8 5 1 2 3 18 26 5
mcs50_b06_s20_AB06 1 0 3 4 5 6 5 1 2 4 23 22 4
mcs50_b06_s20_AB07 1 0 3 4 5 7 5 1 2 4 12 22 4
mcs50_b06_s20_AB08 1 0 3 4 5 7 4 1 1 3 10 19 3
mcs50_b06_s20_AB09 1 0 3 4 5 7 5 1 2 5 15 36 5
mcs50_b06_s25_AB00 4 2 5 6 7 10 7 1 2 6 44 19 5
mcs50_b06_s25_AB01 4 1 6 6 8 9 7 1 4 8 27 20 5
mcs50_b06_s25_AB02 4 2 5 7 7 9 8 1 2 5 32 27 6
mcs50_b06_s25_AB03 4 5 6 6 7 10 7 3 3 6 24 21 5
mcs50_b06_s25_AB04 3 0 6 5 6 9 6 1 2 4 47 28 4
mcs50_b06_s25_AB05 4 2 5 6 7 8 8 1 3 5 24 28 6
mcs50_b06_s25_AB06 4 1 5 6 8 9 7 2 2 6 26 22 7
mcs50_b06_s25_AB07 4 1 6 6 7 8 7 2 3 6 31 21 5
mcs50_b06_s25_AB08 5 3 7 6 7 8 7 1 2 6 32 23 7
mcs50_b06_s25_AB09 4 4 7 6 7 9 8 2 3 6 29 33 5
mcs50_b06_s30_AB00 2 1 4 5 7 7 8 1 2 4 29 23 4
mcs50_b06_s30_AB01 3 2 6 5 7 9 8 1 2 4 18 20 4
mcs50_b06_s30_AB02 3 0 5 6 8 10 7 1 2 3 28 47 4
mcs50_b06_s30_AB03 2 1 4 5 5 7 6 1 3 5 20 20 5
mcs50_b06_s30_AB04 2 0 5 5 6 9 5 1 2 5 12 15 4
mcs50_b06_s30_AB05 2 2 5 5 7 8 6 1 3 5 27 30 4
mcs50_b06_s30_AB06 2 1 5 5 5 7 5 1 2 4 23 27 4
mcs50_b06_s30_AB07 2 0 4 6 5 7 6 1 2 4 19 20 4
mcs50_b06_s30_AB08 2 2 4 5 6 8 6 1 2 5 23 19 4
mcs50_b06_s30_AB09 2 4 4 6 4 7 6 2 3 5 20 12 5
mcs50_b06_s35_AB00 4 2 6 8 7 10 8 1 3 5 17 14 4
mcs50_b06_s35_AB01 5 2 5 7 7 10 10 2 3 5 30 34 4
mcs50_b06_s35_AB02 5 4 7 7 8 12 9 3 4 6 21 31 6
mcs50_b06_s35_AB03 5 5 7 7 9 10 8 2 3 5 32 20 5
mcs50_b06_s35_AB04 5 2 7 7 8 10 8 1 2 5 25 26 4
mcs50_b06_s35_AB05 4 7 6 7 6 9 8 2 3 5 17 22 5
mcs50_b06_s35_AB06 4 2 5 7 7 9 8 1 3 5 15 29 5
mcs50_b06_s35_AB07 4 2 7 7 10 11 7 2 3 5 31 23 5
mcs50_b06_s35_AB08 4 9 5 6 7 9 7 2 3 5 29 29 5
mcs50_b06_s35_AB09 5 4 6 8 7 10 8 2 3 6 26 22 5
mcs50_b06_s40_AB00 9 83 9 9 10 15 10 8 10 11 32 32 10
mcs50_b06_s40_AB01 8 14 10 11 14 13 11 5 4 6 28 25 8
mcs50_b06_s40_AB02 6 5 8 9 11 11 9 3 4 10 21 31 6
mcs50_b06_s40_AB03 8 10 8 10 12 12 12 6 6 9 33 29 8
mcs50_b06_s40_AB04 11 93 9 11 12 13 11 16 12 11 30 28 11
mcs50_b06_s40_AB05 10 27 10 12 12 15 12 11 12 13 36 33 13
mcs50_b06_s40_AB06 9 48 10 13 10 17 12 8 9 9 25 29 10
mcs50_b06_s40_AB07 10 26 9 10 11 15 11 7 7 10 25 31 13
mcs50_b06_s40_AB08 7 12 10 8 10 11 11 3 5 7 25 42 6
mcs50_b06_s40_AB09 7 13 8 9 10 14 9 10 8 11 31 35 9
mcs50_b06_s50_AB00 71 316 28 27 27 30 30 116 103 102 45 54 104
mcs50_b06_s50_AB01 86 455 31 31 32 31 33 147 163 149 47 60 117
mcs50_b06_s50_AB02 53 687 27 24 26 27 25 116 113 109 40 39 121
mcs50_b06_s50_AB03 73 692 29 31 35 37 32 82 86 85 34 58 91
mcs50_b06_s50_AB04 53 411 25 27 27 27 27 127 117 120 31 42 123
mcs50_b06_s50_AB05 68 445 26 28 33 29 31 93 92 97 43 43 95
mcs50_b06_s50_AB06 84 590 28 28 32 40 31 161 80 57 36 54 115
mcs50_b06_s50_AB07 55 350 21 22 22 23 23 26 26 24 39 47 22
mcs50_b06_s50_AB08 134 651 34 31 34 37 37 93 94 87 47 38 78
mcs50_b06_s50_AB09 141 839 40 37 39 45 40 281 262 284 46 46 268
mcs50_b06_s60_AB00 12 603 11 17 13 13 12 310 318 343 47 29 313
mcs50_b06_s60_AB01 17 221 14 17 19 21 18 187 189 162 29 30 177
mcs50_b06_s60_AB02 14 98 13 15 16 19 16 37 43 43 31 45 38
mcs50_b06_s60_AB03 22 522 15 16 17 18 17 391 395 398 25 37 398
mcs50_b06_s60_AB04 12 267 13 16 15 19 15 42 43 44 20 20 66
mcs50_b06_s60_AB05 14 282 11 14 13 16 13 161 160 163 34 33 153
mcs50_b06_s60_AB06 14 170 14 16 14 16 15 62 56 61 39 50 61
mcs50_b06_s60_AB07 20 179 15 18 18 20 18 103 91 93 26 29 91
mcs50_b06_s60_AB08 18 433 12 15 16 19 19 208 197 163 35 34 171
mcs50_b06_s60_AB09 12 248 13 12 14 16 15 105 100 102 35 30 102
mcs50_b06_s70_AB00 61 5867 29 31 36 37 34 4417 4807 4785 42 41 4744
mcs50_b06_s70_AB01 32 778 22 23 27 25 27 159 175 148 68 57 168
mcs50_b06_s70_AB02 56 5634 30 34 32 34 33 3629 3593 3563 43 48 3535
mcs50_b06_s70_AB03 385 29238 77 58 57 71 61 7702 6894 4531 58 80 9691
mcs50_b06_s70_AB04 53 3824 27 30 32 35 37 1941 1671 2213 53 40 2102
mcs50_b06_s70_AB05 902 8380 52 51 58 49 48 3612 4583 3171 49 47 3194
mcs50_b06_s70_AB06 243 6504 57 50 50 57 53 4569 4503 4500 50 65 4266
mcs50_b06_s70_AB07 121 4245 28 30 28 38 30 1488 1532 1532 63 38 1344
mcs50_b06_s70_AB08 69 549 31 34 38 40 37 393 330 357 46 67 316
mcs50_b06_s70_AB09 97 5605 39 43 43 47 46 4428 1843 4587 41 52 4796
mcs50_b06_s80_AB00 115 30276 45 44 48 59 52 2454 2444 2112 56 66 2169
mcs50_b06_s80_AB01 846 41144 185 202 193 183 193 21330 23016 22184 112 99 22808
mcs50_b06_s80_AB02 1777 100000 312 233 234 229 213 49126 48016 48038 147 148 48411
mcs50_b06_s80_AB03 2498 100000 348 206 167 183 168 41106 30378 30011 181 180 30439
mcs50_b06_s80_AB04 155 22019 55 50 52 60 52 1980 2048 1857 57 51 1815
mcs50_b06_s80_AB05 1192 22412 131 95 97 99 98 12115 8172 11568 88 87 12013
mcs50_b06_s80_AB06 1660 86243 235 152 127 166 137 36500 32580 31671 142 127 33683
mcs50_b06_s80_AB07 11623 100000 1594 1043 973 993 982 100000 100000 100001 713 717 100001
mcs50_b06_s80_AB08 1164 35360 171 137 114 135 111 21282 21849 21767 126 114 21798
mcs50_b06_s80_AB09 783 100000 141 105 101 103 92 54471 44859 54162 93 98 54750
mcs50_b06_s90_AB00 46801 100000 5917 3235 2619 2584 2576 100000 100000 100001 3012 3047 100001
mcs50_b06_s90_AB01 2002 100000 303 203 192 193 168 100001 100001 100001 180 166 100002
mcs50_b06_s90_AB02 100000 100000 15630 8785 7706 7465 8012 100000 100000 100002 8528 8511 100001
mcs50_b06_s90_AB03 89726 100000 1827 1138 1017 1109 1023 100000 100001 100002 873 888 100002
mcs50_b06_s90_AB04 37328 100000 4760 2619 2096 2125 2063 100000 100001 100002 2364 2461 100002
mcs50_b06_s90_AB05 9514 100000 949 553 464 491 457 100000 100000 100001 505 503 100001
mcs50_b06_s90_AB06 10172 100000 1144 811 668 667 670 100000 100000 100002 679 652 100001
mcs50_b06_s90_AB07 13903 100000 1773 978 876 883 890 100000 100000 100001 960 979 100001
mcs50_b06_s90_AB08 62273 100000 8159 4599 4322 3799 4252 100000 100000 100001 3571 3529 100001
mcs50_b06_s90_AB09 54404 100000 6857 3924 3408 3362 3345 100000 100001 100001 3599 3608 100001
mcs50_b06m_s100_AB00 154 86559 54 45 52 54 54 46843 43610 46652 50 47 47959
mcs50_b06m_s100_AB01 514 100000 127 89 87 98 90 100000 100000 100001 103 76 100001
mcs50_b06m_s100_AB02 126 100000 48 43 45 62 51 100000 100001 100001 53 51 100001
mcs50_b06m_s100_AB03 329 100000 81 63 71 74 61 100000 100000 100001 60 68 100001
mcs50_b06m_s100_AB04 60 77000 32 37 37 45 38 69063 68047 69283 43 72 52246
mcs50_b06m_s100_AB05 84 100000 35 38 37 49 39 100000 100000 100001 43 48 100001
mcs50_b06m_s100_AB06 176 70786 56 49 50 58 52 31896 32229 31119 53 44 31499
mcs50_b06m_s100_AB07 81 100000 37 36 42 44 40 100000 100000 100001 48 49 100001
mcs50_b06m_s100_AB08 47 31095 30 32 33 35 35 25328 21916 25076 46 49 25116
mcs50_b06m_s100_AB09 372 100000 102 84 86 98 83 50819 49609 51210 72 67 51288
mcs50_b06m_s15_AB00 1 0 3 4 6 7 7 1 3 5 18 12 6
mcs50_b06m_s15_AB01 1 0 2 5 5 6 5 2 3 6 37 19 6
mcs50_b06m_s15_AB02 2 0 3 5 5 7 5 1 2 4 31 22 5
mcs50_b06m_s15_AB03 2 0 3 4 5 7 6 1 3 4 12 24 5
mcs50_b06m_s15_AB04 2 0 5 4 5 8 6 1 2 5 13 23 4
mcs50_b06m_s15_AB05 1 0 3 6 5 7 5 1 2 4 25 24 6
mcs50_b06m_s15_AB06 2 0 3 5 6 8 6 1 2 5 21 13 4
mcs50_b06m_s15_AB07 2 0 4 7 7 7 6 1 2 4 15 20 4
mcs50_b06m_s15_AB08 1 0 3 5 5 7 5 1 2 4 10 16 4
mcs50_b06m_s15_AB09 1 0 4 4 5 7 5 2 2 6 30 18 6
mcs50_b06m_s20_AB00 1 0 3 4 5 8 8 1 2 4 18 12 4
mcs50_b06m_s20_AB01 1 0 3 5 5 7 5 1 2 4 15 39 3
mcs50_b06m_s20_AB02 1 1 2 4 6 6 4 1 2 5 12 11 5
mcs50_b06m_s20_AB03 1 0 3 5 5 7 5 1 2 5 21 20 4
mcs50_b06m_s20_AB04 2 0 5 5 6 9 5 1 2 4 30 11 3
mcs50_b06m_s20_AB05 1 0 4 4 5 6 5 1 2 4 26 18 5
mcs50_b06m_s20_AB06 1 0 3 4 5 7 5 1 2 3 15 15 4
mcs50_b06m_s20_AB07 1 0 3 4 5 7 6 1 2 3 18 27 3
mcs50_b06m_s20_AB08 2 0 5 5 7 7 6 1 2 4 31 31 4
mcs50_b06m_s20_AB09 2 0 5 6 5 8 5 1 3 3 25 22 3
mcs50_b06m_s25_AB00 4 1 6 7 8 10 8 3 2 5 25 13 5
mcs50_b06m_s25_AB01 5 2 7 7 7 11 8 1 3 6 27 26 4
mcs50_b06m_s25_AB02 5 4 5 8 8 10 9 1 4 6 28 25 5
mcs50_b06m_s25_AB03 5 3 6 6 6 9 6 1 2 6 24 26 6
mcs50_b06m_s25_AB04 5 4 7 7 9 8 9 3 3 5 21 34 6
mcs50_b06m_s25_AB05 5 3 6 8 8 8 8 2 3 6 30 25 6
mcs50_b06m_s25_AB06 4 2 5 6 7 8 8 1 3 6 19 19 5
mcs50_b06m_s25_AB07 4 5 6 7 7 9 7 2 3 6 28 28 7
mcs50_b06m_s25_AB08 5 7 6 7 8 10 8 1 3 6 31 74 5
mcs50_b06m_s25_AB09 4 4 7 7 8 9 9 2 3 8 30 24 6
mcs50_b06m_s30_AB00 2 2 5 5 7 7 7 1 3 4 18 49 5
mcs50_b06m_s30_AB01 2 1 4 5 6 8 5 1 2 5 24 27 4
mcs50_b06m_s30_AB02 3 2 5 8 6 9 6 2 3 5 30 29 5
mcs50_b06m_s30_AB03 2 0 4 4 6 8 6 1 2 4 42 34 5
mcs50_b06m_s30_AB04 3 5 6 6 7 9 6 1 3 5 27 16 5
mcs50_b06m_s30_AB05 2 2 4 5 7 8 7 1 2 4 19 28 4
mcs50_b06m_s30_AB06 2 0 4 4 5 7 5 1 3 4 13 13 4
mcs50_b06m_s30_AB07 3 0 4 5 7 8 7 1 2 4 18 21 4
mcs50_b06m_s30_AB08 2 0 4 5 6 7 4 0 1 3 17 20 3
mcs50_b06m_s30_AB09 2 0 4 5 5 8 6 1 2 4 21 12 4
mcs50_b06m_s35_AB00 5 4 6 7 8 10 8 2 3 6 15 32 5
mcs50_b06m_s35_AB01 4 2 6 7 8 9 8 1 4 4 19 26 4
mcs50_b06m_s35_AB02 7 7 7 9 9 10 10 4 5 7 35 24 8
mcs50_b06m_s35_AB03 3 0 5 6 8 8 7 1 2 4 21 25 3
mcs50_b06m_s35_AB04 3 1 5 6 6 8 7 1 2 4 21 14 4
mcs50_b06m_s35_AB05 5 21 6 9 8 9 9 6 8 9 21 22 10
mcs50_b06m_s35_AB06 5 9 8 7 8 9 8 4 5 7 22 22 7
mcs50_b06m_s35_AB07 6 3 6 8 9 9 9 3 4 5 22 32 5
mcs50_b06m_s35_AB08 4 4 6 6 8 10 8 2 4 4 26 15 4
mcs50_b06m_s35_AB09 4 3 6 6 8 10 7 2 3 4 13 12 5
mcs50_b06m_s40_AB00 9 13 9 12 11 12 11 5 6 8 17 33 7
mcs50_b06m_s40_AB01 15 42 14 13 14 16 17 26 28 29 34 32 29
mcs50_b06m_s40_AB02 8 3 9 10 12 13 11 1 2 4 45 20 5
mcs50_b06m_s40_AB03 9 24 10 14 12 13 12 12 11 11 48 25 13
mcs50_b06m_s40_AB04 8 37 9 10 13 14 12 11 5 6 26 36 6
mcs50_b06m_s40_AB05 7 10 7 8 12 11 11 3 4 7 28 24 6
mcs50_b06m_s40_AB06 9 19 9 10 11 14 10 16 16 19 16 29 20
mcs50_b06m_s40_AB07 11 17 10 11 10 15 12 7 8 9 26 37 9
mcs50_b06m_s40_AB08 9 10 11 10 12 15 13 4 5 6 17 33 7
mcs50_b06m_s40_AB09 19 76 12 13 16 19 14 30 28 29 37 27 30
mcs50_b06m_s50_AB00 351 550 65 52 49 58 47 210 214 205 53 70 169
mcs50_b06m_s50_AB01 66 168 27 27 26 30 26 61 54 52 46 51 54
mcs50_b06m_s50_AB02 101 219 24 25 26 27 28 80 72 67 51 59 70
mcs50_b06m_s50_AB03 37 151 24 25 26 28 25 115 93 106 38 58 109
mcs50_b06m_s50_AB04 124 241 30 30 35 31 32 92 75 90 45 43 87
