instance clique james-cpp-max clique-par/t8 clique-par/t16 clique-par/t32 clique-par/t64 clique-par/t32r james-cpp-max-par/t8 james-cpp-max-par/t16 james-cpp-max-par/t32
mcs50_b06m_s60_AB01 8920 3586214 10158 9644 9170 9170 9170 3586437 3586657 3586214
mcs50_b06m_s60_AB02 3034 1053923 3787 3289 3289 3291 3696 1053931 1054015 1054675
mcs50_b06m_s60_AB03 7468 438548 4438 13804 7367 3435 7358 438548 438548 438548
mcs50_b06m_s60_AB04 1890 94333 2783 2565 2115 3153 2579 94333 94333 94333
mcs50_b06m_s60_AB05 11921 3940531 4330 5003 5381 4996 5091 3186702 3190815 3192498
mcs50_b06m_s60_AB06 3602 533978 5254 4401 3863 3863 5146 444881 445870 447294
mcs50_b06m_s60_AB07 4653 351436 4601 3275 9076 6806 3280 351466 351436 351436
mcs50_b06m_s60_AB08 3581 742222 4747 4293 3836 3819 3819 698390 702793 709364
mcs50_b06m_s60_AB09 654 980083 881 881 881 881 881 430301 689607 430828
mcs50_b06m_s70_AB00 30782 13561164 36475 35500 33823 33198 33142 13561523 13561164 13561646
mcs50_b06m_s70_AB01 52496 34287020 56502 58223 55844 56971 58353 9677375 9677168 9687603
mcs50_b06m_s70_AB02 3681 3013569 4638 6062 4705 6340 4002 1318238 1322438 1318960
mcs50_b06m_s70_AB03 31126 10313406 36133 35768 32680 34083 34576 10314037 9951774 10313755
mcs50_b06m_s70_AB04 19679 13839285 21875 22851 23387 22414 22942 13839530 13839285 13839285
mcs50_b06m_s70_AB05 25157 15831083 27531 29026 28484 26781 26778 15292074 15292598 15292436
mcs50_b06m_s70_AB06 23908 16333804 25780 26051 25434 26383 25429 16333804 16334268 16333804
mcs50_b06m_s70_AB07 30471 7611417 33240 35758 32866 34266 35452 7611472 7611703 7615496
mcs50_b06m_s70_AB08 33875 48011947 40600 42900 36421 41315 38990 48024286 48017026 48015724
mcs50_b06m_s70_AB09 107879 18794304 111157 116785 113023 111646 116802 18816883 18809719 18811292
mcs50_b06m_s80_AB00 192484 118014103 198007 205636 206653 197160 208176 118014103 118014103 118014103
mcs50_b06m_s80_AB01 1294370 NaN 706101 717785 729320 717596 724271 288383001 288383847 288385213
mcs50_b06m_s80_AB02 63930 6171953 67896 76266 71634 73360 71801 3170940 3139372 3182070
mcs50_b06m_s80_AB03 563399 NaN 568847 578354 588752 579672 585622 209248328 325853813 209250189
mcs50_b06m_s80_AB04 8578123 27526112 560499 580027 585893 571218 581303 27919708 27954375 27910621
mcs50_b06m_s80_AB05 160773 40125984 165299 169547 170476 165809 169260 40126357 40127860 40126056
mcs50_b06m_s80_AB06 197736 109058281 204348 213009 215886 206385 210686 36281905 36407521 36497228
mcs50_b06m_s80_AB07 26943 6372707 32632 32884 30993 28166 30497 6372890 6372707 6374239
mcs50_b06m_s80_AB08 351765 NaN 277795 289149 314713 282058 309888 325143578 325156276 325159037
mcs50_b06m_s80_AB09 17520090 53217686 202218 210641 214871 209675 210599 53217745 53217686 53217686
mcs50_b06m_s90_AB00 1655521 NaN 1546169 1561842 1577015 1584937 1584785 276098556 310844179 339702407
mcs50_b06m_s90_AB01 9901559 NaN 9911589 9932306 9972166 10006434 9974223 NaN NaN NaN
mcs50_b06m_s90_AB02 1796280 NaN 1807581 1819921 1845529 1833016 1846703 NaN NaN NaN
mcs50_b06m_s90_AB03 3717047 NaN 3728243 3747356 3769500 3797740 3768232 NaN NaN NaN
mcs50_b06m_s90_AB04 22682844 NaN 22745628 22794756 22840108 22920577 22891295 NaN NaN NaN
mcs50_b06m_s90_AB05 1122955 NaN 1167362 1211318 1281180 1296187 1311521 NaN NaN NaN
mcs50_b06m_s90_AB06 878802 NaN 684757 850472 854018 890910 878762 336751654 336751576 336752775
mcs50_b06m_s90_AB07 4727178 NaN 4739685 4787580 4927760 4839187 4832939 NaN NaN NaN
mcs50_b06m_s90_AB08 118442 NaN 124631 134059 146410 130764 143860 271032407 271033261 271032342
mcs50_b06m_s90_AB09 971586 NaN 996330 1017146 1058932 1062167 1043171 NaN NaN NaN
mcs50_b09_s100_AB00 41378 86821528 49289 52900 47114 49410 44836 86821528 86821667 86821528
mcs50_b09_s100_AB01 211502 NaN 221506 226990 228253 222951 233682 NaN NaN NaN
mcs50_b09_s100_AB02 26377 78506781 31473 33282 30514 29001 29216 78506789 78507039 78506839
mcs50_b09_s100_AB03 1109 4367634 2499 3113 3238 1851 2187 4367634 4367634 4367634
mcs50_b09_s100_AB04 36072 NaN 43033 46780 39571 39171 42404 301643751 301644261 301643741
mcs50_b09_s100_AB05 9627 49447187 14607 11428 12030 13348 11370 49447283 49447187 49447197
mcs50_b09_s100_AB06 3698 2135979 6172 9086 6211 4118 4738 2135979 2135979 2135979
mcs50_b09_s100_AB07 11863 39203063 15693 16875 13646 13567 14263 39203087 39203135 39203868
mcs50_b09_s100_AB08 60684 66600211 67559 72566 71854 65525 66862 66600211 66600211 66600211
mcs50_b09_s100_AB09 70233 88854118 78863 81929 74605 74968 76556 88854325 88854118 88854227
mcs50_b09_s20_AB00 350 890 453 513 594 459 459 890 890 890
mcs50_b09_s20_AB01 1075 627 1183 1186 1193 1181 1192 627 627 627
mcs50_b09_s20_AB02 159 325 278 278 278 278 278 335 325 495
mcs50_b09_s20_AB03 137 129 245 232 242 230 232 129 129 129
mcs50_b09_s20_AB04 1226 501 1340 1340 1340 1340 1340 616 706 510
mcs50_b09_s20_AB05 259 258 331 302 479 368 368 258 258 258
mcs50_b09_s20_AB06 240 328 347 311 298 322 303 357 335 558
mcs50_b09_s20_AB07 478 470 584 584 584 584 584 506 764 696
mcs50_b09_s20_AB08 189 427 306 306 306 306 306 449 570 473
mcs50_b09_s20_AB09 1175 259 2361 2353 1880 1993 1974 344 336 328
mcs50_b09_s25_AB00 498 3267 641 682 641 603 614 4143 3164 3800
mcs50_b09_s25_AB01 1411 8758 1891 1363 1384 1271 1560 8758 8758 8758
mcs50_b09_s25_AB02 700 5035 817 873 987 865 804 5141 5720 6909
mcs50_b09_s25_AB03 1289 8907 1369 1413 1525 1381 2056 10093 11272 11799
mcs50_b09_s25_AB04 754 7020 1039 1104 826 1531 1421 7020 7020 7020
mcs50_b09_s25_AB05 1012 4251 1096 1501 1613 902 1818 4352 4251 4884
mcs50_b09_s25_AB06 960 4866 1407 1086 1062 1037 1139 4360 4301 4290
mcs50_b09_s25_AB07 284 4463 711 617 456 450 432 3205 3709 3725
mcs50_b09_s25_AB08 712 4912 697 707 1497 1516 947 4244 2915 3445
mcs50_b09_s25_AB09 585 3066 573 573 722 573 564 3069 3080 3066
mcs50_b09_s30_AB00 324 2953 507 422 445 445 451 2953 2953 2953
mcs50_b09_s30_AB01 252 2404 381 367 312 505 284 2705 3603 3736
mcs50_b09_s30_AB02 93 1447 212 212 212 265 212 1447 1485 1526
mcs50_b09_s30_AB03 54 407 155 155 163 180 155 411 462 411
mcs50_b09_s30_AB04 173 2646 289 249 320 306 332 2646 2658 2646
mcs50_b09_s30_AB05 51 2138 160 160 160 160 160 1361 1723 1548
mcs50_b09_s30_AB06 182 2504 339 498 284 481 648 2980 3589 3542
mcs50_b09_s30_AB07 292 4846 419 509 392 359 367 2576 2936 4297
mcs50_b09_s30_AB08 169 2110 365 431 348 503 310 2110 2110 2110
mcs50_b09_s30_AB09 90 2368 351 229 317 232 304 2368 2368 2368
mcs50_b09_s35_AB00 301 7323 466 466 466 466 466 7323 7323 7323
mcs50_b09_s35_AB01 338 1870 634 458 325 567 1476 2389 3614 3247
mcs50_b09_s35_AB02 277 5945 544 611 443 802 852 5945 5945 5945
mcs50_b09_s35_AB03 983 8234 960 1125 1183 985 1291 8234 8377 8234
mcs50_b09_s35_AB04 859 22434 788 1603 898 1045 934 21736 21627 21736
mcs50_b09_s35_AB05 425 33841 750 924 976 1392 706 11369 12419 14290
mcs50_b09_s35_AB06 1249 4364 949 1265 1630 1167 851 4374 4474 4364
mcs50_b09_s35_AB07 1426 6226 978 1229 1201 1725 943 5193 5824 9213
mcs50_b09_s35_AB08 1166 12327 1151 941 1199 780 1032 12327 12327 12327
mcs50_b09_s35_AB09 259 7038 414 414 414 414 414 7044 7226 7038
mcs50_b09_s40_AB00 1298 11225 2097 1248 3883 842 2004 12403 12909 13666
mcs50_b09_s40_AB01 1383 20738 2002 2128 1195 1135 1476 10247 11808 11396
mcs50_b09_s40_AB02 1500 19075 917 1237 1462 2513 1063 19386 21381 20872
mcs50_b09_s40_AB03 531 13065 741 750 741 741 741 13071 13128 13065
mcs50_b09_s40_AB04 503 7807 759 1555 852 738 768 7829 7807 7807
mcs50_b09_s40_AB05 651 26425 1172 1798 1166 2119 1276 23125 25278 28561
mcs50_b09_s40_AB06 167 9872 391 367 366 366 379 7722 7967 8748
mcs50_b09_s40_AB07 785 8469 544 789 1347 977 1311 10362 12107 11365
mcs50_b09_s40_AB08 1742 5960 1308 2370 4775 1472 2196 5960 5960 5960
mcs50_b09_s40_AB09 415 10085 1158 1162 558 650 1558 10085 10174 10085
mcs50_b09_s50_AB00 29814 283599 12802 10146 9088 8404 11011 283599 283605 283599
mcs50_b09_s50_AB01 28544 548795 13420 14387 12795 17719 14568 548827 550075 573942
mcs50_b09_s50_AB02 17342 110228 4794 9242 4677 10465 6143 110228 110228 111297
mcs50_b09_s50_AB03 4550 158084 4879 5499 4886 5715 4879 158084 158084 158084
mcs50_b09_s50_AB04 8944 267913 9288 9288 9288 11626 9289 267913 267913 267913
mcs50_b09_s50_AB05 742 227748 1062 1106 1062 1062 1062 11790 11887 17383
mcs50_b09_s50_AB06 20543 518723 21757 22612 21173 24464 21786 519093 518820 518723
mcs50_b09_s50_AB07 25902 306996 12172 10970 9846 10319 11638 306996 306996 306996
mcs50_b09_s50_AB08 6704 387753 8432 7185 9314 7012 7864 115973 111623 120201
mcs50_b09_s50_AB09 36395 145690 5535 4954 5880 3800 8529 68050 67700 69849
mcs50_b09_s60_AB00 859 209162 1613 1111 1772 1111 1111 88600 89383 89279
mcs50_b09_s60_AB01 2175 196150 1195 2549 1552 4131 6644 196150 196150 196150
mcs50_b09_s60_AB02 371 30587 608 607 607 607 607 30587 30587 30617
mcs50_b09_s60_AB03 1511 369782 2231 1753 1754 1806 1753 369782 369782 369782
mcs50_b09_s60_AB04 1139 522898 2264 1996 2096 2534 1591 394408 395506 397406
mcs50_b09_s60_AB05 511 65069 769 862 770 769 770 72191 74159 73460
mcs50_b09_s60_AB06 613 283062 872 872 872 872 872 47406 51726 49243
mcs50_b09_s60_AB07 1502 42390 2432 1484 1881 3121 1499 42390 42390 42390
mcs50_b09_s60_AB08 627 120701 860 854 887 854 866 120713 120865 120701
mcs50_b09_s60_AB09 398 103921 654 643 643 643 643 103945 103921 103921
mcs50_b09_s70_AB00 9801 2833829 12202 10892 12081 10164 12272 2833831 2834027 2833829
mcs50_b09_s70_AB01 5506 1379016 7029 7071 6427 5819 6460 1379016 1379046 1379016
mcs50_b09_s70_AB02 20596 2284327 19168 24678 18979 20486 21770 2284674 2284327 2284327
mcs50_b09_s70_AB03 15810 2475244 12472 18633 15958 14062 15484 2475266 2475244 2475244
mcs50_b09_s70_AB04 87394 2627193 11041 15287 12019 13389 9207 1152197 1152544 1153277
mcs50_b09_s70_AB05 3286 203592 4306 5612 3717 3614 3626 203892 204278 203592
mcs50_b09_s70_AB06 8194 1880866 8547 8966 10975 8568 9420 1880866 1880866 1880866
mcs50_b09_s70_AB07 24149 2568730 5154 8281 9798 5572 6791 490981 491157 491229
mcs50_b09_s70_AB08 3985 2707231 5076 5074 4354 4400 4678 2709102 2709928 2709886
mcs50_b09_s70_AB09 18226 692000 9818 11340 8786 7992 13903 692076 692004 692000
mcs50_b09_s80_AB00 34044 5733933 37453 40316 38755 37438 37956 3458875 3459273 3497536
mcs50_b09_s80_AB01 230912 41185007 239398 246512 243753 239568 245183 22451225 22452259 22452749
mcs50_b09_s80_AB02 31548 10456834 36396 41612 36203 33601 35588 10457352 10456852 10456834
mcs50_b09_s80_AB03 17019 14905210 21380 20542 19885 20492 20136 14905485 14905210 14905798
mcs50_b09_s80_AB04 21881 8336850 25475 30153 27753 25611 24170 8337036 8336902 8336850
mcs50_b09_s80_AB05 42888 79667617 47699 51820 45914 47694 47205 24737571 24865805 25765721
mcs50_b09_s80_AB06 773257 26990998 118056 122419 125005 125824 130850 26990998 26990998 26990998
mcs50_b09_s80_AB07 156116 12943834 30916 30239 28142 34755 30645 12943971 12945434 12943834
mcs50_b09_s80_AB08 17191 6060452 19464 22459 21864 25802 20915 6060454 6060492 6060452
mcs50_b09_s80_AB09 113011 40513563 119857 124601 123844 123367 123810 32988167 32989431 32988778
mcs50_b09_s90_AB00 1162092 NaN 1169901 1188487 1205723 1199296 1199583 NaN 229670066 243175101
mcs50_b09_s90_AB01 804249 119905829 807316 824159 842569 828728 845252 119906236 119905829 119905829
mcs50_b09_s90_AB02 662750 NaN 670762 685780 697938 681085 695589 NaN NaN NaN
mcs50_b09_s90_AB03 271450 47070061 280153 288862 295783 281558 301732 47070061 47070142 47070155
mcs50_b09_s90_AB04 249532 57565906 260160 274558 282104 275128 283292 57565906 57565906 57565906
mcs50_b09_s90_AB05 880008 NaN 892775 906751 922419 916682 917997 NaN NaN NaN
mcs50_b09_s90_AB06 497783 NaN 504976 523900 540705 513752 534178 131593920 131594790 131596763
mcs50_b09_s90_AB07 629440 NaN 640107 653108 673826 659482 670800 193177813 193402835 193552377
mcs50_b09_s90_AB08 663131 NaN 669679 683096 700255 677082 698668 162440701 162441559 162440707
mcs50_b09_s90_AB09 606845 NaN 616333 626161 641123 628237 650699 NaN NaN NaN
mcs50_b09m_s100_AB00 28346 NaN 34505 39589 33955 30784 33583 222537381 222537259 222537613
mcs50_b09m_s100_AB01 41638 20011378 50351 50734 49390 46590 48551 20011388 20011570 20011378
mcs50_b09m_s100_AB02 134846 NaN 141794 149569 144450 145996 142754 NaN NaN NaN
mcs50_b09m_s100_AB03 19284 6411335 26171 29795 23309 22475 23219 6411335 6411335 6411335
mcs50_b09m_s100_AB04 7881 10739017 12415 9608 10753 12306 9568 10739017 10739017 10739027
mcs50_b09m_s100_AB05 66848 59983945 75235 78794 72827 71015 73742 59983952 59983952 59983961
mcs50_b09m_s100_AB06 68542 NaN 74058 80292 76414 75045 74859 165583578 165583578 165583578
mcs50_b09m_s100_AB07 9401 19390290 13794 11695 11199 10511 16406 19390400 19390357 19390290
mcs50_b09m_s100_AB08 48560 35846686 55680 57447 57790 55545 54334 35846686 35846686 35846686
mcs50_b09m_s100_AB09 10005 26796133 13606 15841 13253 13576 13421 26796133 26796133 26796133
mcs50_b09m_s20_AB00 131 320 193 211 233 194 250 401 360 309
mcs50_b09m_s20_AB01 456 806 962 519 544 568 756 1104 1264 940
mcs50_b09m_s20_AB02 147 757 487 269 306 289 286 1347 1399 926
mcs50_b09m_s20_AB03 149 1075 313 263 251 304 273 772 429 504
mcs50_b09m_s20_AB04 62 958 166 160 204 203 205 1104 1642 1696
mcs50_b09m_s20_AB05 269 632 489 307 316 323 341 639 632 632
mcs50_b09m_s20_AB06 177 602 276 282 290 285 277 649 1002 663
mcs50_b09m_s20_AB07 132 756 247 247 247 247 247 756 756 756
mcs50_b09m_s20_AB08 87 747 174 174 213 182 272 756 703 1053
mcs50_b09m_s20_AB09 371 1897 444 439 477 436 417 2148 1844 2532
mcs50_b09m_s25_AB00 903 5253 1640 883 890 1589 895 6337 5901 5894
mcs50_b09m_s25_AB01 692 5269 715 820 793 861 911 7204 8789 7970
mcs50_b09m_s25_AB02 530 4560 645 683 638 656 616 4560 4560 4560
mcs50_b09m_s25_AB03 1207 5951 1403 1400 1711 1564 1385 6456 7550 7613
mcs50_b09m_s25_AB04 755 7308 1297 888 932 897 960 7407 7273 7335
mcs50_b09m_s25_AB05 996 5121 1073 1091 1731 1009 1018 7895 8571 8981
mcs50_b09m_s25_AB06 586 4243 1733 656 1701 656 1445 5061 4421 4747
mcs50_b09m_s25_AB07 319 2955 659 538 709 486 502 2958 2955 2955
mcs50_b09m_s25_AB08 1130 8316 1155 1978 1458 1329 1394 13115 17427 16013
mcs50_b09m_s25_AB09 320 1943 676 464 782 731 731 1943 1943 1943
mcs50_b09m_s30_AB00 125 1689 622 248 286 347 336 1689 1691 1689
mcs50_b09m_s30_AB01 129 5296 338 270 226 296 302 3484 3428 3515
mcs50_b09m_s30_AB02 131 715 357 246 253 414 230 715 715 715
mcs50_b09m_s30_AB03 344 8271 494 494 494 494 494 9292 8975 9324
mcs50_b09m_s30_AB04 93 1002 234 262 229 270 201 1010 1002 1002
mcs50_b09m_s30_AB05 141 4303 259 252 255 335 252 4303 4303 4303
mcs50_b09m_s30_AB06 96 2973 218 218 381 282 238 2973 2973 2973
mcs50_b09m_s30_AB07 512 3551 567 805 743 807 887 3551 3551 3551
mcs50_b09m_s30_AB08 195 3024 427 250 342 501 380 3034 3024 3024
mcs50_b09m_s30_AB09 370 1625 752 403 680 342 607 1828 1625 1765
mcs50_b09m_s35_AB00 496 18815 659 659 659 659 659 11022 11278 12887
mcs50_b09m_s35_AB01 296 21963 475 472 472 472 472 7531 7344 8727
mcs50_b09m_s35_AB02 300 5566 886 459 839 676 828 5566 5659 5566
mcs50_b09m_s35_AB03 1110 14873 742 1138 701 1591 2086 14913 14873 14873
mcs50_b09m_s35_AB04 706 18393 869 899 654 1048 858 15064 8567 9900
mcs50_b09m_s35_AB05 439 8248 607 603 762 740 989 8248 8248 8248
mcs50_b09m_s35_AB06 596 4810 866 603 542 994 788 4810 4810 4810
mcs50_b09m_s35_AB07 231 9029 419 389 648 482 462 5157 5148 4362
mcs50_b09m_s35_AB08 372 14505 513 513 734 686 666 9918 11190 12604
mcs50_b09m_s35_AB09 451 3391 559 568 563 559 1663 3391 3391 3391
mcs50_b09m_s40_AB00 244 8489 892 487 460 460 460 8502 8489 8489
mcs50_b09m_s40_AB01 1322 18961 1161 2757 1035 2760 2939 18961 18961 19354
mcs50_b09m_s40_AB02 1708 11834 1211 2588 2968 1651 2410 11834 11834 11834
mcs50_b09m_s40_AB03 3552 22817 1735 3091 2642 2031 1599 22817 23139 22817
mcs50_b09m_s40_AB04 3112 32824 2106 2873 4491 2080 2090 32250 24088 32236
mcs50_b09m_s40_AB05 1115 13011 2905 1339 1331 2686 1650 13011 13011 13011
mcs50_b09m_s40_AB06 553 16929 1183 1406 851 639 940 12053 13443 16261
mcs50_b09m_s40_AB07 4001 13636 3618 2736 1430 588 2842 8762 10497 13547
mcs50_b09m_s40_AB08 304 102268 519 519 519 519 519 99281 105144 108353
mcs50_b09m_s40_AB09 2174 36434 2071 2181 1900 1573 1644 27794 16003 21172
mcs50_b09m_s50_AB00 36582 318842 16177 17584 15686 15700 15687 318842 318842 318842
mcs50_b09m_s50_AB01 10856 302446 11204 12026 11219 11204 11204 279598 285706 285309
mcs50_b09m_s50_AB02 17815 360077 18149 18160 18149 18149 18149 471271 480530 494688
mcs50_b09m_s50_AB03 32340 115253 5449 5897 13032 7999 9428 115513 115494 116738
mcs50_b09m_s50_AB04 6726 227095 6571 6314 7539 7674 8088 227108 227095 227095
mcs50_b09m_s50_AB05 6007 317837 6339 6339 7416 6903 6339 49858 50766 52518
mcs50_b09m_s50_AB06 8587 145167 5448 6220 5432 5455 13184 145169 145167 145167
mcs50_b09m_s50_AB07 28237 119440 8549 5695 3979 4026 4348 119440 119512 119440
mcs50_b09m_s50_AB08 33361 269455 7170 6963 5409 6857 5734 232397 84057 89594
mcs50_b09m_s50_AB09 38359 129208 11764 13770 16302 11833 14694 129208 129208 129208
mcs50_b09m_s60_AB00 392 152438 625 625 625 648 625 152444 152598 152588
mcs50_b09m_s60_AB01 1597 172787 1860 1860 3719 1879 1860 174259 174270 173849
mcs50_b09m_s60_AB02 785 173042 1032 1032 1032 1032 1032 173256 173042 173042
mcs50_b09m_s60_AB03 16924 503061 5129 2794 2582 5046 3576 497138 497150 497100
mcs50_b09m_s60_AB04 3790 256245 4045 4045 4045 4045 4537 256325 256366 256296
mcs50_b09m_s60_AB05 9090 147510 2382 1596 3586 2926 5168 147510 148211 147510
mcs50_b09m_s60_AB06 3259 82681 2407 5294 5933 1122 1226 41821 42195 41936
mcs50_b09m_s60_AB07 437 249299 685 685 685 685 685 249512 250030 249299
mcs50_b09m_s60_AB08 15288 257355 3606 2193 5129 3319 5613 97199 97014 97750
mcs50_b09m_s60_AB09 448 74664 675 673 673 673 673 74664 74664 74664
mcs50_b09m_s70_AB00 5416 1127885 5745 5775 5740 6292 5739 1127887 1127885 1127909
mcs50_b09m_s70_AB01 2530 493009 2868 2868 2868 2964 2915 493404 494392 493097
mcs50_b09m_s70_AB02 10922 9423605 11972 12662 12000 11274 11927 9425925 9424425 9424270
mcs50_b09m_s70_AB03 12902 2322685 15697 14650 15297 14677 16719 2322685 2322685 2322685
mcs50_b09m_s70_AB04 116419 15088037 42125 51330 43439 42193 42641 15088037 15088883 15088037
mcs50_b09m_s70_AB05 35222 2553109 13138 14065 14098 12970 13046 2553250 2553865 2553109
mcs50_b09m_s70_AB06 61938 829560 5082 6811 11894 10848 9256 829566 829601 829560
mcs50_b09m_s70_AB07 14337 2501713 16904 15306 15303 15984 17625 2501713 2501713 2501713
mcs50_b09m_s70_AB08 6516 2785877 8213 7565 6857 7258 7550 1650493 1668389 1666112
mcs50_b09m_s70_AB09 7360 11210025 7709 7701 8067 8522 9276 1002568 1003136 1002760
mcs50_b09m_s80_AB00 102757 70015783 106307 112045 111116 107157 113509 70015941 70015783 70016147
mcs50_b09m_s80_AB01 50721 29792023 54293 58014 55126 58562 54104 35201850 28847862 34225509
mcs50_b09m_s80_AB02 114145 65293248 120336 128467 125240 125775 127313 65293248 65293248 65293248
mcs50_b09m_s80_AB03 60740 20605685 61200 65310 71626 64481 65586 20605685 20605685 20605751
mcs50_b09m_s80_AB04 279693 52492326 286619 290567 288901 286733 299507 52492326 52492326 52492326
mcs50_b09m_s80_AB05 223622 41481814 190760 196980 192360 188911 201582 41481814 41481858 41481814
mcs50_b09m_s80_AB06 42351 9050936 20792 24438 20334 18541 18825 9050936 9050936 9050938
mcs50_b09m_s80_AB07 84854 35643161 58157 62965 60799 61688 62758 35643287 35644680 35643170
mcs50_b09m_s80_AB08 34686 17863324 38455 41647 38883 36906 43542 17864035 17866237 17863324
mcs50_b09m_s80_AB09 54767 27033163 61320 62224 58134 57836 59566 24341504 26731597 24057780
mcs50_b09m_s90_AB00 148362 NaN 155890 164459 166630 163655 175082 NaN NaN NaN
mcs50_b09m_s90_AB01 254516 94428002 261850 270961 291104 268199 291656 94428014 94428131 94429047
mcs50_b09m_s90_AB02 1541175 NaN 340925 348959 368745 358069 361353 222219090 178852039 178857777
mcs50_b09m_s90_AB03 369250 NaN 370694 383639 405287 385242 392295 242802447 NaN NaN
mcs50_b09m_s90_AB04 108164 55351690 114445 126031 124075 115068 119824 34397428 34397111 34400442
mcs50_b09m_s90_AB05 2297046 NaN 2308163 2323307 2355265 2354357 2349101 NaN NaN NaN
mcs50_b09m_s90_AB06 650422 NaN 657916 669058 690477 687194 688929 330998289 330998155 330997808
mcs50_b09m_s90_AB07 1471556 NaN 1475802 1492907 1514451 1509983 1512029 182612427 183271475 183598907
mcs50_b09m_s90_AB08 157108 NaN 164126 178132 173023 167587 172249 85745171 75213987 74668209
mcs50_b09m_s90_AB09 496710 NaN 369570 380859 394378 377052 422535 388039864 388039735 NaN
mcs50_m2D_s100_AB00 3165999 NaN 680744 719785 813705 763524 841759 NaN NaN NaN
mcs50_m2D_s100_AB01 NaN NaN 1695639 1867533 1965054 1932596 2075354 NaN NaN NaN
mcs50_m2D_s100_AB02 3830876 NaN 3250057 4080376 3189653 4602283 3519008 NaN NaN NaN
mcs50_m2D_s100_AB03 16260595 NaN 16274404 16289126 16319475 16343125 16317332 NaN NaN NaN
mcs50_m2D_s100_AB04 318683 NaN 325457 336370 336229 328845 343356 NaN NaN NaN
mcs50_m2D_s100_AB05 177691 NaN 199542 213128 249717 212603 216668 NaN NaN NaN
mcs50_m2D_s100_AB06 3948839 NaN 3446435 3676558 4351079 4481857 4329963 NaN NaN NaN
mcs50_m2D_s100_AB07 172086 NaN 158665 217211 230633 187967 238679 NaN NaN NaN
mcs50_m2D_s100_AB08 6181001 NaN 6586428 7188298 7967301 7043205 8006436 NaN NaN NaN
mcs50_m2D_s100_AB09 78938 NaN 83637 88492 86065 85152 90307 NaN NaN NaN
mcs50_m2D_s10_AB00 29 57 78 78 78 111 109 76 134 91
mcs50_m2D_s10_AB01 52 196 101 101 101 101 101 196 208 196
mcs50_m2D_s10_AB02 29 122 95 90 74 78 73 170 118 109
mcs50_m2D_s10_AB03 34 138 86 85 85 89 85 150 194 140
mcs50_m2D_s10_AB04 53 153 200 102 102 102 102 160 147 156
mcs50_m2D_s10_AB05 31 90 31 80 76 78 78 90 94 96
mcs50_m2D_s10_AB06 35 98 101 92 91 98 98 108 225 178
mcs50_m2D_s10_AB07 26 269 75 75 75 75 75 291 269 269
mcs50_m2D_s10_AB08 26 26 71 70 71 72 71 26 26 26
mcs50_m2D_s10_AB09 12 33 12 53 58 63 54 36 36 36
mcs50_m2D_s20_AB00 831 2260 963 1476 1557 944 954 2327 2260 2260
